
Spine Part Length Ground
 ==================== 
Spine Part Length Ground,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.359975,µm,Spine,Spine Part Length,4,2,1,100000002,610000002554,
0.245927,µm,Spine,Spine Part Length,2,2,1,100000000,610000002557,
0.245985,µm,Spine,Spine Part Length,9,1,1,100000002,610000002559,
0.181317,µm,Spine,Spine Part Length,8,2,1,100000001,610000002562,
0.478667,µm,Spine,Spine Part Length,1,2,1,100000002,610000002566,
0.270275,µm,Spine,Spine Part Length,5,1,1,100000002,610000002571,
0.246996,µm,Spine,Spine Part Length,5,1,1,100000002,610000002578,
0.286789,µm,Spine,Spine Part Length,1,2,1,100000002,610000002581,
0.414519,µm,Spine,Spine Part Length,1,2,1,100000002,610000002584,
0.436244,µm,Spine,Spine Part Length,4,3,1,100000002,610000002590,
0.318633,µm,Spine,Spine Part Length,4,1,1,100000002,610000002592,
0.3104,µm,Spine,Spine Part Length,0,1,1,100000001,610000002600,
0.236699,µm,Spine,Spine Part Length,0,1,1,100000001,610000002603,
0.245522,µm,Spine,Spine Part Length,4,5,1,100000000,610000002605,
0.372561,µm,Spine,Spine Part Length,5,1,1,100000002,610000002609,
0.235913,µm,Spine,Spine Part Length,4,3,1,100000002,610000002613,
0.252156,µm,Spine,Spine Part Length,4,3,1,100000002,610000002616,
0.234976,µm,Spine,Spine Part Length,4,5,1,100000000,610000002619,
0.274405,µm,Spine,Spine Part Length,1,2,1,100000002,610000002621,
0.363699,µm,Spine,Spine Part Length,4,3,1,100000002,610000002624,
0.262375,µm,Spine,Spine Part Length,4,3,1,100000002,610000002630,
0.188906,µm,Spine,Spine Part Length,3,2,1,100000002,610000002633,
0.288339,µm,Spine,Spine Part Length,4,1,1,100000002,610000002640,
0.228375,µm,Spine,Spine Part Length,4,3,1,100000002,610000002643,
0.352934,µm,Spine,Spine Part Length,4,3,1,100000002,610000002645,
0.402882,µm,Spine,Spine Part Length,4,3,1,100000002,610000002648,
0.180359,µm,Spine,Spine Part Length,5,1,1,100000002,610000002651,
0.302831,µm,Spine,Spine Part Length,4,3,1,100000002,610000002654,
0.213196,µm,Spine,Spine Part Length,3,1,1,100000002,610000002658,
0.252092,µm,Spine,Spine Part Length,1,2,1,100000000,610000002660,
0.304632,µm,Spine,Spine Part Length,1,2,1,100000002,610000002663,
0.362148,µm,Spine,Spine Part Length,4,3,1,100000002,610000002666,
0.442699,µm,Spine,Spine Part Length,4,3,1,100000002,610000002668,
0.384857,µm,Spine,Spine Part Length,4,3,1,100000002,610000002670,
0.232929,µm,Spine,Spine Part Length,4,3,1,100000002,610000002674,
0.274813,µm,Spine,Spine Part Length,4,3,1,100000002,610000002677,
0.0998155,µm,Spine,Spine Part Length,4,1,1,100000002,610000002682,
0.154796,µm,Spine,Spine Part Length,2,1,1,100000002,610000002688,
0.51974,µm,Spine,Spine Part Length,4,3,1,100000002,610000002692,
0.229905,µm,Spine,Spine Part Length,4,3,1,100000002,610000002695,
0.178019,µm,Spine,Spine Part Length,3,1,1,100000002,610000002700,
0.335406,µm,Spine,Spine Part Length,4,3,1,100000002,610000002703,
0.428321,µm,Spine,Spine Part Length,4,3,1,100000002,610000002705,
