
Spine Area
 ==================== 
Spine Area,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.351045,µm^2,Spine,4,2,1,100000002,610000002554,
0.300558,µm^2,Spine,2,2,1,100000000,610000002557,
0.167057,µm^2,Spine,9,1,1,100000002,610000002559,
0.224499,µm^2,Spine,8,2,1,100000001,610000002562,
0.500373,µm^2,Spine,1,2,1,100000002,610000002566,
0.506663,µm^2,Spine,5,1,1,100000002,610000002571,
0.955017,µm^2,Spine,5,1,1,100000002,610000002578,
0.368825,µm^2,Spine,1,2,1,100000002,610000002581,
0.350493,µm^2,Spine,1,2,1,100000002,610000002584,
1.11653,µm^2,Spine,4,3,1,100000002,610000002590,
0.413858,µm^2,Spine,4,1,1,100000002,610000002592,
1.13561,µm^2,Spine,0,1,1,100000001,610000002600,
0.355449,µm^2,Spine,0,1,1,100000001,610000002603,
0.367579,µm^2,Spine,4,5,1,100000000,610000002605,
0.947204,µm^2,Spine,5,1,1,100000002,610000002609,
0.665251,µm^2,Spine,4,3,1,100000002,610000002613,
0.489988,µm^2,Spine,4,3,1,100000002,610000002616,
0.22644,µm^2,Spine,4,5,1,100000000,610000002619,
0.463691,µm^2,Spine,1,2,1,100000002,610000002621,
0.441952,µm^2,Spine,4,3,1,100000002,610000002624,
1.62718,µm^2,Spine,4,3,1,100000002,610000002630,
0.5466,µm^2,Spine,3,2,1,100000002,610000002633,
0.581511,µm^2,Spine,4,1,1,100000002,610000002640,
0.427526,µm^2,Spine,4,3,1,100000002,610000002643,
0.146439,µm^2,Spine,4,3,1,100000002,610000002645,
0.366452,µm^2,Spine,4,3,1,100000002,610000002648,
0.46497,µm^2,Spine,5,1,1,100000002,610000002651,
2.25089,µm^2,Spine,4,3,1,100000002,610000002654,
0.602322,µm^2,Spine,3,1,1,100000002,610000002658,
0.372249,µm^2,Spine,1,2,1,100000000,610000002660,
0.277026,µm^2,Spine,1,2,1,100000002,610000002663,
0.24288,µm^2,Spine,4,3,1,100000002,610000002666,
0.331532,µm^2,Spine,4,3,1,100000002,610000002668,
0.380008,µm^2,Spine,4,3,1,100000002,610000002670,
0.678631,µm^2,Spine,4,3,1,100000002,610000002674,
0.517315,µm^2,Spine,4,3,1,100000002,610000002677,
0.483091,µm^2,Spine,4,1,1,100000002,610000002682,
0.212841,µm^2,Spine,2,1,1,100000002,610000002688,
0.890001,µm^2,Spine,4,3,1,100000002,610000002692,
1.42887,µm^2,Spine,4,3,1,100000002,610000002695,
0.405607,µm^2,Spine,3,1,1,100000002,610000002700,
0.298138,µm^2,Spine,4,3,1,100000002,610000002703,
0.574115,µm^2,Spine,4,3,1,100000002,610000002705,
0.334375,µm^2,Spine,5,5,1,100000000,610000002726,
0.206211,µm^2,Spine,5,5,1,100000000,610000002737,
0.271093,µm^2,Spine,4,5,1,100000000,610000002738,
0.109248,µm^2,Spine,7,5,1,100000000,610000002739,
0.141446,µm^2,Spine,4,4,1,100000000,610000002740,
0.216234,µm^2,Spine,5,4,1,100000000,610000002741,
0.179476,µm^2,Spine,2,3,1,100000000,610000002742,
0.221736,µm^2,Spine,2,3,1,100000000,610000002743,
0.199252,µm^2,Spine,2,2,1,100000000,610000002744,
0.120356,µm^2,Spine,0,1,1,100000000,610000002745,
0.18786,µm^2,Spine,9,4,1,100000001,610000002746,
0.2678,µm^2,Spine,9,4,1,100000001,610000002747,
0.208953,µm^2,Spine,6,3,1,100000001,610000002748,
0.257871,µm^2,Spine,3,1,1,100000001,610000002749,
0.148748,µm^2,Spine,5,2,1,100000001,610000002750,
0.185747,µm^2,Spine,2,2,1,100000001,610000002751,
0.235423,µm^2,Spine,1,1,1,100000001,610000002752,
0.429359,µm^2,Spine,0,1,1,100000001,610000002753,
0.119821,µm^2,Spine,4,2,1,100000002,610000002754,
0.206669,µm^2,Spine,8,1,1,100000002,610000002755,
0.352712,µm^2,Spine,5,1,1,100000002,610000002756,
0.303528,µm^2,Spine,4,1,1,100000002,610000002757,
0.16165,µm^2,Spine,2,2,1,100000002,610000002758,
0.432675,µm^2,Spine,0,1,1,100000002,610000002759,
0.12188,µm^2,Spine,1,2,1,100000002,610000002763,
0.128395,µm^2,Spine,1,2,1,100000002,610000002768,
0.140519,µm^2,Spine,1,2,1,100000002,610000002769,
0.195809,µm^2,Spine,1,2,1,100000002,610000002770,
0.259224,µm^2,Spine,3,2,1,100000002,610000002771,
0.230949,µm^2,Spine,2,1,1,100000002,610000002772,
0.113594,µm^2,Spine,2,1,1,100000002,610000002773,
0.227139,µm^2,Spine,1,1,1,100000002,610000002774,
0.189693,µm^2,Spine,0,1,1,100000002,610000002778,
0.0904572,µm^2,Spine,3,4,1,100000002,610000002780,
0.105254,µm^2,Spine,2,3,1,100000002,610000002781,
0.316474,µm^2,Spine,3,2,1,100000002,610000002782,
0.227265,µm^2,Spine,2,2,1,100000002,610000002783,
0.31692,µm^2,Spine,2,2,1,100000002,610000002784,
0.117169,µm^2,Spine,2,2,1,100000002,610000002785,
0.207435,µm^2,Spine,4,3,1,100000002,610000002787,
0.124216,µm^2,Spine,3,2,1,100000002,610000002788,
