
Segment Position Z
 ==================== 
Segment Position Z,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
1480.36,µm,Segment,Segment Position,5,6,1,100000000,510000000013,
1478.28,µm,Segment,Segment Position,4,5,1,100000000,510000000095,
1477.04,µm,Segment,Segment Position,3,4,1,100000000,510000000105,
1476.84,µm,Segment,Segment Position,2,3,1,100000000,510000000132,
1476.59,µm,Segment,Segment Position,1,2,1,100000000,510000000139,
1476.38,µm,Segment,Segment Position,0,1,1,100000000,510000000158,
1480.1,µm,Segment,Segment Position,5,5,1,100000000,510000000194,
1476.98,µm,Segment,Segment Position,5,2,1,100000001,510000000205,
1477.66,µm,Segment,Segment Position,4,1,1,100000001,510000000211,
1478.2,µm,Segment,Segment Position,3,1,1,100000001,510000000223,
1478.3,µm,Segment,Segment Position,2,1,1,100000001,510000000226,
1478.28,µm,Segment,Segment Position,1,1,1,100000001,510000000235,
1478.05,µm,Segment,Segment Position,0,1,1,100000001,510000000260,
1476.92,µm,Segment,Segment Position,4,4,1,100000001,510000000270,
1477.49,µm,Segment,Segment Position,3,3,1,100000001,510000000287,
1478.16,µm,Segment,Segment Position,2,2,1,100000001,510000000312,
1476.54,µm,Segment,Segment Position,2,2,1,100000002,510000000320,
1477.2,µm,Segment,Segment Position,0,1,1,100000002,510000000328,
1478.53,µm,Segment,Segment Position,8,2,1,100000001,510000000388,
1479.7,µm,Segment,Segment Position,7,2,1,100000001,510000000393,
1479.74,µm,Segment,Segment Position,6,2,1,100000001,510000000431,
1478.89,µm,Segment,Segment Position,5,2,1,100000001,510000000445,
1478.07,µm,Segment,Segment Position,4,2,1,100000001,510000000474,
1477.31,µm,Segment,Segment Position,9,4,1,100000001,510000000477,
1477.4,µm,Segment,Segment Position,8,3,1,100000001,510000000514,
1477.75,µm,Segment,Segment Position,7,3,1,100000001,510000000527,
1478.46,µm,Segment,Segment Position,6,3,1,100000001,510000000571,
1478.53,µm,Segment,Segment Position,5,3,1,100000001,510000000588,
1476.7,µm,Segment,Segment Position,9,4,1,100000001,510000000618,
1477.45,µm,Segment,Segment Position,8,4,1,100000001,510000000623,
1477.04,µm,Segment,Segment Position,9,5,1,100000001,510000000628,
1479.54,µm,Segment,Segment Position,8,3,1,100000001,510000000635,
1480.05,µm,Segment,Segment Position,2,1,1,100000002,510000000680,
1478.8,µm,Segment,Segment Position,0,1,1,100000002,510000000733,
1479.58,µm,Segment,Segment Position,7,3,1,100000001,510000000761,
1476.64,µm,Segment,Segment Position,5,5,1,100000000,510000000764,
1477.05,µm,Segment,Segment Position,4,4,1,100000000,510000000806,
1477.02,µm,Segment,Segment Position,3,3,1,100000000,510000000824,
1478.52,µm,Segment,Segment Position,8,5,1,100000000,510000000826,
1478.58,µm,Segment,Segment Position,7,5,1,100000000,510000000867,
1477.91,µm,Segment,Segment Position,6,5,1,100000000,510000000878,
1477.58,µm,Segment,Segment Position,5,4,1,100000000,510000000893,
1477.23,µm,Segment,Segment Position,4,4,1,100000000,510000000897,
1478.48,µm,Segment,Segment Position,8,6,1,100000000,510000000899,
1479.47,µm,Segment,Segment Position,2,2,1,100000002,510000000984,
1478.94,µm,Segment,Segment Position,0,1,1,100000002,510000001022,
1477.79,µm,Segment,Segment Position,7,4,1,100000001,510000001032,
1477.81,µm,Segment,Segment Position,1,2,1,100000002,510000001121,
1477.64,µm,Segment,Segment Position,0,1,1,100000002,510000001131,
1478.01,µm,Segment,Segment Position,9,2,1,100000002,510000001149,
1477.98,µm,Segment,Segment Position,8,1,1,100000002,510000001158,
1477.96,µm,Segment,Segment Position,7,1,1,100000002,510000001162,
1477.77,µm,Segment,Segment Position,6,1,1,100000002,510000001172,
1477.37,µm,Segment,Segment Position,5,1,1,100000002,510000001183,
1476.78,µm,Segment,Segment Position,4,1,1,100000002,510000001203,
1476.99,µm,Segment,Segment Position,3,1,1,100000002,510000001212,
1477.09,µm,Segment,Segment Position,2,1,1,100000002,510000001219,
1477.08,µm,Segment,Segment Position,1,1,1,100000002,510000001221,
1477.25,µm,Segment,Segment Position,0,1,1,100000002,510000001238,
1478.93,µm,Segment,Segment Position,7,6,1,100000000,510000001249,
1479.13,µm,Segment,Segment Position,5,3,1,100000001,510000001258,
1479.6,µm,Segment,Segment Position,4,2,1,100000001,510000001270,
1479.79,µm,Segment,Segment Position,3,2,1,100000001,510000001354,
1479.03,µm,Segment,Segment Position,7,4,1,100000000,510000001369,
1478.29,µm,Segment,Segment Position,6,4,1,100000000,510000001377,
1477.73,µm,Segment,Segment Position,5,3,1,100000000,510000001384,
1477.32,µm,Segment,Segment Position,4,3,1,100000000,510000001393,
1479.17,µm,Segment,Segment Position,5,2,1,100000001,510000001396,
1479.46,µm,Segment,Segment Position,4,3,1,100000002,510000001438,
1478.82,µm,Segment,Segment Position,2,3,1,100000002,510000001470,
1479.01,µm,Segment,Segment Position,1,2,1,100000002,510000001480,
1478.81,µm,Segment,Segment Position,0,1,1,100000002,510000001485,
1479.44,µm,Segment,Segment Position,3,3,1,100000002,510000001513,
1479.45,µm,Segment,Segment Position,2,3,1,100000002,510000001526,
1479.37,µm,Segment,Segment Position,1,2,1,100000002,510000001544,
1478.87,µm,Segment,Segment Position,3,4,1,100000002,510000001565,
1479.14,µm,Segment,Segment Position,6,3,1,100000001,510000001581,
1479.96,µm,Segment,Segment Position,4,3,1,100000001,510000001586,
1478.3,µm,Segment,Segment Position,7,5,1,100000000,510000001589,
1478.06,µm,Segment,Segment Position,9,1,1,100000002,510000001596,
1476.58,µm,Segment,Segment Position,4,3,1,100000002,510000001604,
1477.12,µm,Segment,Segment Position,3,2,1,100000002,510000001628,
1477.11,µm,Segment,Segment Position,2,2,1,100000002,510000001638,
1478,µm,Segment,Segment Position,1,1,1,100000002,510000001675,
1478.36,µm,Segment,Segment Position,0,1,1,100000002,510000001677,
1480.38,µm,Segment,Segment Position,3,3,1,100000002,510000001685,
1479.68,µm,Segment,Segment Position,2,2,1,100000002,510000001693,
1477.78,µm,Segment,Segment Position,8,2,1,100000002,510000001700,
1478.6,µm,Segment,Segment Position,3,4,1,100000002,510000001714,
1477.44,µm,Segment,Segment Position,6,2,1,100000002,510000001721,
1480.28,µm,Segment,Segment Position,3,2,1,100000002,510000001724,
1479.07,µm,Segment,Segment Position,1,2,1,100000002,510000001729,
1476.8,µm,Segment,Segment Position,4,2,1,100000002,510000001741,
1477.47,µm,Segment,Segment Position,7,4,1,100000000,510000001744,
1479.93,µm,Segment,Segment Position,2,1,1,100000002,510000001771,
1479.44,µm,Segment,Segment Position,1,1,1,100000002,510000001794,
1478.76,µm,Segment,Segment Position,0,1,1,100000002,510000001797,
1478.11,µm,Segment,Segment Position,7,2,1,100000002,510000001800,
1479.36,µm,Segment,Segment Position,2,2,1,100000002,510000001803,
1479.73,µm,Segment,Segment Position,1,2,1,100000001,510000001838,
1477.05,µm,Segment,Segment Position,6,5,1,100000000,510000001842,
1477.38,µm,Segment,Segment Position,5,4,1,100000000,510000001846,
1476.93,µm,Segment,Segment Position,4,3,1,100000001,510000001849,
1477.29,µm,Segment,Segment Position,7,5,1,100000000,510000001853,
1477.15,µm,Segment,Segment Position,6,4,1,100000000,510000001858,
1477.11,µm,Segment,Segment Position,7,4,1,100000000,510000001862,
1478.13,µm,Segment,Segment Position,1,1,1,100000001,510000001867,
1477.76,µm,Segment,Segment Position,0,1,1,100000001,510000001909,
1477.65,µm,Segment,Segment Position,1,2,1,100000001,510000001919,
1478.24,µm,Segment,Segment Position,6,3,1,100000000,510000001921,
1477.45,µm,Segment,Segment Position,5,5,1,100000000,510000001923,
1479.04,µm,Segment,Segment Position,4,4,1,100000002,510000001925,
1480.25,µm,Segment,Segment Position,2,2,1,100000002,510000001950,
1479.16,µm,Segment,Segment Position,1,1,1,100000002,510000001954,
1480.31,µm,Segment,Segment Position,3,2,1,100000002,510000001976,
1479.74,µm,Segment,Segment Position,2,1,1,100000002,510000001987,
1477.98,µm,Segment,Segment Position,3,2,1,100000001,510000001993,
1476.95,µm,Segment,Segment Position,5,2,1,100000002,510000001997,
1477.15,µm,Segment,Segment Position,5,1,1,100000001,510000002015,
1477.1,µm,Segment,Segment Position,3,3,1,100000002,510000002018,
1476.14,µm,Segment,Segment Position,3,2,1,100000002,510000002033,
1476.66,µm,Segment,Segment Position,2,1,1,100000002,510000002059,
1477.55,µm,Segment,Segment Position,1,1,1,100000002,510000002061,
1476.65,µm,Segment,Segment Position,2,2,1,100000000,510000002081,
1476.7,µm,Segment,Segment Position,1,1,1,100000000,510000002091,
1479.48,µm,Segment,Segment Position,2,2,1,100000002,510000002106,
1476.86,µm,Segment,Segment Position,4,2,1,100000002,510000002117,
1479.75,µm,Segment,Segment Position,2,1,1,100000002,510000002129,
1477.11,µm,Segment,Segment Position,3,2,1,100000002,510000002137,
1476.82,µm,Segment,Segment Position,2,1,1,100000002,510000002140,
1476.19,µm,Segment,Segment Position,3,1,1,100000002,510000002142,
1480.19,µm,Segment,Segment Position,3,2,1,100000002,510000002153,
1479.29,µm,Segment,Segment Position,2,2,1,100000002,510000002157,
1479.8,µm,Segment,Segment Position,1,2,1,100000002,510000002175,
1477.23,µm,Segment,Segment Position,2,2,1,100000002,510000002186,
