
Spine Intensity StdDev Ch=1 Img=1
 ==================== 
Spine Intensity StdDev,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
2.21549,,Spine,1,4,Image 1,2,1,100000002,610000002554,
2.67957,,Spine,1,2,Image 1,2,1,100000000,610000002557,
2.22012,,Spine,1,9,Image 1,1,1,100000002,610000002559,
1.64845,,Spine,1,8,Image 1,2,1,100000001,610000002562,
2.73563,,Spine,1,1,Image 1,2,1,100000002,610000002566,
2.73004,,Spine,1,5,Image 1,1,1,100000002,610000002571,
2.31385,,Spine,1,5,Image 1,1,1,100000002,610000002578,
2.88463,,Spine,1,1,Image 1,2,1,100000002,610000002581,
1.81512,,Spine,1,1,Image 1,2,1,100000002,610000002584,
2.00635,,Spine,1,3,Image 1,2,1,100000002,610000002590,
2.09285,,Spine,1,4,Image 1,1,1,100000002,610000002592,
1.64895,,Spine,1,0,Image 1,1,1,100000001,610000002600,
1.99793,,Spine,1,0,Image 1,1,1,100000001,610000002603,
1.5939,,Spine,1,4,Image 1,5,1,100000000,610000002605,
2.0627,,Spine,1,5,Image 1,1,1,100000002,610000002609,
1.88986,,Spine,1,3,Image 1,2,1,100000002,610000002613,
1.38745,,Spine,1,3,Image 1,2,1,100000002,610000002616,
1.98762,,Spine,1,4,Image 1,5,1,100000000,610000002619,
2.35246,,Spine,1,1,Image 1,2,1,100000002,610000002621,
1.87935,,Spine,1,3,Image 1,2,1,100000002,610000002624,
1.6273,,Spine,1,3,Image 1,2,1,100000002,610000002630,
1.58088,,Spine,1,3,Image 1,2,1,100000002,610000002633,
2.60816,,Spine,1,4,Image 1,1,1,100000002,610000002640,
1.90302,,Spine,1,3,Image 1,2,1,100000002,610000002643,
13.0249,,Spine,1,3,Image 1,2,1,100000002,610000002645,
1.53675,,Spine,1,3,Image 1,2,1,100000002,610000002648,
2.17654,,Spine,1,5,Image 1,1,1,100000002,610000002651,
13.0956,,Spine,1,3,Image 1,2,1,100000002,610000002654,
2.30018,,Spine,1,3,Image 1,1,1,100000002,610000002658,
2.83202,,Spine,1,1,Image 1,2,1,100000000,610000002660,
1.8915,,Spine,1,1,Image 1,2,1,100000002,610000002663,
1.7524,,Spine,1,3,Image 1,2,1,100000002,610000002666,
1.87838,,Spine,1,3,Image 1,2,1,100000002,610000002668,
1.41299,,Spine,1,3,Image 1,2,1,100000002,610000002670,
3.52022,,Spine,1,3,Image 1,2,1,100000002,610000002674,
6.19479,,Spine,1,3,Image 1,2,1,100000002,610000002677,
2.60147,,Spine,1,4,Image 1,1,1,100000002,610000002682,
1.58423,,Spine,1,2,Image 1,1,1,100000002,610000002688,
13.0985,,Spine,1,3,Image 1,2,1,100000002,610000002692,
13.9274,,Spine,1,3,Image 1,2,1,100000002,610000002695,
2.34727,,Spine,1,3,Image 1,1,1,100000002,610000002700,
1.3946,,Spine,1,3,Image 1,2,1,100000002,610000002703,
1.62063,,Spine,1,3,Image 1,2,1,100000002,610000002705,
5.95843,,Spine,1,5,Image 1,5,1,100000000,610000002726,
1.50243,,Spine,1,5,Image 1,5,1,100000000,610000002737,
1.75257,,Spine,1,4,Image 1,5,1,100000000,610000002738,
