
Segment Area
 ==================== 
Segment Area,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.989359,µm^2,Segment,5,6,1,100000000,510000000013,
6.2839,µm^2,Segment,4,5,1,100000000,510000000095,
0.827922,µm^2,Segment,3,4,1,100000000,510000000105,
2.32593,µm^2,Segment,2,3,1,100000000,510000000132,
0.774105,µm^2,Segment,1,2,1,100000000,510000000139,
1.21232,µm^2,Segment,0,1,1,100000000,510000000158,
1.88648,µm^2,Segment,5,5,1,100000000,510000000194,
1.00052,µm^2,Segment,5,2,1,100000001,510000000205,
0.88057,µm^2,Segment,4,1,1,100000001,510000000211,
1.96254,µm^2,Segment,3,1,1,100000001,510000000223,
0.320477,µm^2,Segment,2,1,1,100000001,510000000226,
1.00348,µm^2,Segment,1,1,1,100000001,510000000235,
2.35725,µm^2,Segment,0,1,1,100000001,510000000260,
0.253698,µm^2,Segment,4,4,1,100000001,510000000270,
1.77877,µm^2,Segment,3,3,1,100000001,510000000287,
2.77012,µm^2,Segment,2,2,1,100000001,510000000312,
0.541397,µm^2,Segment,2,2,1,100000002,510000000320,
0.653871,µm^2,Segment,0,1,1,100000002,510000000328,
3.32375,µm^2,Segment,8,2,1,100000001,510000000388,
0.442418,µm^2,Segment,7,2,1,100000001,510000000393,
2.9441,µm^2,Segment,6,2,1,100000001,510000000431,
1.666,µm^2,Segment,5,2,1,100000001,510000000445,
2.82474,µm^2,Segment,4,2,1,100000001,510000000474,
0.183645,µm^2,Segment,9,4,1,100000001,510000000477,
2.62762,µm^2,Segment,8,3,1,100000001,510000000514,
1.1814,µm^2,Segment,7,3,1,100000001,510000000527,
3.39253,µm^2,Segment,6,3,1,100000001,510000000571,
1.40615,µm^2,Segment,5,3,1,100000001,510000000588,
3.27778,µm^2,Segment,9,4,1,100000001,510000000618,
0.730718,µm^2,Segment,8,4,1,100000001,510000000623,
0.553176,µm^2,Segment,9,5,1,100000001,510000000628,
0.499459,µm^2,Segment,8,3,1,100000001,510000000635,
3.82292,µm^2,Segment,2,1,1,100000002,510000000680,
3.64638,µm^2,Segment,0,1,1,100000002,510000000733,
0.422914,µm^2,Segment,7,3,1,100000001,510000000761,
0.216882,µm^2,Segment,5,5,1,100000000,510000000764,
3.89627,µm^2,Segment,4,4,1,100000000,510000000806,
2.18489,µm^2,Segment,3,3,1,100000000,510000000824,
0.293708,µm^2,Segment,8,5,1,100000000,510000000826,
3.85378,µm^2,Segment,7,5,1,100000000,510000000867,
1.46727,µm^2,Segment,6,5,1,100000000,510000000878,
1.63739,µm^2,Segment,5,4,1,100000000,510000000893,
0.661637,µm^2,Segment,4,4,1,100000000,510000000897,
0.362913,µm^2,Segment,8,6,1,100000000,510000000899,
6.32844,µm^2,Segment,2,2,1,100000002,510000000984,
4.63945,µm^2,Segment,0,1,1,100000002,510000001022,
0.435943,µm^2,Segment,7,4,1,100000001,510000001032,
6.46778,µm^2,Segment,1,2,1,100000002,510000001121,
0.99078,µm^2,Segment,0,1,1,100000002,510000001131,
0.537975,µm^2,Segment,9,2,1,100000002,510000001149,
0.771131,µm^2,Segment,8,1,1,100000002,510000001158,
0.349325,µm^2,Segment,7,1,1,100000002,510000001162,
1.06039,µm^2,Segment,6,1,1,100000002,510000001172,
1.06591,µm^2,Segment,5,1,1,100000002,510000001183,
2.76805,µm^2,Segment,4,1,1,100000002,510000001203,
1.08158,µm^2,Segment,3,1,1,100000002,510000001212,
0.906407,µm^2,Segment,2,1,1,100000002,510000001219,
0.352304,µm^2,Segment,1,1,1,100000002,510000001221,
1.76987,µm^2,Segment,0,1,1,100000002,510000001238,
0.990594,µm^2,Segment,7,6,1,100000000,510000001249,
0.889642,µm^2,Segment,5,3,1,100000001,510000001258,
1.42961,µm^2,Segment,4,2,1,100000001,510000001270,
7.21526,µm^2,Segment,3,2,1,100000001,510000001354,
2.24573,µm^2,Segment,7,4,1,100000000,510000001369,
0.84959,µm^2,Segment,6,4,1,100000000,510000001377,
0.89987,µm^2,Segment,5,3,1,100000000,510000001384,
1.56266,µm^2,Segment,4,3,1,100000000,510000001393,
0.738043,µm^2,Segment,5,2,1,100000001,510000001396,
4.60878,µm^2,Segment,4,3,1,100000002,510000001438,
3.60731,µm^2,Segment,2,3,1,100000002,510000001470,
1.41295,µm^2,Segment,1,2,1,100000002,510000001480,
0.827369,µm^2,Segment,0,1,1,100000002,510000001485,
2.06988,µm^2,Segment,3,3,1,100000002,510000001513,
0.789188,µm^2,Segment,2,3,1,100000002,510000001526,
1.91423,µm^2,Segment,1,2,1,100000002,510000001544,
1.62426,µm^2,Segment,3,4,1,100000002,510000001565,
1.19697,µm^2,Segment,6,3,1,100000001,510000001581,
0.62187,µm^2,Segment,4,3,1,100000001,510000001586,
0.375339,µm^2,Segment,7,5,1,100000000,510000001589,
0.592006,µm^2,Segment,9,1,1,100000002,510000001596,
0.880242,µm^2,Segment,4,3,1,100000002,510000001604,
1.76734,µm^2,Segment,3,2,1,100000002,510000001628,
0.945126,µm^2,Segment,2,2,1,100000002,510000001638,
4.30304,µm^2,Segment,1,1,1,100000002,510000001675,
0.171805,µm^2,Segment,0,1,1,100000002,510000001677,
0.604604,µm^2,Segment,3,3,1,100000002,510000001685,
1.15426,µm^2,Segment,2,2,1,100000002,510000001693,
0.395311,µm^2,Segment,8,2,1,100000002,510000001700,
1.52707,µm^2,Segment,3,4,1,100000002,510000001714,
0.52548,µm^2,Segment,6,2,1,100000002,510000001721,
0.409721,µm^2,Segment,3,2,1,100000002,510000001724,
0.511404,µm^2,Segment,1,2,1,100000002,510000001729,
1.19741,µm^2,Segment,4,2,1,100000002,510000001741,
0.421495,µm^2,Segment,7,4,1,100000000,510000001744,
2.05822,µm^2,Segment,2,1,1,100000002,510000001771,
2.95835,µm^2,Segment,1,1,1,100000002,510000001794,
1.276,µm^2,Segment,0,1,1,100000002,510000001797,
0.402788,µm^2,Segment,7,2,1,100000002,510000001800,
0.258461,µm^2,Segment,2,2,1,100000002,510000001803,
3.63977,µm^2,Segment,1,2,1,100000001,510000001838,
0.500492,µm^2,Segment,6,5,1,100000000,510000001842,
0.645243,µm^2,Segment,5,4,1,100000000,510000001846,
0.56712,µm^2,Segment,4,3,1,100000001,510000001849,
0.450748,µm^2,Segment,7,5,1,100000000,510000001853,
0.836135,µm^2,Segment,6,4,1,100000000,510000001858,
0.484682,µm^2,Segment,7,4,1,100000000,510000001862,
0.597515,µm^2,Segment,1,1,1,100000001,510000001867,
2.3937,µm^2,Segment,0,1,1,100000001,510000001909,
0.98764,µm^2,Segment,1,2,1,100000001,510000001919,
0.515133,µm^2,Segment,6,3,1,100000000,510000001921,
0.422932,µm^2,Segment,5,5,1,100000000,510000001923,
0.489224,µm^2,Segment,4,4,1,100000002,510000001925,
2.24753,µm^2,Segment,2,2,1,100000002,510000001950,
1.21092,µm^2,Segment,1,1,1,100000002,510000001954,
1.81747,µm^2,Segment,3,2,1,100000002,510000001976,
1.44723,µm^2,Segment,2,1,1,100000002,510000001987,
