
Segment Center Intensity StdDev Ch=2 Img=1
 ==================== 
Segment Center Intensity StdDev,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
36.2097,,Segment,2,5,Image 1,6,1,100000000,510000000013,
51.4362,,Segment,2,4,Image 1,5,1,100000000,510000000095,
36.4379,,Segment,2,3,Image 1,4,1,100000000,510000000105,
26.8931,,Segment,2,2,Image 1,3,1,100000000,510000000132,
23.772,,Segment,2,1,Image 1,2,1,100000000,510000000139,
21.2871,,Segment,2,0,Image 1,1,1,100000000,510000000158,
24.4179,,Segment,2,5,Image 1,5,1,100000000,510000000194,
29.6857,,Segment,2,5,Image 1,2,1,100000001,510000000205,
37.697,,Segment,2,4,Image 1,1,1,100000001,510000000211,
25.7218,,Segment,2,3,Image 1,1,1,100000001,510000000223,
7.75806,,Segment,2,2,Image 1,1,1,100000001,510000000226,
31.72,,Segment,2,1,Image 1,1,1,100000001,510000000235,
23.0922,,Segment,2,0,Image 1,1,1,100000001,510000000260,
22.376,,Segment,2,4,Image 1,4,1,100000001,510000000270,
34.9193,,Segment,2,3,Image 1,3,1,100000001,510000000287,
21.0294,,Segment,2,2,Image 1,2,1,100000001,510000000312,
57.4091,,Segment,2,2,Image 1,2,1,100000002,510000000320,
33.8185,,Segment,2,0,Image 1,1,1,100000002,510000000328,
27.5444,,Segment,2,8,Image 1,2,1,100000001,510000000388,
19.6193,,Segment,2,7,Image 1,2,1,100000001,510000000393,
19.7733,,Segment,2,6,Image 1,2,1,100000001,510000000431,
26.7768,,Segment,2,5,Image 1,2,1,100000001,510000000445,
43.6221,,Segment,2,4,Image 1,2,1,100000001,510000000474,
10.1242,,Segment,2,9,Image 1,4,1,100000001,510000000477,
24.2852,,Segment,2,8,Image 1,3,1,100000001,510000000514,
20.945,,Segment,2,7,Image 1,3,1,100000001,510000000527,
37.2938,,Segment,2,6,Image 1,3,1,100000001,510000000571,
28.3312,,Segment,2,5,Image 1,3,1,100000001,510000000588,
32.3146,,Segment,2,9,Image 1,4,1,100000001,510000000618,
29.3068,,Segment,2,8,Image 1,4,1,100000001,510000000623,
15.8605,,Segment,2,9,Image 1,5,1,100000001,510000000628,
