
Intensity StdDev Ch=2 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
16.4667,,Surface,2,Image 1,1,0,
12.1689,,Surface,2,Image 1,1,1,
15.9804,,Surface,2,Image 1,1,2,
