
Spine Terminal Pt Position Y
 ==================== 
Spine Terminal Pt Position Y,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
19133.1,µm,Spine,Spine Terminal Pt Position,4,2,1,100000002,610000002554,
19126.2,µm,Spine,Spine Terminal Pt Position,2,2,1,100000000,610000002557,
19139.5,µm,Spine,Spine Terminal Pt Position,9,1,1,100000002,610000002559,
19146.3,µm,Spine,Spine Terminal Pt Position,8,2,1,100000001,610000002562,
19136.7,µm,Spine,Spine Terminal Pt Position,1,2,1,100000002,610000002566,
19138.3,µm,Spine,Spine Terminal Pt Position,5,1,1,100000002,610000002571,
19138.3,µm,Spine,Spine Terminal Pt Position,5,1,1,100000002,610000002578,
19136.7,µm,Spine,Spine Terminal Pt Position,1,2,1,100000002,610000002581,
19133.5,µm,Spine,Spine Terminal Pt Position,1,2,1,100000002,610000002584,
19134.7,µm,Spine,Spine Terminal Pt Position,,,1,,610000002586,
19138.1,µm,Spine,Spine Terminal Pt Position,4,1,1,100000002,610000002592,
19154.3,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000002603,
19124.5,µm,Spine,Spine Terminal Pt Position,4,5,1,100000000,610000002605,
19138.1,µm,Spine,Spine Terminal Pt Position,5,1,1,100000002,610000002609,
19135,µm,Spine,Spine Terminal Pt Position,,,1,,610000002611,
19123.3,µm,Spine,Spine Terminal Pt Position,4,5,1,100000000,610000002619,
19133.2,µm,Spine,Spine Terminal Pt Position,1,2,1,100000002,610000002621,
19132.4,µm,Spine,Spine Terminal Pt Position,3,2,1,100000002,610000002633,
19138.1,µm,Spine,Spine Terminal Pt Position,4,1,1,100000002,610000002640,
19138.1,µm,Spine,Spine Terminal Pt Position,5,1,1,100000002,610000002651,
19136.4,µm,Spine,Spine Terminal Pt Position,3,1,1,100000002,610000002658,
19124.9,µm,Spine,Spine Terminal Pt Position,1,2,1,100000000,610000002660,
19133.3,µm,Spine,Spine Terminal Pt Position,1,2,1,100000002,610000002663,
19138,µm,Spine,Spine Terminal Pt Position,4,1,1,100000002,610000002682,
19128.5,µm,Spine,Spine Terminal Pt Position,2,1,1,100000002,610000002688,
19136.5,µm,Spine,Spine Terminal Pt Position,3,1,1,100000002,610000002700,
19125.3,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000002790,
19151.9,µm,Spine,Spine Terminal Pt Position,1,1,1,,610000002790,
19136.8,µm,Spine,Spine Terminal Pt Position,4,2,1,,610000002790,
19131.6,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000002791,
19127.1,µm,Spine,Spine Terminal Pt Position,2,2,1,,610000002791,
19135.5,µm,Spine,Spine Terminal Pt Position,1,2,1,,610000002792,
19151.1,µm,Spine,Spine Terminal Pt Position,5,2,1,,610000002792,
19124.3,µm,Spine,Spine Terminal Pt Position,2,3,1,,610000002792,
19131.5,µm,Spine,Spine Terminal Pt Position,3,2,1,,610000002793,
19150.4,µm,Spine,Spine Terminal Pt Position,3,1,1,,610000002793,
19124.2,µm,Spine,Spine Terminal Pt Position,2,3,1,,610000002793,
19132.6,µm,Spine,Spine Terminal Pt Position,2,1,1,,610000002794,
19124.8,µm,Spine,Spine Terminal Pt Position,4,4,1,,610000002794,
19147.4,µm,Spine,Spine Terminal Pt Position,9,4,1,,610000002794,
19133.3,µm,Spine,Spine Terminal Pt Position,2,1,1,,610000002795,
19123.1,µm,Spine,Spine Terminal Pt Position,5,4,1,,610000002795,
19146.3,µm,Spine,Spine Terminal Pt Position,9,4,1,,610000002795,
19144.6,µm,Spine,Spine Terminal Pt Position,6,3,1,,610000002796,
19133.9,µm,Spine,Spine Terminal Pt Position,1,1,1,,610000002796,
19119.6,µm,Spine,Spine Terminal Pt Position,7,5,1,,610000002796,
19133.2,µm,Spine,Spine Terminal Pt Position,1,2,1,,610000002797,
19154.6,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000002797,
19123.6,µm,Spine,Spine Terminal Pt Position,4,5,1,,610000002797,
19132.6,µm,Spine,Spine Terminal Pt Position,1,2,1,,610000002798,
19125.3,µm,Spine,Spine Terminal Pt Position,5,5,1,,610000002798,
19132.4,µm,Spine,Spine Terminal Pt Position,1,2,1,,610000002799,
19136.1,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000002800,
19136.2,µm,Spine,Spine Terminal Pt Position,2,2,1,,610000002801,
19137.8,µm,Spine,Spine Terminal Pt Position,4,1,1,,610000002802,
19138,µm,Spine,Spine Terminal Pt Position,5,1,1,,610000002803,
19138.9,µm,Spine,Spine Terminal Pt Position,8,1,1,,610000002804,
19132.4,µm,Spine,Spine Terminal Pt Position,2,2,1,,610000002805,
19132.6,µm,Spine,Spine Terminal Pt Position,2,2,1,,610000002806,
19132.3,µm,Spine,Spine Terminal Pt Position,3,2,1,,610000002807,
19132.2,µm,Spine,Spine Terminal Pt Position,2,2,1,,610000002808,
19132.5,µm,Spine,Spine Terminal Pt Position,2,3,1,,610000002809,
19133.8,µm,Spine,Spine Terminal Pt Position,3,4,1,,610000002810,
19132.8,µm,Spine,Spine Terminal Pt Position,3,2,1,,610000002811,
19133.6,µm,Spine,Spine Terminal Pt Position,4,3,1,,610000002812,
19135.5,µm,Spine,Spine Terminal Pt Position,,,1,,610000002814,
19135.2,µm,Spine,Spine Terminal Pt Position,,,1,,610000002817,
