
Pt Time Type=Segment Terminal
 ==================== 
Pt Time,Unit,Category,Depth,Time,Type,FilamentID,ID,
0,s,Point,5,1,Segment Terminal,100000000,800000003,
0,s,Point,5,1,Segment Terminal,100000000,800000009,
0,s,Point,5,1,Segment Terminal,100000000,800000010,
0,s,Point,8,1,Segment Terminal,100000000,800000013,
0,s,Point,8,1,Segment Terminal,100000000,800000018,
0,s,Point,5,1,Segment Terminal,100000000,800000019,
0,s,Point,7,1,Segment Terminal,100000000,800000020,
0,s,Point,7,1,Segment Terminal,100000000,800000021,
0,s,Point,7,1,Segment Terminal,100000000,800000025,
0,s,Point,7,1,Segment Terminal,100000000,800000026,
0,s,Point,7,1,Segment Terminal,100000000,800000028,
0,s,Point,6,1,Segment Terminal,100000000,800000029,
0,s,Point,7,1,Segment Terminal,100000000,800000031,
0,s,Point,7,1,Segment Terminal,100000000,800000033,
0,s,Point,6,1,Segment Terminal,100000000,800000034,
0,s,Point,5,1,Segment Terminal,100000000,800000035,
0,s,Point,2,1,Segment Terminal,100000000,800000036,
0,s,Point,2,1,Segment Terminal,100000000,800000038,
0,s,Point,2,1,Segment Terminal,100000000,800000039,
0,s,Point,5,1,Segment Terminal,100000001,800000040,
0,s,Point,4,1,Segment Terminal,100000001,800000046,
0,s,Point,8,1,Segment Terminal,100000001,800000049,
0,s,Point,9,1,Segment Terminal,100000001,800000054,
0,s,Point,9,1,Segment Terminal,100000001,800000059,
0,s,Point,9,1,Segment Terminal,100000001,800000060,
0,s,Point,9,1,Segment Terminal,100000001,800000062,
0,s,Point,8,1,Segment Terminal,100000001,800000063,
0,s,Point,7,1,Segment Terminal,100000001,800000064,
0,s,Point,7,1,Segment Terminal,100000001,800000065,
0,s,Point,5,1,Segment Terminal,100000001,800000066,
0,s,Point,5,1,Segment Terminal,100000001,800000069,
0,s,Point,6,1,Segment Terminal,100000001,800000070,
0,s,Point,4,1,Segment Terminal,100000001,800000071,
0,s,Point,6,1,Segment Terminal,100000001,800000072,
0,s,Point,1,1,Segment Terminal,100000001,800000073,
0,s,Point,4,1,Segment Terminal,100000001,800000074,
0,s,Point,1,1,Segment Terminal,100000001,800000075,
0,s,Point,1,1,Segment Terminal,100000001,800000077,
0,s,Point,3,1,Segment Terminal,100000001,800000078,
0,s,Point,5,1,Segment Terminal,100000001,800000079,
0,s,Point,0,1,Segment Terminal,100000001,800000080,
0,s,Point,0,1,Segment Terminal,100000001,800000081,
0,s,Point,2,1,Segment Terminal,100000002,800000082,
0,s,Point,2,1,Segment Terminal,100000002,800000085,
0,s,Point,2,1,Segment Terminal,100000002,800000088,
0,s,Point,1,1,Segment Terminal,100000002,800000091,
0,s,Point,9,1,Segment Terminal,100000002,800000093,
0,s,Point,4,1,Segment Terminal,100000002,800000103,
0,s,Point,3,1,Segment Terminal,100000002,800000108,
0,s,Point,3,1,Segment Terminal,100000002,800000111,
0,s,Point,9,1,Segment Terminal,100000002,800000112,
0,s,Point,4,1,Segment Terminal,100000002,800000113,
0,s,Point,3,1,Segment Terminal,100000002,800000118,
0,s,Point,8,1,Segment Terminal,100000002,800000120,
0,s,Point,3,1,Segment Terminal,100000002,800000121,
0,s,Point,6,1,Segment Terminal,100000002,800000122,
0,s,Point,3,1,Segment Terminal,100000002,800000123,
0,s,Point,1,1,Segment Terminal,100000002,800000124,
0,s,Point,4,1,Segment Terminal,100000002,800000125,
0,s,Point,2,1,Segment Terminal,100000002,800000126,
0,s,Point,7,1,Segment Terminal,100000002,800000129,
0,s,Point,2,1,Segment Terminal,100000002,800000130,
0,s,Point,4,1,Segment Terminal,100000002,800000131,
0,s,Point,2,1,Segment Terminal,100000002,800000132,
0,s,Point,3,1,Segment Terminal,100000002,800000134,
0,s,Point,5,1,Segment Terminal,100000002,800000136,
0,s,Point,3,1,Segment Terminal,100000002,800000137,
0,s,Point,3,1,Segment Terminal,100000002,800000138,
0,s,Point,2,1,Segment Terminal,100000002,800000141,
0,s,Point,4,1,Segment Terminal,100000002,800000142,
0,s,Point,2,1,Segment Terminal,100000002,800000143,
0,s,Point,3,1,Segment Terminal,100000002,800000144,
0,s,Point,3,1,Segment Terminal,100000002,800000145,
0,s,Point,2,1,Segment Terminal,100000002,800000146,
0,s,Point,3,1,Segment Terminal,100000002,800000147,
0,s,Point,3,1,Segment Terminal,100000002,800000148,
0,s,Point,1,1,Segment Terminal,100000002,800000150,
0,s,Point,2,1,Segment Terminal,100000002,800000151,
0,s,Point,3,1,Segment Terminal,100000002,800000152,
0,s,Point,2,1,Segment Terminal,100000002,800000153,
0,s,Point,4,1,Segment Terminal,100000002,800000154,
0,s,Point,4,1,Segment Terminal,100000002,800000157,
0,s,Point,3,1,Segment Terminal,100000002,800000158,
0,s,Point,2,1,Segment Terminal,100000002,800000159,
0,s,Point,0,1,Segment Terminal,100000002,800000161,
0,s,Point,2,1,Segment Terminal,100000002,800000162,
0,s,Point,1,1,Segment Terminal,100000002,800000163,
0,s,Point,1,1,Segment Terminal,100000002,800000164,
