
Spine Center Number of Voxel Ch=5 Img=1
 ==================== 
Spine Center Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
5,,Spine,5,4,Image 1,2,1,100000002,610000002554,
4,,Spine,5,2,Image 1,2,1,100000000,610000002557,
3,,Spine,5,9,Image 1,1,1,100000002,610000002559,
4,,Spine,5,8,Image 1,2,1,100000001,610000002562,
5,,Spine,5,1,Image 1,2,1,100000002,610000002566,
6,,Spine,5,5,Image 1,1,1,100000002,610000002571,
7,,Spine,5,5,Image 1,1,1,100000002,610000002578,
4,,Spine,5,1,Image 1,2,1,100000002,610000002581,
4,,Spine,5,1,Image 1,2,1,100000002,610000002584,
6,,Spine,5,3,Image 1,2,1,100000002,610000002590,
3,,Spine,5,4,Image 1,1,1,100000002,610000002592,
8,,Spine,5,0,Image 1,1,1,100000001,610000002600,
4,,Spine,5,0,Image 1,1,1,100000001,610000002603,
3,,Spine,5,4,Image 1,5,1,100000000,610000002605,
3,,Spine,5,5,Image 1,1,1,100000002,610000002609,
4,,Spine,5,3,Image 1,2,1,100000002,610000002613,
3,,Spine,5,3,Image 1,2,1,100000002,610000002616,
3,,Spine,5,4,Image 1,5,1,100000000,610000002619,
3,,Spine,5,1,Image 1,2,1,100000002,610000002621,
3,,Spine,5,3,Image 1,2,1,100000002,610000002624,
4,,Spine,5,3,Image 1,2,1,100000002,610000002630,
4,,Spine,5,3,Image 1,2,1,100000002,610000002633,
6,,Spine,5,4,Image 1,1,1,100000002,610000002640,
3,,Spine,5,3,Image 1,2,1,100000002,610000002643,
2,,Spine,5,3,Image 1,2,1,100000002,610000002645,
2,,Spine,5,3,Image 1,2,1,100000002,610000002648,
4,,Spine,5,5,Image 1,1,1,100000002,610000002651,
3,,Spine,5,3,Image 1,2,1,100000002,610000002654,
4,,Spine,5,3,Image 1,1,1,100000002,610000002658,
3,,Spine,5,1,Image 1,2,1,100000000,610000002660,
3,,Spine,5,1,Image 1,2,1,100000002,610000002663,
2,,Spine,5,3,Image 1,2,1,100000002,610000002666,
2,,Spine,5,3,Image 1,2,1,100000002,610000002668,
2,,Spine,5,3,Image 1,2,1,100000002,610000002670,
4,,Spine,5,3,Image 1,2,1,100000002,610000002674,
3,,Spine,5,3,Image 1,2,1,100000002,610000002677,
4,,Spine,5,4,Image 1,1,1,100000002,610000002682,
3,,Spine,5,2,Image 1,1,1,100000002,610000002688,
2,,Spine,5,3,Image 1,2,1,100000002,610000002692,
3,,Spine,5,3,Image 1,2,1,100000002,610000002695,
3,,Spine,5,3,Image 1,1,1,100000002,610000002700,
2,,Spine,5,3,Image 1,2,1,100000002,610000002703,
2,,Spine,5,3,Image 1,2,1,100000002,610000002705,
2,,Spine,5,5,Image 1,5,1,100000000,610000002726,
2,,Spine,5,5,Image 1,5,1,100000000,610000002737,
2,,Spine,5,4,Image 1,5,1,100000000,610000002738,
2,,Spine,5,7,Image 1,5,1,100000000,610000002739,
2,,Spine,5,4,Image 1,4,1,100000000,610000002740,
2,,Spine,5,5,Image 1,4,1,100000000,610000002741,
2,,Spine,5,2,Image 1,3,1,100000000,610000002742,
2,,Spine,5,2,Image 1,3,1,100000000,610000002743,
2,,Spine,5,2,Image 1,2,1,100000000,610000002744,
2,,Spine,5,0,Image 1,1,1,100000000,610000002745,
2,,Spine,5,9,Image 1,4,1,100000001,610000002746,
2,,Spine,5,9,Image 1,4,1,100000001,610000002747,
2,,Spine,5,6,Image 1,3,1,100000001,610000002748,
2,,Spine,5,3,Image 1,1,1,100000001,610000002749,
2,,Spine,5,5,Image 1,2,1,100000001,610000002750,
2,,Spine,5,2,Image 1,2,1,100000001,610000002751,
2,,Spine,5,1,Image 1,1,1,100000001,610000002752,
2,,Spine,5,0,Image 1,1,1,100000001,610000002753,
2,,Spine,5,4,Image 1,2,1,100000002,610000002754,
2,,Spine,5,8,Image 1,1,1,100000002,610000002755,
2,,Spine,5,5,Image 1,1,1,100000002,610000002756,
2,,Spine,5,4,Image 1,1,1,100000002,610000002757,
2,,Spine,5,2,Image 1,2,1,100000002,610000002758,
2,,Spine,5,0,Image 1,1,1,100000002,610000002759,
2,,Spine,5,1,Image 1,2,1,100000002,610000002763,
2,,Spine,5,1,Image 1,2,1,100000002,610000002768,
2,,Spine,5,1,Image 1,2,1,100000002,610000002769,
2,,Spine,5,1,Image 1,2,1,100000002,610000002770,
2,,Spine,5,3,Image 1,2,1,100000002,610000002771,
2,,Spine,5,2,Image 1,1,1,100000002,610000002772,
2,,Spine,5,2,Image 1,1,1,100000002,610000002773,
2,,Spine,5,1,Image 1,1,1,100000002,610000002774,
2,,Spine,5,0,Image 1,1,1,100000002,610000002778,
2,,Spine,5,3,Image 1,4,1,100000002,610000002780,
2,,Spine,5,2,Image 1,3,1,100000002,610000002781,
2,,Spine,5,3,Image 1,2,1,100000002,610000002782,
2,,Spine,5,2,Image 1,2,1,100000002,610000002783,
2,,Spine,5,2,Image 1,2,1,100000002,610000002784,
2,,Spine,5,2,Image 1,2,1,100000002,610000002785,
2,,Spine,5,4,Image 1,3,1,100000002,610000002787,
2,,Spine,5,3,Image 1,2,1,100000002,610000002788,
