
Spine Terminal Pt Distance from Origin
 ==================== 
Spine Terminal Pt Distance from Origin,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
28366.5,µm,Spine,Spine Terminal Pt Distance from Origin,4,2,1,100000002,610000002554,
28350,µm,Spine,Spine Terminal Pt Distance from Origin,2,2,1,100000000,610000002557,
28368.8,µm,Spine,Spine Terminal Pt Distance from Origin,9,1,1,100000002,610000002559,
28370.1,µm,Spine,Spine Terminal Pt Distance from Origin,8,2,1,100000001,610000002562,
28359.2,µm,Spine,Spine Terminal Pt Distance from Origin,1,2,1,100000002,610000002566,
28365.8,µm,Spine,Spine Terminal Pt Distance from Origin,5,1,1,100000002,610000002571,
28365.7,µm,Spine,Spine Terminal Pt Distance from Origin,5,1,1,100000002,610000002578,
28359.3,µm,Spine,Spine Terminal Pt Distance from Origin,1,2,1,100000002,610000002581,
28356.8,µm,Spine,Spine Terminal Pt Distance from Origin,1,2,1,100000002,610000002584,
28360.8,µm,Spine,Spine Terminal Pt Distance from Origin,,,1,,610000002586,
28365.3,µm,Spine,Spine Terminal Pt Distance from Origin,4,1,1,100000002,610000002592,
28370.9,µm,Spine,Spine Terminal Pt Distance from Origin,0,1,1,100000001,610000002603,
28347.1,µm,Spine,Spine Terminal Pt Distance from Origin,4,5,1,100000000,610000002605,
28365.9,µm,Spine,Spine Terminal Pt Distance from Origin,5,1,1,100000002,610000002609,
28360.9,µm,Spine,Spine Terminal Pt Distance from Origin,,,1,,610000002611,
28348.1,µm,Spine,Spine Terminal Pt Distance from Origin,4,5,1,100000000,610000002619,
28357.9,µm,Spine,Spine Terminal Pt Distance from Origin,1,2,1,100000002,610000002621,
28362,µm,Spine,Spine Terminal Pt Distance from Origin,3,2,1,100000002,610000002633,
28365.1,µm,Spine,Spine Terminal Pt Distance from Origin,4,1,1,100000002,610000002640,
28365.7,µm,Spine,Spine Terminal Pt Distance from Origin,5,1,1,100000002,610000002651,
28361.1,µm,Spine,Spine Terminal Pt Distance from Origin,3,1,1,100000002,610000002658,
28348.2,µm,Spine,Spine Terminal Pt Distance from Origin,1,2,1,100000000,610000002660,
28356.8,µm,Spine,Spine Terminal Pt Distance from Origin,1,2,1,100000002,610000002663,
28364.9,µm,Spine,Spine Terminal Pt Distance from Origin,4,1,1,100000002,610000002682,
28353.9,µm,Spine,Spine Terminal Pt Distance from Origin,2,1,1,100000002,610000002688,
28361,µm,Spine,Spine Terminal Pt Distance from Origin,3,1,1,100000002,610000002700,
28348.1,µm,Spine,Spine Terminal Pt Distance from Origin,0,1,1,,610000002790,
28370,µm,Spine,Spine Terminal Pt Distance from Origin,1,1,1,,610000002790,
28360.6,µm,Spine,Spine Terminal Pt Distance from Origin,4,2,1,,610000002790,
28360,µm,Spine,Spine Terminal Pt Distance from Origin,0,1,1,,610000002791,
28350.9,µm,Spine,Spine Terminal Pt Distance from Origin,2,2,1,,610000002791,
28361,µm,Spine,Spine Terminal Pt Distance from Origin,1,2,1,,610000002792,
28364.7,µm,Spine,Spine Terminal Pt Distance from Origin,5,2,1,,610000002792,
28348,µm,Spine,Spine Terminal Pt Distance from Origin,2,3,1,,610000002792,
28356.9,µm,Spine,Spine Terminal Pt Distance from Origin,3,2,1,,610000002793,
28369.4,µm,Spine,Spine Terminal Pt Distance from Origin,3,1,1,,610000002793,
28348.8,µm,Spine,Spine Terminal Pt Distance from Origin,2,3,1,,610000002793,
28357.7,µm,Spine,Spine Terminal Pt Distance from Origin,2,1,1,,610000002794,
28351.9,µm,Spine,Spine Terminal Pt Distance from Origin,4,4,1,,610000002794,
28366.1,µm,Spine,Spine Terminal Pt Distance from Origin,9,4,1,,610000002794,
28358.7,µm,Spine,Spine Terminal Pt Distance from Origin,2,1,1,,610000002795,
28350.3,µm,Spine,Spine Terminal Pt Distance from Origin,5,4,1,,610000002795,
28365.8,µm,Spine,Spine Terminal Pt Distance from Origin,9,4,1,,610000002795,
28366.1,µm,Spine,Spine Terminal Pt Distance from Origin,6,3,1,,610000002796,
28359.1,µm,Spine,Spine Terminal Pt Distance from Origin,1,1,1,,610000002796,
28347.2,µm,Spine,Spine Terminal Pt Distance from Origin,7,5,1,,610000002796,
28356.9,µm,Spine,Spine Terminal Pt Distance from Origin,1,2,1,,610000002797,
28371.1,µm,Spine,Spine Terminal Pt Distance from Origin,0,1,1,,610000002797,
28346.2,µm,Spine,Spine Terminal Pt Distance from Origin,4,5,1,,610000002797,
28356.3,µm,Spine,Spine Terminal Pt Distance from Origin,1,2,1,,610000002798,
28347.2,µm,Spine,Spine Terminal Pt Distance from Origin,5,5,1,,610000002798,
28355.2,µm,Spine,Spine Terminal Pt Distance from Origin,1,2,1,,610000002799,
28362.3,µm,Spine,Spine Terminal Pt Distance from Origin,0,1,1,,610000002800,
28362.7,µm,Spine,Spine Terminal Pt Distance from Origin,2,2,1,,610000002801,
28364.8,µm,Spine,Spine Terminal Pt Distance from Origin,4,1,1,,610000002802,
28366.1,µm,Spine,Spine Terminal Pt Distance from Origin,5,1,1,,610000002803,
28368,µm,Spine,Spine Terminal Pt Distance from Origin,8,1,1,,610000002804,
28362,µm,Spine,Spine Terminal Pt Distance from Origin,2,2,1,,610000002805,
28362,µm,Spine,Spine Terminal Pt Distance from Origin,2,2,1,,610000002806,
28362.1,µm,Spine,Spine Terminal Pt Distance from Origin,3,2,1,,610000002807,
28362,µm,Spine,Spine Terminal Pt Distance from Origin,2,2,1,,610000002808,
28363.3,µm,Spine,Spine Terminal Pt Distance from Origin,2,3,1,,610000002809,
28365.2,µm,Spine,Spine Terminal Pt Distance from Origin,3,4,1,,610000002810,
28365.5,µm,Spine,Spine Terminal Pt Distance from Origin,3,2,1,,610000002811,
28366.6,µm,Spine,Spine Terminal Pt Distance from Origin,4,3,1,,610000002812,
28361.5,µm,Spine,Spine Terminal Pt Distance from Origin,,,1,,610000002814,
28360.7,µm,Spine,Spine Terminal Pt Distance from Origin,,,1,,610000002817,
