
Segment Center Number of Voxel Ch=4 Img=1
 ==================== 
Segment Center Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
6,,Segment,4,5,Image 1,6,1,100000000,510000000013,
83,,Segment,4,4,Image 1,5,1,100000000,510000000095,
11,,Segment,4,3,Image 1,4,1,100000000,510000000105,
28,,Segment,4,2,Image 1,3,1,100000000,510000000132,
8,,Segment,4,1,Image 1,2,1,100000000,510000000139,
11,,Segment,4,0,Image 1,1,1,100000000,510000000158,
16,,Segment,4,5,Image 1,5,1,100000000,510000000194,
12,,Segment,4,5,Image 1,2,1,100000001,510000000205,
7,,Segment,4,4,Image 1,1,1,100000001,510000000211,
13,,Segment,4,3,Image 1,1,1,100000001,510000000223,
4,,Segment,4,2,Image 1,1,1,100000001,510000000226,
10,,Segment,4,1,Image 1,1,1,100000001,510000000235,
20,,Segment,4,0,Image 1,1,1,100000001,510000000260,
4,,Segment,4,4,Image 1,4,1,100000001,510000000270,
18,,Segment,4,3,Image 1,3,1,100000001,510000000287,
26,,Segment,4,2,Image 1,2,1,100000001,510000000312,
9,,Segment,4,2,Image 1,2,1,100000002,510000000320,
4,,Segment,4,0,Image 1,1,1,100000002,510000000328,
41,,Segment,4,8,Image 1,2,1,100000001,510000000388,
6,,Segment,4,7,Image 1,2,1,100000001,510000000393,
39,,Segment,4,6,Image 1,2,1,100000001,510000000431,
15,,Segment,4,5,Image 1,2,1,100000001,510000000445,
30,,Segment,4,4,Image 1,2,1,100000001,510000000474,
4,,Segment,4,9,Image 1,4,1,100000001,510000000477,
38,,Segment,4,8,Image 1,3,1,100000001,510000000514,
14,,Segment,4,7,Image 1,3,1,100000001,510000000527,
45,,Segment,4,6,Image 1,3,1,100000001,510000000571,
18,,Segment,4,5,Image 1,3,1,100000001,510000000588,
30,,Segment,4,9,Image 1,4,1,100000001,510000000618,
6,,Segment,4,8,Image 1,4,1,100000001,510000000623,
6,,Segment,4,9,Image 1,5,1,100000001,510000000628,
8,,Segment,4,8,Image 1,3,1,100000001,510000000635,
44,,Segment,4,2,Image 1,1,1,100000002,510000000680,
43,,Segment,4,0,Image 1,1,1,100000002,510000000733,
6,,Segment,4,7,Image 1,3,1,100000001,510000000761,
4,,Segment,4,5,Image 1,5,1,100000000,510000000764,
43,,Segment,4,4,Image 1,4,1,100000000,510000000806,
19,,Segment,4,3,Image 1,3,1,100000000,510000000824,
3,,Segment,4,8,Image 1,5,1,100000000,510000000826,
42,,Segment,4,7,Image 1,5,1,100000000,510000000867,
12,,Segment,4,6,Image 1,5,1,100000000,510000000878,
16,,Segment,4,5,Image 1,4,1,100000000,510000000893,
