
Filament Position X
 ==================== 
Filament Position X,Unit,Category,Collection,Time,ID,
-20874.6,µm,Filament,Filament Position,1,100000000,
-20877.9,µm,Filament,Filament Position,1,100000001,
-20881.2,µm,Filament,Filament Position,1,100000002,
