
Intensity StdDev Ch=4 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
0.853338,,Surface,4,Image 1,1,0,
0.53277,,Surface,4,Image 1,1,1,
1.00278,,Surface,4,Image 1,1,2,
