
Spine Part Length
 ==================== 
Spine Part Length Ground,Spine Part Length Head,Spine Part Length Neck,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.3104,0.349905,0.426279,µm,Spine,Spine Part Length,0,1,1,100000001,610000002600,
0.236699,0.0983747,0.134515,µm,Spine,Spine Part Length,0,1,1,100000001,610000002603,
0.145479,0.13167,0,µm,Spine,Spine Part Length,0,1,1,100000000,610000002745,
0.296774,0.230258,0,µm,Spine,Spine Part Length,0,1,1,100000001,610000002753,
0.311937,0.220757,0,µm,Spine,Spine Part Length,0,1,1,100000002,610000002759,
0.253723,0.118991,0,µm,Spine,Spine Part Length,0,1,1,100000002,610000002778,
0.218534,0.171455,0,µm,Spine,Spine Part Length,1,1,1,100000001,610000002752,
0.198942,0.181713,0,µm,Spine,Spine Part Length,1,1,1,100000002,610000002774,
0.478667,0.264419,0,µm,Spine,Spine Part Length,1,2,1,100000002,610000002566,
0.286789,0.0955322,0.143749,µm,Spine,Spine Part Length,1,2,1,100000002,610000002581,
0.414519,0.08125,0.190787,µm,Spine,Spine Part Length,1,2,1,100000002,610000002584,
0.274405,0.10355,0,µm,Spine,Spine Part Length,1,2,1,100000002,610000002621,
0.252092,0.146349,0,µm,Spine,Spine Part Length,1,2,1,100000000,610000002660,
0.304632,0.08125,0,µm,Spine,Spine Part Length,1,2,1,100000002,610000002663,
0.170245,0.11394,0,µm,Spine,Spine Part Length,1,2,1,100000002,610000002763,
0.20113,0.101599,0,µm,Spine,Spine Part Length,1,2,1,100000002,610000002768,
0.183503,0.121875,0,µm,Spine,Spine Part Length,1,2,1,100000002,610000002769,
0.217402,0.143347,0,µm,Spine,Spine Part Length,1,2,1,100000002,610000002770,
0.154796,0.111387,0,µm,Spine,Spine Part Length,2,1,1,100000002,610000002688,
0.265181,0.13861,0,µm,Spine,Spine Part Length,2,1,1,100000002,610000002772,
0.222511,0.08125,0,µm,Spine,Spine Part Length,2,1,1,100000002,610000002773,
0.245927,0.08125,0.097602,µm,Spine,Spine Part Length,2,2,1,100000000,610000002557,
0.260201,0.121875,0,µm,Spine,Spine Part Length,2,2,1,100000000,610000002744,
0.270799,0.109168,0,µm,Spine,Spine Part Length,2,2,1,100000001,610000002751,
0.220274,0.116797,0,µm,Spine,Spine Part Length,2,2,1,100000002,610000002758,
0.296782,0.121875,0,µm,Spine,Spine Part Length,2,2,1,100000002,610000002783,
0.291685,0.172924,0,µm,Spine,Spine Part Length,2,2,1,100000002,610000002784,
0.15301,0.121875,0,µm,Spine,Spine Part Length,2,2,1,100000002,610000002785,
0.238586,0.119724,0,µm,Spine,Spine Part Length,2,3,1,100000000,610000002742,
0.318207,0.110904,0,µm,Spine,Spine Part Length,2,3,1,100000000,610000002743,
