
Spine Center Intensity StdDev Ch=3 Img=1
 ==================== 
Spine Center Intensity StdDev,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
45.506,,Spine,3,4,Image 1,2,1,100000002,610000002554,
35.478,,Spine,3,2,Image 1,2,1,100000000,610000002557,
46.3129,,Spine,3,9,Image 1,1,1,100000002,610000002559,
28.4868,,Spine,3,8,Image 1,2,1,100000001,610000002562,
23.9716,,Spine,3,1,Image 1,2,1,100000002,610000002566,
46.942,,Spine,3,5,Image 1,1,1,100000002,610000002571,
28.6378,,Spine,3,5,Image 1,1,1,100000002,610000002578,
14.2017,,Spine,3,1,Image 1,2,1,100000002,610000002581,
20.5791,,Spine,3,1,Image 1,2,1,100000002,610000002584,
31.367,,Spine,3,3,Image 1,2,1,100000002,610000002590,
28.2489,,Spine,3,4,Image 1,1,1,100000002,610000002592,
21.1124,,Spine,3,0,Image 1,1,1,100000001,610000002600,
44.3227,,Spine,3,0,Image 1,1,1,100000001,610000002603,
55.4637,,Spine,3,4,Image 1,5,1,100000000,610000002605,
73.1042,,Spine,3,5,Image 1,1,1,100000002,610000002609,
19.6278,,Spine,3,3,Image 1,2,1,100000002,610000002613,
39.0754,,Spine,3,3,Image 1,2,1,100000002,610000002616,
3.77124,,Spine,3,4,Image 1,5,1,100000000,610000002619,
49.842,,Spine,3,1,Image 1,2,1,100000002,610000002621,
17.7451,,Spine,3,3,Image 1,2,1,100000002,610000002624,
17.2772,,Spine,3,3,Image 1,2,1,100000002,610000002630,
26.8561,,Spine,3,3,Image 1,2,1,100000002,610000002633,
45.7253,,Spine,3,4,Image 1,1,1,100000002,610000002640,
8.60233,,Spine,3,3,Image 1,2,1,100000002,610000002643,
23,,Spine,3,3,Image 1,2,1,100000002,610000002645,
2,,Spine,3,3,Image 1,2,1,100000002,610000002648,
26.7301,,Spine,3,5,Image 1,1,1,100000002,610000002651,
18.625,,Spine,3,3,Image 1,2,1,100000002,610000002654,
17.3349,,Spine,3,3,Image 1,1,1,100000002,610000002658,
24.9444,,Spine,3,1,Image 1,2,1,100000000,610000002660,
15.9374,,Spine,3,1,Image 1,2,1,100000002,610000002663,
34.5,,Spine,3,3,Image 1,2,1,100000002,610000002666,
11,,Spine,3,3,Image 1,2,1,100000002,610000002668,
1.5,,Spine,3,3,Image 1,2,1,100000002,610000002670,
25.8976,,Spine,3,3,Image 1,2,1,100000002,610000002674,
8.25967,,Spine,3,3,Image 1,2,1,100000002,610000002677,
27.3439,,Spine,3,4,Image 1,1,1,100000002,610000002682,
25.7034,,Spine,3,2,Image 1,1,1,100000002,610000002688,
19,,Spine,3,3,Image 1,2,1,100000002,610000002692,
16.3571,,Spine,3,3,Image 1,2,1,100000002,610000002695,
32.619,,Spine,3,3,Image 1,1,1,100000002,610000002700,
25.5,,Spine,3,3,Image 1,2,1,100000002,610000002703,
3.5,,Spine,3,3,Image 1,2,1,100000002,610000002705,
2.5,,Spine,3,5,Image 1,5,1,100000000,610000002726,
20,,Spine,3,5,Image 1,5,1,100000000,610000002737,
21.5,,Spine,3,4,Image 1,5,1,100000000,610000002738,
12.5,,Spine,3,7,Image 1,5,1,100000000,610000002739,
7.5,,Spine,3,4,Image 1,4,1,100000000,610000002740,
29,,Spine,3,5,Image 1,4,1,100000000,610000002741,
12.5,,Spine,3,2,Image 1,3,1,100000000,610000002742,
28,,Spine,3,2,Image 1,3,1,100000000,610000002743,
5.5,,Spine,3,2,Image 1,2,1,100000000,610000002744,
11,,Spine,3,0,Image 1,1,1,100000000,610000002745,
38.5,,Spine,3,9,Image 1,4,1,100000001,610000002746,
21.5,,Spine,3,9,Image 1,4,1,100000001,610000002747,
10,,Spine,3,6,Image 1,3,1,100000001,610000002748,
11,,Spine,3,3,Image 1,1,1,100000001,610000002749,
34,,Spine,3,5,Image 1,2,1,100000001,610000002750,
5,,Spine,3,2,Image 1,2,1,100000001,610000002751,
25,,Spine,3,1,Image 1,1,1,100000001,610000002752,
42.5,,Spine,3,0,Image 1,1,1,100000001,610000002753,
72.5,,Spine,3,4,Image 1,2,1,100000002,610000002754,
17,,Spine,3,8,Image 1,1,1,100000002,610000002755,
59.5,,Spine,3,5,Image 1,1,1,100000002,610000002756,
3.5,,Spine,3,4,Image 1,1,1,100000002,610000002757,
3,,Spine,3,2,Image 1,2,1,100000002,610000002758,
30.5,,Spine,3,0,Image 1,1,1,100000002,610000002759,
35.5,,Spine,3,1,Image 1,2,1,100000002,610000002763,
8.5,,Spine,3,1,Image 1,2,1,100000002,610000002768,
31.5,,Spine,3,1,Image 1,2,1,100000002,610000002769,
10,,Spine,3,1,Image 1,2,1,100000002,610000002770,
7.5,,Spine,3,3,Image 1,2,1,100000002,610000002771,
15.5,,Spine,3,2,Image 1,1,1,100000002,610000002772,
7,,Spine,3,2,Image 1,1,1,100000002,610000002773,
6.5,,Spine,3,1,Image 1,1,1,100000002,610000002774,
28.5,,Spine,3,0,Image 1,1,1,100000002,610000002778,
3,,Spine,3,3,Image 1,4,1,100000002,610000002780,
40.5,,Spine,3,2,Image 1,3,1,100000002,610000002781,
21.5,,Spine,3,3,Image 1,2,1,100000002,610000002782,
55,,Spine,3,2,Image 1,2,1,100000002,610000002783,
27.5,,Spine,3,2,Image 1,2,1,100000002,610000002784,
5,,Spine,3,2,Image 1,2,1,100000002,610000002785,
4,,Spine,3,4,Image 1,3,1,100000002,610000002787,
39,,Spine,3,3,Image 1,2,1,100000002,610000002788,
