
Spine Attachment Pt Distance
 ==================== 
Spine Attachment Pt Distance,Unit,Category,Depth,Level,Time,FilamentID,ID,
7.57278,µm,Spine,4,2,1,100000002,610000002554,
2.55804,µm,Spine,2,2,1,100000000,610000002557,
9.05729,µm,Spine,9,1,1,100000002,610000002559,
11.9809,µm,Spine,8,2,1,100000001,610000002562,
3.65084,µm,Spine,1,2,1,100000002,610000002566,
5.40197,µm,Spine,5,1,1,100000002,610000002571,
5.40197,µm,Spine,5,1,1,100000002,610000002578,
3.65084,µm,Spine,1,2,1,100000002,610000002581,
3.51072,µm,Spine,1,2,1,100000002,610000002584,
4.58616,µm,Spine,4,1,1,100000002,610000002592,
1.3086,µm,Spine,0,1,1,100000001,610000002603,
11.1539,µm,Spine,4,5,1,100000000,610000002605,
5.59432,µm,Spine,5,1,1,100000002,610000002609,
5.37057,µm,Spine,4,5,1,100000000,610000002619,
1.89757,µm,Spine,1,2,1,100000002,610000002621,
2.49445,µm,Spine,3,2,1,100000002,610000002633,
4.11183,µm,Spine,4,1,1,100000002,610000002640,
5.40197,µm,Spine,5,1,1,100000002,610000002651,
1.49311,µm,Spine,3,1,1,100000002,610000002658,
1.18577,µm,Spine,1,2,1,100000000,610000002660,
3.40626,µm,Spine,1,2,1,100000002,610000002663,
4.11183,µm,Spine,4,1,1,100000002,610000002682,
7.32204,µm,Spine,2,1,1,100000002,610000002688,
1.49311,µm,Spine,3,1,1,100000002,610000002700,
12.1008,µm,Spine,5,5,1,100000000,610000002737,
10.2611,µm,Spine,4,5,1,100000000,610000002738,
9.28522,µm,Spine,7,5,1,100000000,610000002739,
6.98212,µm,Spine,4,4,1,100000000,610000002740,
7.20346,µm,Spine,5,4,1,100000000,610000002741,
2.75242,µm,Spine,2,3,1,100000000,610000002742,
1.68528,µm,Spine,2,3,1,100000000,610000002743,
3.71486,µm,Spine,2,2,1,100000000,610000002744,
0.296771,µm,Spine,0,1,1,100000000,610000002745,
15.187,µm,Spine,9,4,1,100000001,610000002746,
13.9682,µm,Spine,9,4,1,100000001,610000002747,
10.4349,µm,Spine,6,3,1,100000001,610000002748,
3.60017,µm,Spine,3,1,1,100000001,610000002749,
11.0249,µm,Spine,5,2,1,100000001,610000002750,
3.69179,µm,Spine,2,2,1,100000001,610000002751,
2.0003,µm,Spine,1,1,1,100000001,610000002752,
1.3086,µm,Spine,0,1,1,100000001,610000002753,
2.13539,µm,Spine,4,2,1,100000002,610000002754,
7.96434,µm,Spine,8,1,1,100000002,610000002755,
5.94086,µm,Spine,5,1,1,100000002,610000002756,
4.11183,µm,Spine,4,1,1,100000002,610000002757,
2.17911,µm,Spine,2,2,1,100000002,610000002758,
1.29429,µm,Spine,0,1,1,100000002,610000002759,
1.16835,µm,Spine,1,2,1,100000002,610000002763,
5.28585,µm,Spine,1,2,1,100000002,610000002768,
4.12264,µm,Spine,1,2,1,100000002,610000002769,
3.40626,µm,Spine,1,2,1,100000002,610000002770,
4.2441,µm,Spine,3,2,1,100000002,610000002771,
2.84875,µm,Spine,2,1,1,100000002,610000002772,
2.00384,µm,Spine,2,1,1,100000002,610000002773,
1.01711,µm,Spine,1,1,1,100000002,610000002774,
0.784738,µm,Spine,0,1,1,100000002,610000002778,
5.05748,µm,Spine,3,4,1,100000002,610000002780,
2.92037,µm,Spine,2,3,1,100000002,610000002781,
2.62547,µm,Spine,3,2,1,100000002,610000002782,
1.93278,µm,Spine,2,2,1,100000002,610000002783,
1.67946,µm,Spine,2,2,1,100000002,610000002784,
1.67946,µm,Spine,2,2,1,100000002,610000002785,
7.79862,µm,Spine,4,3,1,100000002,610000002787,
6.43428,µm,Spine,3,2,1,100000002,610000002788,
