
Spine Part Mean Diameter Head
 ==================== 
Spine Part Mean Diameter Head,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.170639,µm,Spine,Spine Part Mean Diameter,4,2,1,100000002,610000002554,
0.1625,µm,Spine,Spine Part Mean Diameter,2,2,1,100000000,610000002557,
0.1625,µm,Spine,Spine Part Mean Diameter,9,1,1,100000002,610000002559,
0.16969,µm,Spine,Spine Part Mean Diameter,8,2,1,100000001,610000002562,
0.187573,µm,Spine,Spine Part Mean Diameter,1,2,1,100000002,610000002566,
0.1625,µm,Spine,Spine Part Mean Diameter,5,1,1,100000002,610000002571,
0.398604,µm,Spine,Spine Part Mean Diameter,5,1,1,100000002,610000002578,
0.191064,µm,Spine,Spine Part Mean Diameter,1,2,1,100000002,610000002581,
0.1625,µm,Spine,Spine Part Mean Diameter,1,2,1,100000002,610000002584,
0.440485,µm,Spine,Spine Part Mean Diameter,4,3,1,100000002,610000002590,
0.247402,µm,Spine,Spine Part Mean Diameter,4,1,1,100000002,610000002592,
0.438743,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000002600,
0.196749,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000002603,
0.261866,µm,Spine,Spine Part Mean Diameter,4,5,1,100000000,610000002605,
0.391134,µm,Spine,Spine Part Mean Diameter,5,1,1,100000002,610000002609,
0.508824,µm,Spine,Spine Part Mean Diameter,4,3,1,100000002,610000002613,
0.533668,µm,Spine,Spine Part Mean Diameter,4,3,1,100000002,610000002616,
0.182445,µm,Spine,Spine Part Mean Diameter,4,5,1,100000000,610000002619,
0.207101,µm,Spine,Spine Part Mean Diameter,1,2,1,100000002,610000002621,
0.385398,µm,Spine,Spine Part Mean Diameter,4,3,1,100000002,610000002624,
0.863281,µm,Spine,Spine Part Mean Diameter,4,3,1,100000002,610000002630,
0.320373,µm,Spine,Spine Part Mean Diameter,3,2,1,100000002,610000002633,
