
Spine Part Mean Diameter Head
 ==================== 
Spine Part Mean Diameter Head,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.249618,µm,Spine,Spine Part Mean Diameter,4,1,1,100000002,610000002640,
0.508824,µm,Spine,Spine Part Mean Diameter,4,3,1,100000002,610000002643,
0.305329,µm,Spine,Spine Part Mean Diameter,4,3,1,100000002,610000002645,
0.447643,µm,Spine,Spine Part Mean Diameter,4,3,1,100000002,610000002648,
0.299388,µm,Spine,Spine Part Mean Diameter,5,1,1,100000002,610000002651,
0.983362,µm,Spine,Spine Part Mean Diameter,4,3,1,100000002,610000002654,
0.315804,µm,Spine,Spine Part Mean Diameter,3,1,1,100000002,610000002658,
0.292698,µm,Spine,Spine Part Mean Diameter,1,2,1,100000000,610000002660,
0.1625,µm,Spine,Spine Part Mean Diameter,1,2,1,100000002,610000002663,
0.385398,µm,Spine,Spine Part Mean Diameter,4,3,1,100000002,610000002666,
0.457204,µm,Spine,Spine Part Mean Diameter,4,3,1,100000002,610000002668,
0.491854,µm,Spine,Spine Part Mean Diameter,4,3,1,100000002,610000002670,
0.48459,µm,Spine,Spine Part Mean Diameter,4,3,1,100000002,610000002674,
0.48459,µm,Spine,Spine Part Mean Diameter,4,3,1,100000002,610000002677,
0.26649,µm,Spine,Spine Part Mean Diameter,4,1,1,100000002,610000002682,
0.222773,µm,Spine,Spine Part Mean Diameter,2,1,1,100000002,610000002688,
0.752723,µm,Spine,Spine Part Mean Diameter,4,3,1,100000002,610000002692,
0.837405,µm,Spine,Spine Part Mean Diameter,4,3,1,100000002,610000002695,
0.351476,µm,Spine,Spine Part Mean Diameter,3,1,1,100000002,610000002700,
0.435661,µm,Spine,Spine Part Mean Diameter,4,3,1,100000002,610000002703,
0.60456,µm,Spine,Spine Part Mean Diameter,4,3,1,100000002,610000002705,
0.461378,µm,Spine,Spine Part Mean Diameter,5,5,1,100000000,610000002726,
0.27168,µm,Spine,Spine Part Mean Diameter,5,5,1,100000000,610000002737,
0.206213,µm,Spine,Spine Part Mean Diameter,4,5,1,100000000,610000002738,
0.1625,µm,Spine,Spine Part Mean Diameter,7,5,1,100000000,610000002739,
0.1625,µm,Spine,Spine Part Mean Diameter,4,4,1,100000000,610000002740,
0.319095,µm,Spine,Spine Part Mean Diameter,5,4,1,100000000,610000002741,
0.239448,µm,Spine,Spine Part Mean Diameter,2,3,1,100000000,610000002742,
0.221807,µm,Spine,Spine Part Mean Diameter,2,3,1,100000000,610000002743,
0.24375,µm,Spine,Spine Part Mean Diameter,2,2,1,100000000,610000002744,
0.263339,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000002745,
0.300193,µm,Spine,Spine Part Mean Diameter,9,4,1,100000001,610000002746,
0.300769,µm,Spine,Spine Part Mean Diameter,9,4,1,100000001,610000002747,
0.302148,µm,Spine,Spine Part Mean Diameter,6,3,1,100000001,610000002748,
0.403711,µm,Spine,Spine Part Mean Diameter,3,1,1,100000001,610000002749,
0.204004,µm,Spine,Spine Part Mean Diameter,5,2,1,100000001,610000002750,
0.218335,µm,Spine,Spine Part Mean Diameter,2,2,1,100000001,610000002751,
0.34291,µm,Spine,Spine Part Mean Diameter,1,1,1,100000001,610000002752,
0.460517,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000002753,
0.170417,µm,Spine,Spine Part Mean Diameter,4,2,1,100000002,610000002754,
0.250803,µm,Spine,Spine Part Mean Diameter,8,1,1,100000002,610000002755,
0.315484,µm,Spine,Spine Part Mean Diameter,5,1,1,100000002,610000002756,
0.414167,µm,Spine,Spine Part Mean Diameter,4,1,1,100000002,610000002757,
0.233594,µm,Spine,Spine Part Mean Diameter,2,2,1,100000002,610000002758,
0.441515,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000002759,
0.227881,µm,Spine,Spine Part Mean Diameter,1,2,1,100000002,610000002763,
0.203198,µm,Spine,Spine Part Mean Diameter,1,2,1,100000002,610000002768,
0.24375,µm,Spine,Spine Part Mean Diameter,1,2,1,100000002,610000002769,
0.286695,µm,Spine,Spine Part Mean Diameter,1,2,1,100000002,610000002770,
0.243148,µm,Spine,Spine Part Mean Diameter,3,2,1,100000002,610000002771,
0.27722,µm,Spine,Spine Part Mean Diameter,2,1,1,100000002,610000002772,
0.1625,µm,Spine,Spine Part Mean Diameter,2,1,1,100000002,610000002773,
0.363425,µm,Spine,Spine Part Mean Diameter,1,1,1,100000002,610000002774,
0.237981,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000002778,
0.202797,µm,Spine,Spine Part Mean Diameter,3,4,1,100000002,610000002780,
0.230848,µm,Spine,Spine Part Mean Diameter,2,3,1,100000002,610000002781,
0.362282,µm,Spine,Spine Part Mean Diameter,3,2,1,100000002,610000002782,
0.24375,µm,Spine,Spine Part Mean Diameter,2,2,1,100000002,610000002783,
0.345848,µm,Spine,Spine Part Mean Diameter,2,2,1,100000002,610000002784,
0.24375,µm,Spine,Spine Part Mean Diameter,2,2,1,100000002,610000002785,
0.257273,µm,Spine,Spine Part Mean Diameter,4,3,1,100000002,610000002787,
0.212012,µm,Spine,Spine Part Mean Diameter,3,2,1,100000002,610000002788,
