
Pt Distance from Origin
 ==================== 
Pt Distance from Origin,Unit,Category,Collection,Depth,Time,Type,FilamentID,ID,
27620.7,µm,Point,Pt Distance from Origin,0,1,Segment Beginning,100000000,800000000,
27635.4,µm,Point,Pt Distance from Origin,0,1,Segment Beginning,100000001,800000001,
27607.6,µm,Point,Pt Distance from Origin,0,1,Segment Beginning,100000002,800000002,
27635,µm,Point,Pt Distance from Origin,0,1,Segment Terminal,100000001,800000007,
27635.7,µm,Point,Pt Distance from Origin,0,1,Spine Attachment,100000001,800000008,
27636.5,µm,Point,Pt Distance from Origin,0,1,Spine Attachment,100000001,800000009,
27636.4,µm,Point,Pt Distance from Origin,0,1,Spine Attachment,100000001,800000010,
27609.7,µm,Point,Pt Distance from Origin,1,1,Spine Attachment,100000002,800000016,
27608.1,µm,Point,Pt Distance from Origin,0,1,Segment Branch,100000002,800000017,
27609.8,µm,Point,Pt Distance from Origin,1,1,Segment Terminal,100000002,800000019,
27608.6,µm,Point,Pt Distance from Origin,1,1,Segment Terminal,100000002,800000022,
27620.2,µm,Point,Pt Distance from Origin,,1,Spine Terminal,100000000,800000025,
27622.1,µm,Point,Pt Distance from Origin,,1,Spine Terminal,100000000,800000026,
27620.1,µm,Point,Pt Distance from Origin,,1,Spine Terminal,100000000,800000027,
27621.2,µm,Point,Pt Distance from Origin,3,1,Spine Terminal,100000000,800000028,
27635.3,µm,Point,Pt Distance from Origin,0,1,Spine Attachment,100000001,800000029,
27636.4,µm,Point,Pt Distance from Origin,0,1,Spine Attachment,100000001,800000030,
27636.4,µm,Point,Pt Distance from Origin,0,1,Spine Attachment,100000001,800000031,
27637.2,µm,Point,Pt Distance from Origin,0,1,Spine Terminal,100000001,800000032,
27637.3,µm,Point,Pt Distance from Origin,0,1,Spine Terminal,100000001,800000033,
27637.2,µm,Point,Pt Distance from Origin,0,1,Spine Terminal,100000001,800000034,
27637.2,µm,Point,Pt Distance from Origin,0,1,Spine Terminal,100000001,800000035,
27637.8,µm,Point,Pt Distance from Origin,0,1,Spine Terminal,100000001,800000036,
27636.9,µm,Point,Pt Distance from Origin,0,1,Spine Terminal,100000001,800000037,
27636.7,µm,Point,Pt Distance from Origin,0,1,Spine Terminal,100000001,800000038,
27637.6,µm,Point,Pt Distance from Origin,0,1,Spine Terminal,100000001,800000039,
27634.7,µm,Point,Pt Distance from Origin,0,1,Spine Terminal,100000001,800000040,
27636.7,µm,Point,Pt Distance from Origin,0,1,Spine Terminal,100000001,800000041,
27637.2,µm,Point,Pt Distance from Origin,0,1,Spine Terminal,100000001,800000042,
27636.9,µm,Point,Pt Distance from Origin,0,1,Spine Terminal,100000001,800000043,
27635,µm,Point,Pt Distance from Origin,0,1,Spine Terminal,100000001,800000044,
27636.8,µm,Point,Pt Distance from Origin,0,1,Spine Terminal,100000001,800000045,
27637,µm,Point,Pt Distance from Origin,0,1,Spine Terminal,100000001,800000046,
27636.9,µm,Point,Pt Distance from Origin,0,1,Spine Terminal,100000001,800000047,
27636.7,µm,Point,Pt Distance from Origin,0,1,Spine Terminal,100000001,800000048,
27635.3,µm,Point,Pt Distance from Origin,0,1,Spine Terminal,100000001,800000049,
27636.6,µm,Point,Pt Distance from Origin,0,1,Spine Terminal,100000001,800000050,
27636.7,µm,Point,Pt Distance from Origin,0,1,Spine Terminal,100000001,800000051,
27636.8,µm,Point,Pt Distance from Origin,0,1,Spine Terminal,100000001,800000052,
27636.6,µm,Point,Pt Distance from Origin,0,1,Spine Terminal,100000001,800000053,
27635.1,µm,Point,Pt Distance from Origin,0,1,Spine Terminal,100000001,800000054,
27608.2,µm,Point,Pt Distance from Origin,1,1,Spine Attachment,100000002,800000055,
27608,µm,Point,Pt Distance from Origin,0,1,Spine Attachment,100000002,800000056,
27607.8,µm,Point,Pt Distance from Origin,0,1,Spine Attachment,100000002,800000057,
27607.7,µm,Point,Pt Distance from Origin,0,1,Spine Attachment,100000002,800000058,
27607.7,µm,Point,Pt Distance from Origin,0,1,Spine Attachment,100000002,800000059,
27607.7,µm,Point,Pt Distance from Origin,0,1,Spine Attachment,100000002,800000060,
27611.9,µm,Point,Pt Distance from Origin,1,1,Spine Terminal,100000002,800000061,
27611.5,µm,Point,Pt Distance from Origin,1,1,Spine Terminal,100000002,800000062,
27610.8,µm,Point,Pt Distance from Origin,1,1,Spine Terminal,100000002,800000063,
27610.8,µm,Point,Pt Distance from Origin,1,1,Spine Terminal,100000002,800000064,
27610.4,µm,Point,Pt Distance from Origin,1,1,Spine Terminal,100000002,800000065,
27610.2,µm,Point,Pt Distance from Origin,1,1,Spine Terminal,100000002,800000066,
27610,µm,Point,Pt Distance from Origin,1,1,Spine Terminal,100000002,800000067,
27610.1,µm,Point,Pt Distance from Origin,1,1,Spine Terminal,100000002,800000068,
27607.9,µm,Point,Pt Distance from Origin,1,1,Spine Terminal,100000002,800000069,
27608.4,µm,Point,Pt Distance from Origin,,1,Spine Terminal,100000002,800000070,
27607.4,µm,Point,Pt Distance from Origin,0,1,Spine Terminal,100000002,800000071,
27607.5,µm,Point,Pt Distance from Origin,0,1,Spine Terminal,100000002,800000072,
27608,µm,Point,Pt Distance from Origin,0,1,Spine Terminal,100000002,800000073,
27607.8,µm,Point,Pt Distance from Origin,0,1,Spine Terminal,100000002,800000074,
27607.9,µm,Point,Pt Distance from Origin,0,1,Spine Terminal,100000002,800000075,
