
Spine Intensity Median Ch=2 Img=1
 ==================== 
Spine Intensity Median,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
21.0625,,Spine,2,1,Image 1,1,1,100000002,610000000670,
21.0625,,Spine,2,1,Image 1,1,1,100000002,610000000693,
29.0625,,Spine,2,0,Image 1,1,1,100000001,610000000715,
29.0625,,Spine,2,0,Image 1,1,1,100000001,610000000736,
24.0312,,Spine,2,1,Image 1,1,1,100000002,610000000752,
28.0625,,Spine,2,0,Image 1,1,1,100000001,610000000771,
28.0625,,Spine,2,0,Image 1,1,1,100000001,610000000788,
23.0312,,Spine,2,1,Image 1,1,1,100000002,610000000801,
37.5625,,Spine,2,0,Image 1,1,1,100000001,610000000820,
31.0625,,Spine,2,0,Image 1,1,1,100000001,610000000835,
34.0625,,Spine,2,0,Image 1,1,1,100000001,610000000849,
34.0625,,Spine,2,0,Image 1,1,1,100000001,610000000862,
40.5625,,Spine,2,0,Image 1,1,1,100000001,610000000878,
22.125,,Spine,2,0,Image 1,1,1,100000000,610000000886,
25.0312,,Spine,2,1,Image 1,1,1,100000002,610000000893,
40.0625,,Spine,2,0,Image 1,1,1,100000002,610000000903,
22.5312,,Spine,2,0,Image 1,1,1,100000000,610000000907,
37.0625,,Spine,2,0,Image 1,1,1,100000001,610000000916,
45.0625,,Spine,2,0,Image 1,1,1,100000002,610000000924,
22.125,,Spine,2,0,Image 1,1,1,100000000,610000000930,
20.0312,,Spine,2,0,Image 1,1,1,100000000,610000000933,
45.0625,,Spine,2,0,Image 1,1,1,100000002,610000000940,
37.0625,,Spine,2,0,Image 1,1,1,100000001,610000000949,
18.0312,,Spine,2,0,Image 1,1,1,100000000,610000000953,
45.0625,,Spine,2,0,Image 1,1,1,100000002,610000000959,
42.0625,,Spine,2,0,Image 1,1,1,100000002,610000000965,
24.0625,,Spine,2,0,Image 1,1,1,100000000,610000000969,
28.0312,,Spine,2,0,Image 1,1,1,100000000,610000000974,
34.0625,,Spine,2,0,Image 1,1,1,100000001,610000000983,
27.0312,,Spine,2,1,Image 1,1,1,100000002,610000000988,
39.0625,,Spine,2,0,Image 1,1,1,100000001,610000000995,
49.0625,,Spine,2,0,Image 1,1,1,100000001,610000001001,
44.0625,,Spine,2,0,Image 1,1,1,100000001,610000001007,
28.0312,,Spine,2,1,Image 1,1,1,100000002,610000001010,
29.0312,,Spine,2,1,Image 1,1,1,100000002,610000001013,
42.0625,,Spine,2,0,Image 1,1,1,100000002,610000001017,
41.0625,,Spine,2,0,Image 1,1,1,100000001,610000001022,
22.0625,,Spine,2,0,Image 1,1,1,100000000,610000001026,
36.0625,,Spine,2,0,Image 1,1,1,100000001,610000001031,
30.0625,,Spine,2,0,Image 1,1,1,100000000,610000001034,
49.0625,,Spine,2,0,Image 1,1,1,100000001,610000001039,
32.0625,,Spine,2,0,Image 1,1,1,100000002,610000001042,
30.0625,,Spine,2,0,Image 1,1,1,100000000,610000001044,
40.0625,,Spine,2,0,Image 1,1,1,100000002,610000001047,
37.0625,,Spine,2,1,Image 1,1,1,100000002,610000001051,
46.0625,,Spine,2,0,Image 1,1,1,100000001,610000001056,
30.5312,,Spine,2,0,Image 1,1,1,100000002,610000001058,
32.0625,,Spine,2,0,Image 1,1,1,100000001,610000001061,
28.0625,,Spine,2,0,Image 1,1,1,100000002,610000001063,
41.5625,,Spine,2,0,Image 1,1,1,100000001,610000001066,
34.0625,,Spine,2,0,Image 1,1,1,100000001,610000001069,
43.0625,,Spine,2,0,Image 1,1,1,100000002,610000001074,
30.5625,,Spine,2,0,Image 1,1,1,100000002,610000001076,
34.5312,,Spine,2,0,Image 1,1,1,100000002,610000001078,
48.0625,,Spine,2,0,Image 1,1,1,100000001,610000001081,
21.0625,,Spine,2,0,Image 1,1,1,100000002,610000001083,
44.0625,,Spine,2,0,Image 1,1,1,100000002,610000001086,
36.5625,,Spine,2,0,Image 1,1,1,100000001,610000001099,
35.5312,,Spine,2,0,Image 1,1,1,100000001,610000001100,
44.0625,,Spine,2,0,Image 1,1,1,100000001,610000001101,
43.0625,,Spine,2,0,Image 1,1,1,100000002,610000001103,
30.0312,,Spine,2,0,Image 1,1,1,100000002,610000001104,
29.0312,,Spine,2,0,Image 1,1,1,100000002,610000001105,
45.5625,,Spine,2,0,Image 1,1,1,100000002,610000001106,
54.0625,,Spine,2,0,Image 1,1,1,100000002,610000001107,
