
Soma Intensity Mean Ch=1 Img=1
 ==================== 
Soma Intensity Mean,Unit,Category,Channel,Image,Time,FilamentID,ID,
0.408285,,Soma,1,Image 1,1,100000000,800000000,
0.899598,,Soma,1,Image 1,1,100000001,800000001,
0.91418,,Soma,1,Image 1,1,100000002,800000002,
