
Spine Attachment Pt Time
 ==================== 
Spine Attachment Pt Time,Unit,Category,Depth,Level,Time,FilamentID,ID,
0,s,Spine,1,1,1,100000002,610000001013,
0,s,Spine,1,1,1,100000002,610000001051,
0,s,Spine,0,1,1,100000002,610000001063,
0,s,Spine,0,1,1,100000001,610000001066,
0,s,Spine,0,1,1,100000001,610000001069,
0,s,Spine,0,1,1,100000001,610000001081,
0,s,Spine,0,1,1,,610000001110,
0,s,Spine,0,1,1,,610000001111,
0,s,Spine,0,1,1,,610000001112,
0,s,Spine,0,1,1,,610000001113,
0,s,Spine,0,1,1,,610000001114,
