
Segment Position Y
 ==================== 
Segment Position Y,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
19007.2,µm,Segment,Segment Position,2,3,1,100000000,510000000057,
19005.7,µm,Segment,Segment Position,1,2,1,100000000,510000000076,
19005,µm,Segment,Segment Position,0,1,1,100000000,510000000085,
19010.5,µm,Segment,Segment Position,6,4,1,100000000,510000000099,
19011,µm,Segment,Segment Position,5,3,1,100000000,510000000106,
19009.7,µm,Segment,Segment Position,4,2,1,100000000,510000000140,
19007.9,µm,Segment,Segment Position,3,2,1,100000000,510000000153,
19007,µm,Segment,Segment Position,2,1,1,100000000,510000000164,
19005.7,µm,Segment,Segment Position,1,1,1,100000000,510000000182,
19004.8,µm,Segment,Segment Position,0,1,1,100000000,510000000199,
19003.9,µm,Segment,Segment Position,2,2,1,100000000,510000000238,
19003.3,µm,Segment,Segment Position,1,1,1,100000000,510000000262,
19003.4,µm,Segment,Segment Position,0,1,1,100000000,510000000280,
19014.1,µm,Segment,Segment Position,2,2,1,100000001,510000000322,
19013.6,µm,Segment,Segment Position,1,1,1,100000001,510000000333,
19014.9,µm,Segment,Segment Position,0,1,1,100000001,510000000375,
19013.1,µm,Segment,Segment Position,2,1,1,100000001,510000000387,
19013.5,µm,Segment,Segment Position,1,2,1,100000001,510000000391,
19018.8,µm,Segment,Segment Position,7,4,1,100000001,510000000405,
19019.1,µm,Segment,Segment Position,6,4,1,100000001,510000000412,
19019.2,µm,Segment,Segment Position,5,4,1,100000001,510000000419,
19019,µm,Segment,Segment Position,4,3,1,100000001,510000000427,
19018.5,µm,Segment,Segment Position,3,3,1,100000001,510000000434,
19018.2,µm,Segment,Segment Position,2,2,1,100000001,510000000441,
19017.2,µm,Segment,Segment Position,1,2,1,100000001,510000000466,
19014.8,µm,Segment,Segment Position,5,3,1,100000001,510000000504,
19016.9,µm,Segment,Segment Position,4,2,1,100000001,510000000538,
19016.2,µm,Segment,Segment Position,6,3,1,100000001,510000000553,
19015.9,µm,Segment,Segment Position,5,2,1,100000001,510000000566,
19016,µm,Segment,Segment Position,6,2,1,100000001,510000000576,
19020.6,µm,Segment,Segment Position,3,3,1,100000001,510000000630,
19018.6,µm,Segment,Segment Position,2,3,1,100000001,510000000643,
19018.7,µm,Segment,Segment Position,7,5,1,100000001,510000000648,
19019.3,µm,Segment,Segment Position,6,5,1,100000001,510000000653,
19019.2,µm,Segment,Segment Position,5,3,1,100000001,510000000657,
19018.8,µm,Segment,Segment Position,5,4,1,100000001,510000000665,
19018.9,µm,Segment,Segment Position,4,4,1,100000001,510000000668,
19018.2,µm,Segment,Segment Position,4,3,1,100000001,510000000672,
19019,µm,Segment,Segment Position,3,4,1,100000001,510000000676,
18998.4,µm,Segment,Segment Position,7,3,1,100000000,510000000691,
18998.4,µm,Segment,Segment Position,6,3,1,100000000,510000000694,
18999.4,µm,Segment,Segment Position,5,3,1,100000000,510000000729,
19001.1,µm,Segment,Segment Position,4,2,1,100000000,510000000735,
19002.8,µm,Segment,Segment Position,3,2,1,100000000,510000000773,
19004.5,µm,Segment,Segment Position,2,2,1,100000000,510000000784,
19005,µm,Segment,Segment Position,1,2,1,100000000,510000000787,
19011,µm,Segment,Segment Position,6,3,1,100000000,510000000798,
18999.2,µm,Segment,Segment Position,7,3,1,100000000,510000000834,
19001.1,µm,Segment,Segment Position,6,3,1,100000000,510000000849,
19002.8,µm,Segment,Segment Position,5,2,1,100000000,510000000887,
19004,µm,Segment,Segment Position,4,2,1,100000000,510000000900,
19004.7,µm,Segment,Segment Position,3,2,1,100000000,510000000922,
19005.9,µm,Segment,Segment Position,2,2,1,100000000,510000000944,
19001.8,µm,Segment,Segment Position,7,3,1,100000000,510000000961,
19012.9,µm,Segment,Segment Position,4,1,1,100000001,510000000998,
19015,µm,Segment,Segment Position,3,1,1,100000001,510000001024,
19015.9,µm,Segment,Segment Position,2,1,1,100000001,510000001034,
19016.3,µm,Segment,Segment Position,1,1,1,100000001,510000001060,
19000.4,µm,Segment,Segment Position,7,4,1,100000000,510000001065,
19004.7,µm,Segment,Segment Position,7,3,1,100000000,510000001082,
19004.8,µm,Segment,Segment Position,6,3,1,100000000,510000001093,
19004.5,µm,Segment,Segment Position,5,3,1,100000000,510000001102,
19004.3,µm,Segment,Segment Position,4,3,1,100000000,510000001110,
18998.8,µm,Segment,Segment Position,7,4,1,100000000,510000001119,
19001.8,µm,Segment,Segment Position,7,2,1,100000000,510000001124,
19005.5,µm,Segment,Segment Position,7,4,1,100000000,510000001134,
18998.3,µm,Segment,Segment Position,6,4,1,100000000,510000001137,
19012,µm,Segment,Segment Position,6,2,1,100000000,510000001146,
19011.6,µm,Segment,Segment Position,5,2,1,100000000,510000001155,
19002.4,µm,Segment,Segment Position,1,2,1,100000000,510000001246,
19012,µm,Segment,Segment Position,6,3,1,100000000,510000001250,
19004.4,µm,Segment,Segment Position,5,4,1,100000000,510000001257,
19004.5,µm,Segment,Segment Position,6,4,1,100000000,510000001260,
