
Spine Intensity StdDev Ch=5 Img=1
 ==================== 
Spine Intensity StdDev,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
18.2418,,Spine,5,7,Image 1,4,1,100000001,610000001920,
24.299,,Spine,5,7,Image 1,4,1,100000001,610000001922,
38.5982,,Spine,5,0,Image 1,1,1,100000001,610000001924,
22.4823,,Spine,5,3,Image 1,2,1,100000000,610000001927,
32.7679,,Spine,5,6,Image 1,3,1,100000001,610000001931,
22.2668,,Spine,5,4,Image 1,3,1,100000001,610000001936,
39.1635,,Spine,5,1,Image 1,2,1,100000000,610000001938,
33.4291,,Spine,5,7,Image 1,3,1,100000000,610000001940,
27.1739,,Spine,5,6,Image 1,4,1,100000001,610000001942,
37.0882,,Spine,5,2,Image 1,3,1,100000000,610000001945,
40.2469,,Spine,5,3,Image 1,2,1,100000000,610000001947,
38.7502,,Spine,5,3,Image 1,2,1,100000000,610000001949,
34.6604,,Spine,5,2,Image 1,2,1,100000000,610000001951,
33.312,,Spine,5,0,Image 1,1,1,100000001,610000001954,
46.3671,,Spine,5,3,Image 1,2,1,100000001,610000001957,
49.6812,,Spine,5,2,Image 1,2,1,100000000,610000001960,
23.1117,,Spine,5,2,Image 1,2,1,100000000,610000001963,
28.7617,,Spine,5,3,Image 1,3,1,100000000,610000001965,
41.1599,,Spine,5,0,Image 1,1,1,100000000,610000001969,
29.3931,,Spine,5,0,Image 1,1,1,100000000,610000001972,
25.0934,,Spine,5,0,Image 1,1,1,100000000,610000001976,
23.6458,,Spine,5,3,Image 1,3,1,100000000,610000001978,
42.2324,,Spine,5,6,Image 1,3,1,100000001,610000001980,
47.9582,,Spine,5,2,Image 1,2,1,100000001,610000001982,
32.6126,,Spine,5,1,Image 1,1,1,100000000,610000001984,
54.1855,,Spine,5,3,Image 1,2,1,100000000,610000001986,
25.4873,,Spine,5,0,Image 1,1,1,100000000,610000001989,
43.1677,,Spine,5,0,Image 1,1,1,100000001,610000001991,
58.222,,Spine,5,3,Image 1,3,1,100000001,610000001995,
37.6679,,Spine,5,0,Image 1,1,1,100000000,610000002000,
37.1498,,Spine,5,1,Image 1,1,1,100000000,610000002003,
47.1186,,Spine,5,0,Image 1,1,1,100000001,610000002005,
24.0157,,Spine,5,4,Image 1,3,1,100000001,610000002008,
31.416,,Spine,5,2,Image 1,2,1,100000000,610000002010,
36.8421,,Spine,5,3,Image 1,3,1,100000000,610000002012,
58.8383,,Spine,5,3,Image 1,1,1,100000000,610000002015,
43.6509,,Spine,5,0,Image 1,1,1,100000000,610000002018,
33.2309,,Spine,5,4,Image 1,1,1,100000001,610000002021,
34.5813,,Spine,5,4,Image 1,3,1,100000000,610000002024,
