
Spine Number of Voxel Ch=2 Img=1
 ==================== 
Spine Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
62,,Spine,2,7,Image 1,4,1,100000001,610000001920,
48,,Spine,2,7,Image 1,4,1,100000001,610000001922,
52,,Spine,2,0,Image 1,1,1,100000001,610000001924,
89,,Spine,2,3,Image 1,2,1,100000000,610000001927,
94,,Spine,2,6,Image 1,3,1,100000001,610000001931,
88,,Spine,2,4,Image 1,3,1,100000001,610000001936,
104,,Spine,2,1,Image 1,2,1,100000000,610000001938,
76,,Spine,2,7,Image 1,3,1,100000000,610000001940,
109,,Spine,2,6,Image 1,4,1,100000001,610000001942,
143,,Spine,2,2,Image 1,3,1,100000000,610000001945,
93,,Spine,2,3,Image 1,2,1,100000000,610000001947,
160,,Spine,2,3,Image 1,2,1,100000000,610000001949,
32,,Spine,2,2,Image 1,2,1,100000000,610000001951,
26,,Spine,2,0,Image 1,1,1,100000001,610000001954,
190,,Spine,2,3,Image 1,2,1,100000001,610000001957,
106,,Spine,2,2,Image 1,2,1,100000000,610000001960,
25,,Spine,2,2,Image 1,2,1,100000000,610000001963,
115,,Spine,2,3,Image 1,3,1,100000000,610000001965,
113,,Spine,2,0,Image 1,1,1,100000000,610000001969,
74,,Spine,2,0,Image 1,1,1,100000000,610000001972,
194,,Spine,2,0,Image 1,1,1,100000000,610000001976,
111,,Spine,2,3,Image 1,3,1,100000000,610000001978,
89,,Spine,2,6,Image 1,3,1,100000001,610000001980,
65,,Spine,2,2,Image 1,2,1,100000001,610000001982,
160,,Spine,2,1,Image 1,1,1,100000000,610000001984,
189,,Spine,2,3,Image 1,2,1,100000000,610000001986,
28,,Spine,2,0,Image 1,1,1,100000000,610000001989,
25,,Spine,2,0,Image 1,1,1,100000001,610000001991,
85,,Spine,2,3,Image 1,3,1,100000001,610000001995,
234,,Spine,2,0,Image 1,1,1,100000000,610000002000,
170,,Spine,2,1,Image 1,1,1,100000000,610000002003,
74,,Spine,2,0,Image 1,1,1,100000001,610000002005,
57,,Spine,2,4,Image 1,3,1,100000001,610000002008,
95,,Spine,2,2,Image 1,2,1,100000000,610000002010,
249,,Spine,2,3,Image 1,3,1,100000000,610000002012,
216,,Spine,2,3,Image 1,1,1,100000000,610000002015,
307,,Spine,2,0,Image 1,1,1,100000000,610000002018,
88,,Spine,2,4,Image 1,1,1,100000001,610000002021,
84,,Spine,2,4,Image 1,3,1,100000000,610000002024,
64,,Spine,2,0,Image 1,1,1,100000001,610000002026,
54,,Spine,2,0,Image 1,1,1,100000000,610000002028,
163,,Spine,2,2,Image 1,1,1,100000000,610000002031,
198,,Spine,2,1,Image 1,1,1,100000001,610000002035,
144,,Spine,2,1,Image 1,1,1,100000000,610000002037,
55,,Spine,2,1,Image 1,1,1,100000000,610000002043,
139,,Spine,2,2,Image 1,2,1,100000000,610000002045,
141,,Spine,2,1,Image 1,1,1,100000000,610000002050,
80,,Spine,2,0,Image 1,1,1,100000000,610000002053,
80,,Spine,2,0,Image 1,1,1,100000000,610000002058,
193,,Spine,2,2,Image 1,3,1,100000001,610000002060,
185,,Spine,2,0,Image 1,1,1,100000000,610000002062,
128,,Spine,2,0,Image 1,1,1,100000000,610000002071,
332,,Spine,2,0,Image 1,1,1,100000000,610000002074,
42,,Spine,2,2,Image 1,3,1,100000000,610000002104,
111,,Spine,2,2,Image 1,2,1,100000000,610000002105,
215,,Spine,2,2,Image 1,2,1,100000000,610000002106,
75,,Spine,2,1,Image 1,2,1,100000000,610000002107,
229,,Spine,2,1,Image 1,1,1,100000000,610000002108,
99,,Spine,2,1,Image 1,1,1,100000000,610000002109,
120,,Spine,2,1,Image 1,1,1,100000000,610000002110,
176,,Spine,2,1,Image 1,1,1,100000000,610000002111,
46,,Spine,2,1,Image 1,1,1,100000000,610000002112,
37,,Spine,2,1,Image 1,1,1,100000000,610000002113,
182,,Spine,2,5,Image 1,2,1,100000000,610000002114,
150,,Spine,2,5,Image 1,2,1,100000000,610000002115,
71,,Spine,2,7,Image 1,3,1,100000000,610000002116,
320,,Spine,2,0,Image 1,1,1,100000000,610000002117,
300,,Spine,2,0,Image 1,1,1,100000000,610000002118,
860,,Spine,2,0,Image 1,1,1,100000000,610000002119,
126,,Spine,2,0,Image 1,1,1,100000000,610000002120,
90,,Spine,2,2,Image 1,2,1,100000000,610000002136,
169,,Spine,2,2,Image 1,2,1,100000000,610000002137,
69,,Spine,2,3,Image 1,2,1,100000000,610000002138,
47,,Spine,2,4,Image 1,2,1,100000000,610000002139,
184,,Spine,2,3,Image 1,1,1,100000000,610000002140,
193,,Spine,2,0,Image 1,1,1,100000000,610000002143,
127,,Spine,2,0,Image 1,1,1,100000000,610000002144,
136,,Spine,2,0,Image 1,1,1,100000000,610000002145,
136,,Spine,2,0,Image 1,1,1,100000000,610000002146,
146,,Spine,2,0,Image 1,1,1,100000000,610000002147,
197,,Spine,2,0,Image 1,1,1,100000000,610000002148,
104,,Spine,2,0,Image 1,1,1,100000000,610000002149,
37,,Spine,2,0,Image 1,1,1,100000000,610000002150,
69,,Spine,2,0,Image 1,1,1,100000000,610000002151,
110,,Spine,2,2,Image 1,2,1,100000001,610000002152,
157,,Spine,2,2,Image 1,1,1,100000001,610000002153,
122,,Spine,2,2,Image 1,1,1,100000001,610000002154,
72,,Spine,2,5,Image 1,4,1,100000001,610000002155,
56,,Spine,2,5,Image 1,4,1,100000001,610000002156,
94,,Spine,2,4,Image 1,2,1,100000001,610000002157,
167,,Spine,2,3,Image 1,1,1,100000001,610000002158,
78,,Spine,2,4,Image 1,3,1,100000001,610000002159,
