
Spine Center Intensity Min Ch=1 Img=1
 ==================== 
Spine Center Intensity Min,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
1,,Spine,1,7,Image 1,4,1,100000001,610000001920,
3,,Spine,1,7,Image 1,4,1,100000001,610000001922,
2,,Spine,1,0,Image 1,1,1,100000001,610000001924,
1,,Spine,1,3,Image 1,2,1,100000000,610000001927,
2,,Spine,1,6,Image 1,3,1,100000001,610000001931,
1,,Spine,1,4,Image 1,3,1,100000001,610000001936,
0,,Spine,1,1,Image 1,2,1,100000000,610000001938,
3,,Spine,1,7,Image 1,3,1,100000000,610000001940,
5,,Spine,1,6,Image 1,4,1,100000001,610000001942,
2,,Spine,1,2,Image 1,3,1,100000000,610000001945,
1,,Spine,1,3,Image 1,2,1,100000000,610000001947,
3,,Spine,1,3,Image 1,2,1,100000000,610000001949,
4,,Spine,1,2,Image 1,2,1,100000000,610000001951,
2,,Spine,1,0,Image 1,1,1,100000001,610000001954,
2,,Spine,1,3,Image 1,2,1,100000001,610000001957,
2,,Spine,1,2,Image 1,2,1,100000000,610000001960,
2,,Spine,1,2,Image 1,2,1,100000000,610000001963,
2,,Spine,1,3,Image 1,3,1,100000000,610000001965,
1,,Spine,1,0,Image 1,1,1,100000000,610000001969,
3,,Spine,1,0,Image 1,1,1,100000000,610000001972,
0,,Spine,1,0,Image 1,1,1,100000000,610000001976,
1,,Spine,1,3,Image 1,3,1,100000000,610000001978,
0,,Spine,1,6,Image 1,3,1,100000001,610000001980,
6,,Spine,1,2,Image 1,2,1,100000001,610000001982,
1,,Spine,1,1,Image 1,1,1,100000000,610000001984,
2,,Spine,1,3,Image 1,2,1,100000000,610000001986,
1,,Spine,1,0,Image 1,1,1,100000000,610000001989,
5,,Spine,1,0,Image 1,1,1,100000001,610000001991,
2,,Spine,1,3,Image 1,3,1,100000001,610000001995,
1,,Spine,1,0,Image 1,1,1,100000000,610000002000,
2,,Spine,1,1,Image 1,1,1,100000000,610000002003,
3,,Spine,1,0,Image 1,1,1,100000001,610000002005,
1,,Spine,1,4,Image 1,3,1,100000001,610000002008,
0,,Spine,1,2,Image 1,2,1,100000000,610000002010,
0,,Spine,1,3,Image 1,3,1,100000000,610000002012,
1,,Spine,1,3,Image 1,1,1,100000000,610000002015,
3,,Spine,1,0,Image 1,1,1,100000000,610000002018,
2,,Spine,1,4,Image 1,1,1,100000001,610000002021,
1,,Spine,1,4,Image 1,3,1,100000000,610000002024,
3,,Spine,1,0,Image 1,1,1,100000001,610000002026,
2,,Spine,1,0,Image 1,1,1,100000000,610000002028,
3,,Spine,1,2,Image 1,1,1,100000000,610000002031,
8,,Spine,1,1,Image 1,1,1,100000001,610000002035,
3,,Spine,1,1,Image 1,1,1,100000000,610000002037,
0,,Spine,1,1,Image 1,1,1,100000000,610000002043,
1,,Spine,1,2,Image 1,2,1,100000000,610000002045,
3,,Spine,1,1,Image 1,1,1,100000000,610000002050,
1,,Spine,1,0,Image 1,1,1,100000000,610000002053,
3,,Spine,1,0,Image 1,1,1,100000000,610000002058,
5,,Spine,1,2,Image 1,3,1,100000001,610000002060,
1,,Spine,1,0,Image 1,1,1,100000000,610000002062,
4,,Spine,1,0,Image 1,1,1,100000000,610000002071,
10,,Spine,1,0,Image 1,1,1,100000000,610000002074,
5,,Spine,1,2,Image 1,3,1,100000000,610000002104,
1,,Spine,1,2,Image 1,2,1,100000000,610000002105,
1,,Spine,1,2,Image 1,2,1,100000000,610000002106,
4,,Spine,1,1,Image 1,2,1,100000000,610000002107,
1,,Spine,1,1,Image 1,1,1,100000000,610000002108,
2,,Spine,1,1,Image 1,1,1,100000000,610000002109,
1,,Spine,1,1,Image 1,1,1,100000000,610000002110,
1,,Spine,1,1,Image 1,1,1,100000000,610000002111,
2,,Spine,1,1,Image 1,1,1,100000000,610000002112,
2,,Spine,1,1,Image 1,1,1,100000000,610000002113,
3,,Spine,1,5,Image 1,2,1,100000000,610000002114,
3,,Spine,1,5,Image 1,2,1,100000000,610000002115,
3,,Spine,1,7,Image 1,3,1,100000000,610000002116,
1,,Spine,1,0,Image 1,1,1,100000000,610000002117,
4,,Spine,1,0,Image 1,1,1,100000000,610000002118,
3,,Spine,1,0,Image 1,1,1,100000000,610000002119,
3,,Spine,1,0,Image 1,1,1,100000000,610000002120,
3,,Spine,1,2,Image 1,2,1,100000000,610000002136,
7,,Spine,1,2,Image 1,2,1,100000000,610000002137,
3,,Spine,1,3,Image 1,2,1,100000000,610000002138,
1,,Spine,1,4,Image 1,2,1,100000000,610000002139,
1,,Spine,1,3,Image 1,1,1,100000000,610000002140,
1,,Spine,1,0,Image 1,1,1,100000000,610000002143,
2,,Spine,1,0,Image 1,1,1,100000000,610000002144,
3,,Spine,1,0,Image 1,1,1,100000000,610000002145,
3,,Spine,1,0,Image 1,1,1,100000000,610000002146,
1,,Spine,1,0,Image 1,1,1,100000000,610000002147,
0,,Spine,1,0,Image 1,1,1,100000000,610000002148,
2,,Spine,1,0,Image 1,1,1,100000000,610000002149,
3,,Spine,1,0,Image 1,1,1,100000000,610000002150,
1,,Spine,1,0,Image 1,1,1,100000000,610000002151,
4,,Spine,1,2,Image 1,2,1,100000001,610000002152,
4,,Spine,1,2,Image 1,1,1,100000001,610000002153,
3,,Spine,1,2,Image 1,1,1,100000001,610000002154,
6,,Spine,1,5,Image 1,4,1,100000001,610000002155,
7,,Spine,1,5,Image 1,4,1,100000001,610000002156,
1,,Spine,1,4,Image 1,2,1,100000001,610000002157,
3,,Spine,1,3,Image 1,1,1,100000001,610000002158,
0,,Spine,1,4,Image 1,3,1,100000001,610000002159,
1,,Spine,1,4,Image 1,2,1,100000001,610000002160,
