
Segment Number of Voxel Ch=5 Img=1
 ==================== 
Segment Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
706,,Segment,5,2,Image 1,3,1,100000000,510000000057,
458,,Segment,5,1,Image 1,2,1,100000000,510000000076,
216,,Segment,5,0,Image 1,1,1,100000000,510000000085,
167,,Segment,5,6,Image 1,4,1,100000000,510000000099,
143,,Segment,5,5,Image 1,3,1,100000000,510000000106,
495,,Segment,5,4,Image 1,2,1,100000000,510000000140,
334,,Segment,5,3,Image 1,2,1,100000000,510000000153,
764,,Segment,5,2,Image 1,1,1,100000000,510000000164,
1522,,Segment,5,1,Image 1,1,1,100000000,510000000182,
636,,Segment,5,0,Image 1,1,1,100000000,510000000199,
405,,Segment,5,2,Image 1,2,1,100000000,510000000238,
859,,Segment,5,1,Image 1,1,1,100000000,510000000262,
432,,Segment,5,0,Image 1,1,1,100000000,510000000280,
549,,Segment,5,2,Image 1,2,1,100000001,510000000322,
248,,Segment,5,1,Image 1,1,1,100000001,510000000333,
5538,,Segment,5,0,Image 1,1,1,100000001,510000000375,
320,,Segment,5,2,Image 1,1,1,100000001,510000000387,
93,,Segment,5,1,Image 1,2,1,100000001,510000000391,
320,,Segment,5,7,Image 1,4,1,100000001,510000000405,
236,,Segment,5,6,Image 1,4,1,100000001,510000000412,
265,,Segment,5,5,Image 1,4,1,100000001,510000000419,
318,,Segment,5,4,Image 1,3,1,100000001,510000000427,
232,,Segment,5,3,Image 1,3,1,100000001,510000000434,
408,,Segment,5,2,Image 1,2,1,100000001,510000000441,
425,,Segment,5,1,Image 1,2,1,100000001,510000000466,
393,,Segment,5,5,Image 1,3,1,100000001,510000000504,
1105,,Segment,5,4,Image 1,2,1,100000001,510000000538,
172,,Segment,5,6,Image 1,3,1,100000001,510000000553,
328,,Segment,5,5,Image 1,2,1,100000001,510000000566,
200,,Segment,5,6,Image 1,2,1,100000001,510000000576,
773,,Segment,5,3,Image 1,3,1,100000001,510000000630,
482,,Segment,5,2,Image 1,3,1,100000001,510000000643,
104,,Segment,5,7,Image 1,5,1,100000001,510000000648,
181,,Segment,5,6,Image 1,5,1,100000001,510000000653,
