
Spine Terminal Pt Position Y
 ==================== 
Spine Terminal Pt Position Y,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
19019.1,µm,Spine,Spine Terminal Pt Position,7,4,1,100000001,610000001920,
19018.4,µm,Spine,Spine Terminal Pt Position,7,4,1,100000001,610000001922,
19013.8,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000001924,
19002.8,µm,Spine,Spine Terminal Pt Position,3,2,1,100000000,610000001927,
19016.8,µm,Spine,Spine Terminal Pt Position,6,3,1,100000001,610000001931,
19015.7,µm,Spine,Spine Terminal Pt Position,4,3,1,100000001,610000001936,
19000.6,µm,Spine,Spine Terminal Pt Position,1,2,1,100000000,610000001938,
19001.4,µm,Spine,Spine Terminal Pt Position,7,3,1,100000000,610000001940,
19018.8,µm,Spine,Spine Terminal Pt Position,6,4,1,100000001,610000001942,
19004.2,µm,Spine,Spine Terminal Pt Position,2,3,1,100000000,610000001945,
19005.4,µm,Spine,Spine Terminal Pt Position,3,2,1,100000000,610000001947,
19002.9,µm,Spine,Spine Terminal Pt Position,3,2,1,100000000,610000001949,
19004,µm,Spine,Spine Terminal Pt Position,2,2,1,100000000,610000001951,
19014.1,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000001954,
19016.4,µm,Spine,Spine Terminal Pt Position,3,2,1,100000001,610000001957,
19006.3,µm,Spine,Spine Terminal Pt Position,2,2,1,100000000,610000001960,
19003.8,µm,Spine,Spine Terminal Pt Position,2,2,1,100000000,610000001963,
19004.4,µm,Spine,Spine Terminal Pt Position,3,3,1,100000000,610000001965,
19005,µm,Spine,Spine Terminal Pt Position,,,1,,610000001967,
19004.8,µm,Spine,Spine Terminal Pt Position,,,1,,610000001971,
19004.4,µm,Spine,Spine Terminal Pt Position,0,1,1,100000000,610000001976,
19004.5,µm,Spine,Spine Terminal Pt Position,3,3,1,100000000,610000001978,
19016.6,µm,Spine,Spine Terminal Pt Position,6,3,1,100000001,610000001980,
19014.3,µm,Spine,Spine Terminal Pt Position,2,2,1,100000001,610000001982,
19005.4,µm,Spine,Spine Terminal Pt Position,1,1,1,100000000,610000001984,
19006.5,µm,Spine,Spine Terminal Pt Position,3,2,1,100000000,610000001986,
19014.6,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000001991,
19019.3,µm,Spine,Spine Terminal Pt Position,3,3,1,100000001,610000001995,
19004.8,µm,Spine,Spine Terminal Pt Position,,,1,,610000001997,
19005.3,µm,Spine,Spine Terminal Pt Position,1,1,1,100000000,610000002003,
19015.1,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000002005,
19015.8,µm,Spine,Spine Terminal Pt Position,4,3,1,100000001,610000002008,
19004.6,µm,Spine,Spine Terminal Pt Position,2,2,1,100000000,610000002010,
19006,µm,Spine,Spine Terminal Pt Position,3,3,1,100000000,610000002012,
19002,µm,Spine,Spine Terminal Pt Position,3,1,1,100000000,610000002015,
19005,µm,Spine,Spine Terminal Pt Position,0,1,1,100000000,610000002018,
19012.4,µm,Spine,Spine Terminal Pt Position,4,1,1,100000001,610000002021,
19004.8,µm,Spine,Spine Terminal Pt Position,4,3,1,100000000,610000002024,
19014.8,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000002026,
19003.1,µm,Spine,Spine Terminal Pt Position,2,1,1,100000000,610000002031,
19005.5,µm,Spine,Spine Terminal Pt Position,1,1,1,100000000,610000002037,
19005.2,µm,Spine,Spine Terminal Pt Position,1,1,1,100000000,610000002043,
19004.4,µm,Spine,Spine Terminal Pt Position,2,2,1,100000000,610000002045,
19005.5,µm,Spine,Spine Terminal Pt Position,1,1,1,100000000,610000002050,
19001.9,µm,Spine,Spine Terminal Pt Position,0,1,1,100000000,610000002058,
19019.5,µm,Spine,Spine Terminal Pt Position,2,3,1,100000001,610000002060,
19013.8,µm,Spine,Spine Terminal Pt Position,2,2,1,100000001,610000002152,
19012.5,µm,Spine,Spine Terminal Pt Position,2,1,1,100000001,610000002153,
19012.6,µm,Spine,Spine Terminal Pt Position,2,1,1,100000001,610000002154,
19019.5,µm,Spine,Spine Terminal Pt Position,5,4,1,100000001,610000002155,
19018.9,µm,Spine,Spine Terminal Pt Position,5,4,1,100000001,610000002156,
19013,µm,Spine,Spine Terminal Pt Position,4,2,1,100000001,610000002157,
19015.6,µm,Spine,Spine Terminal Pt Position,3,1,1,100000001,610000002158,
19015.4,µm,Spine,Spine Terminal Pt Position,4,3,1,100000001,610000002159,
19016.5,µm,Spine,Spine Terminal Pt Position,4,2,1,100000001,610000002160,
19006.1,µm,Spine,Spine Terminal Pt Position,1,1,1,,610000002163,
19005.5,µm,Spine,Spine Terminal Pt Position,1,1,1,,610000002164,
19005.5,µm,Spine,Spine Terminal Pt Position,1,1,1,,610000002165,
19005.3,µm,Spine,Spine Terminal Pt Position,1,1,1,,610000002166,
19006.3,µm,Spine,Spine Terminal Pt Position,1,2,1,,610000002169,
19006.6,µm,Spine,Spine Terminal Pt Position,2,2,1,,610000002170,
19006.1,µm,Spine,Spine Terminal Pt Position,2,2,1,,610000002171,
19007.9,µm,Spine,Spine Terminal Pt Position,2,3,1,,610000002172,
19004.4,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000002174,
19005.2,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000002175,
19005.3,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000002176,
19001.4,µm,Spine,Spine Terminal Pt Position,7,3,1,,610000002177,
19012,µm,Spine,Spine Terminal Pt Position,5,2,1,,610000002178,
19011.8,µm,Spine,Spine Terminal Pt Position,5,2,1,,610000002179,
19003.2,µm,Spine,Spine Terminal Pt Position,3,2,1,,610000002180,
19001.5,µm,Spine,Spine Terminal Pt Position,4,2,1,,610000002181,
19001.8,µm,Spine,Spine Terminal Pt Position,3,1,1,,610000002182,
19003.2,µm,Spine,Spine Terminal Pt Position,2,2,1,,610000002183,
19003.1,µm,Spine,Spine Terminal Pt Position,2,2,1,,610000002184,
19002.4,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000002185,
19002.4,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000002186,
19002.6,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000002187,
