
Spine Terminal Pt Time
 ==================== 
Spine Terminal Pt Time,Unit,Category,Depth,Level,Time,FilamentID,ID,
0,s,Spine,7,4,1,100000001,610000001920,
0,s,Spine,7,4,1,100000001,610000001922,
0,s,Spine,0,1,1,100000001,610000001924,
0,s,Spine,3,2,1,100000000,610000001927,
0,s,Spine,6,3,1,100000001,610000001931,
0,s,Spine,4,3,1,100000001,610000001936,
0,s,Spine,1,2,1,100000000,610000001938,
0,s,Spine,7,3,1,100000000,610000001940,
0,s,Spine,6,4,1,100000001,610000001942,
0,s,Spine,2,3,1,100000000,610000001945,
0,s,Spine,3,2,1,100000000,610000001947,
0,s,Spine,3,2,1,100000000,610000001949,
0,s,Spine,2,2,1,100000000,610000001951,
0,s,Spine,0,1,1,100000001,610000001954,
0,s,Spine,3,2,1,100000001,610000001957,
0,s,Spine,2,2,1,100000000,610000001960,
0,s,Spine,2,2,1,100000000,610000001963,
0,s,Spine,3,3,1,100000000,610000001965,
0,s,Spine,,,1,,610000001967,
0,s,Spine,,,1,,610000001971,
0,s,Spine,0,1,1,100000000,610000001976,
0,s,Spine,3,3,1,100000000,610000001978,
0,s,Spine,6,3,1,100000001,610000001980,
0,s,Spine,2,2,1,100000001,610000001982,
0,s,Spine,1,1,1,100000000,610000001984,
0,s,Spine,3,2,1,100000000,610000001986,
0,s,Spine,0,1,1,100000001,610000001991,
0,s,Spine,3,3,1,100000001,610000001995,
0,s,Spine,,,1,,610000001997,
0,s,Spine,1,1,1,100000000,610000002003,
0,s,Spine,0,1,1,100000001,610000002005,
0,s,Spine,4,3,1,100000001,610000002008,
0,s,Spine,2,2,1,100000000,610000002010,
0,s,Spine,3,3,1,100000000,610000002012,
0,s,Spine,3,1,1,100000000,610000002015,
0,s,Spine,0,1,1,100000000,610000002018,
0,s,Spine,4,1,1,100000001,610000002021,
0,s,Spine,4,3,1,100000000,610000002024,
0,s,Spine,0,1,1,100000001,610000002026,
0,s,Spine,2,1,1,100000000,610000002031,
0,s,Spine,1,1,1,100000000,610000002037,
0,s,Spine,1,1,1,100000000,610000002043,
0,s,Spine,2,2,1,100000000,610000002045,
0,s,Spine,1,1,1,100000000,610000002050,
0,s,Spine,0,1,1,100000000,610000002058,
0,s,Spine,2,3,1,100000001,610000002060,
0,s,Spine,2,2,1,100000001,610000002152,
0,s,Spine,2,1,1,100000001,610000002153,
0,s,Spine,2,1,1,100000001,610000002154,
0,s,Spine,5,4,1,100000001,610000002155,
0,s,Spine,5,4,1,100000001,610000002156,
0,s,Spine,4,2,1,100000001,610000002157,
0,s,Spine,3,1,1,100000001,610000002158,
0,s,Spine,4,3,1,100000001,610000002159,
0,s,Spine,4,2,1,100000001,610000002160,
0,s,Spine,1,1,1,,610000002163,
0,s,Spine,1,1,1,,610000002164,
0,s,Spine,1,1,1,,610000002165,
0,s,Spine,1,1,1,,610000002166,
0,s,Spine,1,2,1,,610000002169,
0,s,Spine,2,2,1,,610000002170,
0,s,Spine,2,2,1,,610000002171,
0,s,Spine,2,3,1,,610000002172,
0,s,Spine,0,1,1,,610000002174,
0,s,Spine,0,1,1,,610000002175,
0,s,Spine,0,1,1,,610000002176,
0,s,Spine,7,3,1,,610000002177,
0,s,Spine,5,2,1,,610000002178,
0,s,Spine,5,2,1,,610000002179,
0,s,Spine,3,2,1,,610000002180,
0,s,Spine,4,2,1,,610000002181,
0,s,Spine,3,1,1,,610000002182,
0,s,Spine,2,2,1,,610000002183,
0,s,Spine,2,2,1,,610000002184,
0,s,Spine,0,1,1,,610000002185,
0,s,Spine,0,1,1,,610000002186,
0,s,Spine,0,1,1,,610000002187,
0,s,Spine,0,1,1,,610000002188,
0,s,Spine,0,1,1,,610000002189,
0,s,Spine,0,1,1,,610000002191,
0,s,Spine,0,1,1,,610000002192,
0,s,Spine,0,1,1,,610000002193,
