
Segment Center Intensity Sum Ch=1 Img=1
 ==================== 
Segment Center Intensity Sum,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
177,,Segment,1,2,Image 1,3,1,100000000,510000000057,
71,,Segment,1,1,Image 1,2,1,100000000,510000000076,
16,,Segment,1,0,Image 1,1,1,100000000,510000000085,
33,,Segment,1,6,Image 1,4,1,100000000,510000000099,
34,,Segment,1,5,Image 1,3,1,100000000,510000000106,
110,,Segment,1,4,Image 1,2,1,100000000,510000000140,
39,,Segment,1,3,Image 1,2,1,100000000,510000000153,
38,,Segment,1,2,Image 1,1,1,100000000,510000000164,
39,,Segment,1,1,Image 1,1,1,100000000,510000000182,
23,,Segment,1,0,Image 1,1,1,100000000,510000000199,
131,,Segment,1,2,Image 1,2,1,100000000,510000000238,
125,,Segment,1,1,Image 1,1,1,100000000,510000000262,
35,,Segment,1,0,Image 1,1,1,100000000,510000000280,
191,,Segment,1,2,Image 1,2,1,100000001,510000000322,
66,,Segment,1,1,Image 1,1,1,100000001,510000000333,
198,,Segment,1,0,Image 1,1,1,100000001,510000000375,
36,,Segment,1,2,Image 1,1,1,100000001,510000000387,
80,,Segment,1,1,Image 1,2,1,100000001,510000000391,
51,,Segment,1,7,Image 1,4,1,100000001,510000000405,
51,,Segment,1,6,Image 1,4,1,100000001,510000000412,
49,,Segment,1,5,Image 1,4,1,100000001,510000000419,
32,,Segment,1,4,Image 1,3,1,100000001,510000000427,
28,,Segment,1,3,Image 1,3,1,100000001,510000000434,
32,,Segment,1,2,Image 1,2,1,100000001,510000000441,
123,,Segment,1,1,Image 1,2,1,100000001,510000000466,
113,,Segment,1,5,Image 1,3,1,100000001,510000000504,
183,,Segment,1,4,Image 1,2,1,100000001,510000000538,
207,,Segment,1,6,Image 1,3,1,100000001,510000000553,
36,,Segment,1,5,Image 1,2,1,100000001,510000000566,
39,,Segment,1,6,Image 1,2,1,100000001,510000000576,
260,,Segment,1,3,Image 1,3,1,100000001,510000000630,
84,,Segment,1,2,Image 1,3,1,100000001,510000000643,
22,,Segment,1,7,Image 1,5,1,100000001,510000000648,
27,,Segment,1,6,Image 1,5,1,100000001,510000000653,
18,,Segment,1,5,Image 1,3,1,100000001,510000000657,
44,,Segment,1,5,Image 1,4,1,100000001,510000000665,
13,,Segment,1,4,Image 1,4,1,100000001,510000000668,
40,,Segment,1,4,Image 1,3,1,100000001,510000000672,
26,,Segment,1,3,Image 1,4,1,100000001,510000000676,
42,,Segment,1,7,Image 1,3,1,100000000,510000000691,
8,,Segment,1,6,Image 1,3,1,100000000,510000000694,
115,,Segment,1,5,Image 1,3,1,100000000,510000000729,
29,,Segment,1,4,Image 1,2,1,100000000,510000000735,
125,,Segment,1,3,Image 1,2,1,100000000,510000000773,
40,,Segment,1,2,Image 1,2,1,100000000,510000000784,
13,,Segment,1,1,Image 1,2,1,100000000,510000000787,
29,,Segment,1,6,Image 1,3,1,100000000,510000000798,
131,,Segment,1,7,Image 1,3,1,100000000,510000000834,
40,,Segment,1,6,Image 1,3,1,100000000,510000000849,
117,,Segment,1,5,Image 1,2,1,100000000,510000000887,
38,,Segment,1,4,Image 1,2,1,100000000,510000000900,
136,,Segment,1,3,Image 1,2,1,100000000,510000000922,
98,,Segment,1,2,Image 1,2,1,100000000,510000000944,
58,,Segment,1,7,Image 1,3,1,100000000,510000000961,
144,,Segment,1,4,Image 1,1,1,100000001,510000000998,
107,,Segment,1,3,Image 1,1,1,100000001,510000001024,
49,,Segment,1,2,Image 1,1,1,100000001,510000001034,
462,,Segment,1,1,Image 1,1,1,100000001,510000001060,
16,,Segment,1,7,Image 1,4,1,100000000,510000001065,
55,,Segment,1,7,Image 1,3,1,100000000,510000001082,
39,,Segment,1,6,Image 1,3,1,100000000,510000001093,
33,,Segment,1,5,Image 1,3,1,100000000,510000001102,
21,,Segment,1,4,Image 1,3,1,100000000,510000001110,
32,,Segment,1,7,Image 1,4,1,100000000,510000001119,
21,,Segment,1,7,Image 1,2,1,100000000,510000001124,
34,,Segment,1,7,Image 1,4,1,100000000,510000001134,
9,,Segment,1,6,Image 1,4,1,100000000,510000001137,
45,,Segment,1,6,Image 1,2,1,100000000,510000001146,
38,,Segment,1,5,Image 1,2,1,100000000,510000001155,
273,,Segment,1,1,Image 1,2,1,100000000,510000001246,
13,,Segment,1,6,Image 1,3,1,100000000,510000001250,
23,,Segment,1,5,Image 1,4,1,100000000,510000001257,
21,,Segment,1,6,Image 1,4,1,100000000,510000001260,
110,,Segment,1,2,Image 1,1,1,100000000,510000001306,
62,,Segment,1,1,Image 1,1,1,100000000,510000001328,
35,,Segment,1,5,Image 1,3,1,100000000,510000001337,
11,,Segment,1,4,Image 1,2,1,100000000,510000001341,
242,,Segment,1,3,Image 1,2,1,100000000,510000001399,
79,,Segment,1,2,Image 1,1,1,100000000,510000001418,
26,,Segment,1,4,Image 1,3,1,100000000,510000001424,
22,,Segment,1,5,Image 1,2,1,100000000,510000001430,
37,,Segment,1,4,Image 1,3,1,100000000,510000001442,
15,,Segment,1,4,Image 1,3,1,100000000,510000001445,
63,,Segment,1,3,Image 1,3,1,100000000,510000001468,
78,,Segment,1,4,Image 1,3,1,100000001,510000001494,
59,,Segment,1,3,Image 1,2,1,100000001,510000001510,
5,,Segment,1,5,Image 1,2,1,100000001,510000001518,
63,,Segment,1,4,Image 1,2,1,100000001,510000001539,
12,,Segment,1,5,Image 1,3,1,100000001,510000001544,
42,,Segment,1,4,Image 1,2,1,100000001,510000001557,
67,,Segment,1,2,Image 1,2,1,100000000,510000001575,
22,,Segment,1,4,Image 1,2,1,100000000,510000001580,
40,,Segment,1,3,Image 1,1,1,100000000,510000001590,
46,,Segment,1,3,Image 1,1,1,100000000,510000001603,
28,,Segment,1,3,Image 1,3,1,100000000,510000001611,
21,,Segment,1,4,Image 1,1,1,100000000,510000001616,
13,,Segment,1,2,Image 1,2,1,100000000,510000001622,
44,,Segment,1,2,Image 1,3,1,100000000,510000001635,
32,,Segment,1,1,Image 1,1,1,100000000,510000001643,
146,,Segment,1,0,Image 1,1,1,100000000,510000001672,
75,,Segment,1,1,Image 1,2,1,100000000,510000001686,
7,,Segment,1,0,Image 1,1,1,100000000,510000001724,
25,,Segment,1,0,Image 1,1,1,100000000,510000001742,
16,,Segment,1,2,Image 1,2,1,100000001,510000001744,
8,,Segment,1,6,Image 1,2,1,100000000,510000001767,
12,,Segment,1,0,Image 1,1,1,100000001,510000001768,
9,,Segment,1,3,Image 1,2,1,100000001,510000001770,
