
Segment Center Number of Voxel Ch=2 Img=1
 ==================== 
Segment Center Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
51,,Segment,2,2,Image 1,3,1,100000000,510000000057,
20,,Segment,2,1,Image 1,2,1,100000000,510000000076,
5,,Segment,2,0,Image 1,1,1,100000000,510000000085,
13,,Segment,2,6,Image 1,4,1,100000000,510000000099,
8,,Segment,2,5,Image 1,3,1,100000000,510000000106,
35,,Segment,2,4,Image 1,2,1,100000000,510000000140,
14,,Segment,2,3,Image 1,2,1,100000000,510000000153,
12,,Segment,2,2,Image 1,1,1,100000000,510000000164,
19,,Segment,2,1,Image 1,1,1,100000000,510000000182,
10,,Segment,2,0,Image 1,1,1,100000000,510000000199,
29,,Segment,2,2,Image 1,2,1,100000000,510000000238,
25,,Segment,2,1,Image 1,1,1,100000000,510000000262,
7,,Segment,2,0,Image 1,1,1,100000000,510000000280,
37,,Segment,2,2,Image 1,2,1,100000001,510000000322,
12,,Segment,2,1,Image 1,1,1,100000001,510000000333,
43,,Segment,2,0,Image 1,1,1,100000001,510000000375,
11,,Segment,2,2,Image 1,1,1,100000001,510000000387,
5,,Segment,2,1,Image 1,2,1,100000001,510000000391,
16,,Segment,2,7,Image 1,4,1,100000001,510000000405,
8,,Segment,2,6,Image 1,4,1,100000001,510000000412,
8,,Segment,2,5,Image 1,4,1,100000001,510000000419,
9,,Segment,2,4,Image 1,3,1,100000001,510000000427,
8,,Segment,2,3,Image 1,3,1,100000001,510000000434,
8,,Segment,2,2,Image 1,2,1,100000001,510000000441,
26,,Segment,2,1,Image 1,2,1,100000001,510000000466,
33,,Segment,2,5,Image 1,3,1,100000001,510000000504,
35,,Segment,2,4,Image 1,2,1,100000001,510000000538,
15,,Segment,2,6,Image 1,3,1,100000001,510000000553,
14,,Segment,2,5,Image 1,2,1,100000001,510000000566,
11,,Segment,2,6,Image 1,2,1,100000001,510000000576,
55,,Segment,2,3,Image 1,3,1,100000001,510000000630,
