
Soma Intensity Mean Ch=5 Img=1
 ==================== 
Soma Intensity Mean,Unit,Category,Channel,Image,Time,FilamentID,ID,
92.4199,,Soma,5,Image 1,1,100000000,800000000,
50.0324,,Soma,5,Image 1,1,100000001,800000001,
