
Spine Max Diameter
 ==================== 
Spine Max Diameter,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.251367,µm,Spine,7,4,1,100000001,610000001920,
0.259833,µm,Spine,7,4,1,100000001,610000001922,
0.254282,µm,Spine,0,1,1,100000001,610000001924,
0.304932,µm,Spine,3,2,1,100000000,610000001927,
0.278937,µm,Spine,6,3,1,100000001,610000001931,
0.28588,µm,Spine,4,3,1,100000001,610000001936,
0.374244,µm,Spine,1,2,1,100000000,610000001938,
0.295713,µm,Spine,7,3,1,100000000,610000001940,
0.410005,µm,Spine,6,4,1,100000001,610000001942,
0.332382,µm,Spine,2,3,1,100000000,610000001945,
0.329666,µm,Spine,3,2,1,100000000,610000001947,
0.374977,µm,Spine,3,2,1,100000000,610000001949,
0.281112,µm,Spine,2,2,1,100000000,610000001951,
0.222151,µm,Spine,0,1,1,100000001,610000001954,
0.418096,µm,Spine,3,2,1,100000001,610000001957,
0.340779,µm,Spine,2,2,1,100000000,610000001960,
0.210954,µm,Spine,2,2,1,100000000,610000001963,
0.364711,µm,Spine,3,3,1,100000000,610000001965,
0.398633,µm,Spine,0,1,1,100000000,610000001969,
0.309906,µm,Spine,0,1,1,100000000,610000001972,
0.472266,µm,Spine,0,1,1,100000000,610000001976,
0.341527,µm,Spine,3,3,1,100000000,610000001978,
0.317617,µm,Spine,6,3,1,100000001,610000001980,
0.300551,µm,Spine,2,2,1,100000001,610000001982,
0.445128,µm,Spine,1,1,1,100000000,610000001984,
0.486362,µm,Spine,3,2,1,100000000,610000001986,
0.228516,µm,Spine,0,1,1,100000000,610000001989,
0.243255,µm,Spine,0,1,1,100000001,610000001991,
0.319772,µm,Spine,3,3,1,100000001,610000001995,
0.509353,µm,Spine,0,1,1,100000000,610000002000,
0.396689,µm,Spine,1,1,1,100000000,610000002003,
0.305092,µm,Spine,0,1,1,100000001,610000002005,
0.273142,µm,Spine,4,3,1,100000001,610000002008,
0.387853,µm,Spine,2,2,1,100000000,610000002010,
0.509584,µm,Spine,3,3,1,100000000,610000002012,
0.452651,µm,Spine,3,1,1,100000000,610000002015,
0.436521,µm,Spine,0,1,1,100000000,610000002018,
0.303172,µm,Spine,4,1,1,100000001,610000002021,
0.306752,µm,Spine,4,3,1,100000000,610000002024,
0.323065,µm,Spine,0,1,1,100000001,610000002026,
0.274836,µm,Spine,0,1,1,100000000,610000002028,
0.40625,µm,Spine,2,1,1,100000000,610000002031,
0.521748,µm,Spine,1,1,1,100000001,610000002035,
0.384022,µm,Spine,1,1,1,100000000,610000002037,
0.270102,µm,Spine,1,1,1,100000000,610000002043,
0.377372,µm,Spine,2,2,1,100000000,610000002045,
0.376234,µm,Spine,1,1,1,100000000,610000002050,
0.335933,µm,Spine,0,1,1,100000000,610000002053,
0.348307,µm,Spine,0,1,1,100000000,610000002058,
0.466838,µm,Spine,2,3,1,100000001,610000002060,
0.478613,µm,Spine,0,1,1,100000000,610000002062,
0.417046,µm,Spine,0,1,1,100000000,610000002071,
0.640478,µm,Spine,0,1,1,100000000,610000002074,
0.225129,µm,Spine,2,3,1,100000000,610000002104,
0.369498,µm,Spine,2,2,1,100000000,610000002105,
0.462712,µm,Spine,2,2,1,100000000,610000002106,
0.313038,µm,Spine,1,2,1,100000000,610000002107,
0.514653,µm,Spine,1,1,1,100000000,610000002108,
0.360471,µm,Spine,1,1,1,100000000,610000002109,
0.361316,µm,Spine,1,1,1,100000000,610000002110,
0.507812,µm,Spine,1,1,1,100000000,610000002111,
0.24375,µm,Spine,1,1,1,100000000,610000002112,
0.237402,µm,Spine,1,1,1,100000000,610000002113,
0.443922,µm,Spine,5,2,1,100000000,610000002114,
0.443922,µm,Spine,5,2,1,100000000,610000002115,
0.309702,µm,Spine,7,3,1,100000000,610000002116,
0.571193,µm,Spine,0,1,1,100000000,610000002117,
0.543963,µm,Spine,0,1,1,100000000,610000002118,
0.88208,µm,Spine,0,1,1,100000000,610000002119,
0.357849,µm,Spine,0,1,1,100000000,610000002120,
0.324418,µm,Spine,2,2,1,100000000,610000002136,
0.456768,µm,Spine,2,2,1,100000000,610000002137,
0.336552,µm,Spine,3,2,1,100000000,610000002138,
0.288888,µm,Spine,4,2,1,100000000,610000002139,
0.469619,µm,Spine,3,1,1,100000000,610000002140,
0.464309,µm,Spine,0,1,1,100000000,610000002143,
0.41085,µm,Spine,0,1,1,100000000,610000002144,
0.437007,µm,Spine,0,1,1,100000000,610000002145,
0.368932,µm,Spine,0,1,1,100000000,610000002146,
0.449414,µm,Spine,0,1,1,100000000,610000002147,
0.4802,µm,Spine,0,1,1,100000000,610000002148,
0.336736,µm,Spine,0,1,1,100000000,610000002149,
0.274836,µm,Spine,0,1,1,100000000,610000002150,
0.289006,µm,Spine,0,1,1,100000000,610000002151,
0.345498,µm,Spine,2,2,1,100000001,610000002152,
0.403042,µm,Spine,2,1,1,100000001,610000002153,
0.396637,µm,Spine,2,1,1,100000001,610000002154,
0.325,µm,Spine,5,4,1,100000001,610000002155,
0.271403,µm,Spine,5,4,1,100000001,610000002156,
0.307431,µm,Spine,4,2,1,100000001,610000002157,
0.462043,µm,Spine,3,1,1,100000001,610000002158,
0.285882,µm,Spine,4,3,1,100000001,610000002159,
0.28711,µm,Spine,4,2,1,100000001,610000002160,
0.56875,µm,Spine,1,1,1,100000001,610000002161,
0.521748,µm,Spine,1,1,1,100000001,610000002162,
