
Spine Terminal Pt Position Z
 ==================== 
Spine Terminal Pt Position Z,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
1478.29,µm,Spine,Spine Terminal Pt Position,7,4,1,100000001,610000001920,
1477.49,µm,Spine,Spine Terminal Pt Position,7,4,1,100000001,610000001922,
1476.38,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000001924,
1478.79,µm,Spine,Spine Terminal Pt Position,3,2,1,100000000,610000001927,
1479.69,µm,Spine,Spine Terminal Pt Position,6,3,1,100000001,610000001931,
1479.49,µm,Spine,Spine Terminal Pt Position,4,3,1,100000001,610000001936,
1480.09,µm,Spine,Spine Terminal Pt Position,1,2,1,100000000,610000001938,
1478.39,µm,Spine,Spine Terminal Pt Position,7,3,1,100000000,610000001940,
1477.89,µm,Spine,Spine Terminal Pt Position,6,4,1,100000001,610000001942,
1479.59,µm,Spine,Spine Terminal Pt Position,2,3,1,100000000,610000001945,
1477.49,µm,Spine,Spine Terminal Pt Position,3,2,1,100000000,610000001947,
1477.39,µm,Spine,Spine Terminal Pt Position,3,2,1,100000000,610000001949,
1476.19,µm,Spine,Spine Terminal Pt Position,2,2,1,100000000,610000001951,
1476.19,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000001954,
1477.89,µm,Spine,Spine Terminal Pt Position,3,2,1,100000001,610000001957,
1476.59,µm,Spine,Spine Terminal Pt Position,2,2,1,100000000,610000001960,
1476.19,µm,Spine,Spine Terminal Pt Position,2,2,1,100000000,610000001963,
1479.39,µm,Spine,Spine Terminal Pt Position,3,3,1,100000000,610000001965,
1477.19,µm,Spine,Spine Terminal Pt Position,,,1,,610000001967,
1478.19,µm,Spine,Spine Terminal Pt Position,,,1,,610000001971,
1478.59,µm,Spine,Spine Terminal Pt Position,0,1,1,100000000,610000001976,
1479.39,µm,Spine,Spine Terminal Pt Position,3,3,1,100000000,610000001978,
1479.59,µm,Spine,Spine Terminal Pt Position,6,3,1,100000001,610000001980,
1476.19,µm,Spine,Spine Terminal Pt Position,2,2,1,100000001,610000001982,
1478.99,µm,Spine,Spine Terminal Pt Position,1,1,1,100000000,610000001984,
1476.99,µm,Spine,Spine Terminal Pt Position,3,2,1,100000000,610000001986,
1476.19,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000001991,
1476.79,µm,Spine,Spine Terminal Pt Position,3,3,1,100000001,610000001995,
1477.89,µm,Spine,Spine Terminal Pt Position,,,1,,610000001997,
1477.89,µm,Spine,Spine Terminal Pt Position,1,1,1,100000000,610000002003,
1476.59,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000002005,
1479.59,µm,Spine,Spine Terminal Pt Position,4,3,1,100000001,610000002008,
1476.29,µm,Spine,Spine Terminal Pt Position,2,2,1,100000000,610000002010,
1480.08,µm,Spine,Spine Terminal Pt Position,3,3,1,100000000,610000002012,
1476.59,µm,Spine,Spine Terminal Pt Position,3,1,1,100000000,610000002015,
1477.59,µm,Spine,Spine Terminal Pt Position,0,1,1,100000000,610000002018,
1477.79,µm,Spine,Spine Terminal Pt Position,4,1,1,100000001,610000002021,
1478.69,µm,Spine,Spine Terminal Pt Position,4,3,1,100000000,610000002024,
1476.22,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000002026,
1477.39,µm,Spine,Spine Terminal Pt Position,2,1,1,100000000,610000002031,
1477.99,µm,Spine,Spine Terminal Pt Position,1,1,1,100000000,610000002037,
1477.79,µm,Spine,Spine Terminal Pt Position,1,1,1,100000000,610000002043,
1476.59,µm,Spine,Spine Terminal Pt Position,2,2,1,100000000,610000002045,
1478.19,µm,Spine,Spine Terminal Pt Position,1,1,1,100000000,610000002050,
1476.19,µm,Spine,Spine Terminal Pt Position,0,1,1,100000000,610000002058,
1476.19,µm,Spine,Spine Terminal Pt Position,2,3,1,100000001,610000002060,
1476.61,µm,Spine,Spine Terminal Pt Position,2,2,1,100000001,610000002152,
1476.82,µm,Spine,Spine Terminal Pt Position,2,1,1,100000001,610000002153,
1476.99,µm,Spine,Spine Terminal Pt Position,2,1,1,100000001,610000002154,
