
Spine Terminal Pt Position Z
 ==================== 
Spine Terminal Pt Position Z,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
1477.39,µm,Spine,Spine Terminal Pt Position,5,4,1,100000001,610000002155,
1477.69,µm,Spine,Spine Terminal Pt Position,5,4,1,100000001,610000002156,
1478.15,µm,Spine,Spine Terminal Pt Position,4,2,1,100000001,610000002157,
1477.39,µm,Spine,Spine Terminal Pt Position,3,1,1,100000001,610000002158,
1479.87,µm,Spine,Spine Terminal Pt Position,4,3,1,100000001,610000002159,
1479.29,µm,Spine,Spine Terminal Pt Position,4,2,1,100000001,610000002160,
1479.19,µm,Spine,Spine Terminal Pt Position,1,1,1,,610000002163,
1478.79,µm,Spine,Spine Terminal Pt Position,1,1,1,,610000002164,
1478.77,µm,Spine,Spine Terminal Pt Position,1,1,1,,610000002165,
1478.59,µm,Spine,Spine Terminal Pt Position,1,1,1,,610000002166,
1476.89,µm,Spine,Spine Terminal Pt Position,1,2,1,,610000002169,
1476.59,µm,Spine,Spine Terminal Pt Position,2,2,1,,610000002170,
1476.92,µm,Spine,Spine Terminal Pt Position,2,2,1,,610000002171,
1478.52,µm,Spine,Spine Terminal Pt Position,2,3,1,,610000002172,
1478.39,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000002174,
1478.39,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000002175,
1478.49,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000002176,
1478.49,µm,Spine,Spine Terminal Pt Position,7,3,1,,610000002177,
1479.49,µm,Spine,Spine Terminal Pt Position,5,2,1,,610000002178,
1479.49,µm,Spine,Spine Terminal Pt Position,5,2,1,,610000002179,
1477.06,µm,Spine,Spine Terminal Pt Position,3,2,1,,610000002180,
1476.99,µm,Spine,Spine Terminal Pt Position,4,2,1,,610000002181,
1476.25,µm,Spine,Spine Terminal Pt Position,3,1,1,,610000002182,
1476.45,µm,Spine,Spine Terminal Pt Position,2,2,1,,610000002183,
1476.29,µm,Spine,Spine Terminal Pt Position,2,2,1,,610000002184,
1476.29,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000002185,
1476.39,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000002186,
1476.29,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000002187,
1476.19,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000002188,
1478.09,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000002189,
1478.29,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000002191,
1478.69,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000002192,
1478.49,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000002193,
