
Spine Part Mean Diameter Ground
 ==================== 
Spine Part Mean Diameter Ground,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.247559,µm,Spine,Spine Part Mean Diameter,7,4,1,100000001,610000001920,
0.217122,µm,Spine,Spine Part Mean Diameter,7,4,1,100000001,610000001922,
0.238217,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000001924,
0.280991,µm,Spine,Spine Part Mean Diameter,3,2,1,100000000,610000001927,
0.270181,µm,Spine,Spine Part Mean Diameter,6,3,1,100000001,610000001931,
0.244983,µm,Spine,Spine Part Mean Diameter,4,3,1,100000001,610000001936,
0.34157,µm,Spine,Spine Part Mean Diameter,1,2,1,100000000,610000001938,
0.265225,µm,Spine,Spine Part Mean Diameter,7,3,1,100000000,610000001940,
0.307022,µm,Spine,Spine Part Mean Diameter,6,4,1,100000001,610000001942,
0.328691,µm,Spine,Spine Part Mean Diameter,2,3,1,100000000,610000001945,
0.280442,µm,Spine,Spine Part Mean Diameter,3,2,1,100000000,610000001947,
0.371123,µm,Spine,Spine Part Mean Diameter,3,2,1,100000000,610000001949,
0.240768,µm,Spine,Spine Part Mean Diameter,2,2,1,100000000,610000001951,
0.193631,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000001954,
0.406103,µm,Spine,Spine Part Mean Diameter,3,2,1,100000001,610000001957,
0.339655,µm,Spine,Spine Part Mean Diameter,2,2,1,100000000,610000001960,
0.195839,µm,Spine,Spine Part Mean Diameter,2,2,1,100000000,610000001963,
0.340026,µm,Spine,Spine Part Mean Diameter,3,3,1,100000000,610000001965,
0.229758,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000001969,
0.249403,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000001972,
0.323554,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000001976,
0.328434,µm,Spine,Spine Part Mean Diameter,3,3,1,100000000,610000001978,
0.290295,µm,Spine,Spine Part Mean Diameter,6,3,1,100000001,610000001980,
0.272151,µm,Spine,Spine Part Mean Diameter,2,2,1,100000001,610000001982,
0.370518,µm,Spine,Spine Part Mean Diameter,1,1,1,100000000,610000001984,
0.411199,µm,Spine,Spine Part Mean Diameter,3,2,1,100000000,610000001986,
0.20376,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000001989,
0.222447,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000001991,
0.309716,µm,Spine,Spine Part Mean Diameter,3,3,1,100000001,610000001995,
0.418259,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000002000,
0.391954,µm,Spine,Spine Part Mean Diameter,1,1,1,100000000,610000002003,
0.27681,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000002005,
0.262119,µm,Spine,Spine Part Mean Diameter,4,3,1,100000001,610000002008,
0.342656,µm,Spine,Spine Part Mean Diameter,2,2,1,100000000,610000002010,
0.446475,µm,Spine,Spine Part Mean Diameter,3,3,1,100000000,610000002012,
0.449398,µm,Spine,Spine Part Mean Diameter,3,1,1,100000000,610000002015,
0.434833,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000002018,
0.2875,µm,Spine,Spine Part Mean Diameter,4,1,1,100000001,610000002021,
0.30579,µm,Spine,Spine Part Mean Diameter,4,3,1,100000000,610000002024,
0.28316,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000002026,
0.218668,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000002028,
0.384185,µm,Spine,Spine Part Mean Diameter,2,1,1,100000000,610000002031,
0.492756,µm,Spine,Spine Part Mean Diameter,1,1,1,100000001,610000002035,
0.380128,µm,Spine,Spine Part Mean Diameter,1,1,1,100000000,610000002037,
0.237447,µm,Spine,Spine Part Mean Diameter,1,1,1,100000000,610000002043,
0.360003,µm,Spine,Spine Part Mean Diameter,2,2,1,100000000,610000002045,
0.371544,µm,Spine,Spine Part Mean Diameter,1,1,1,100000000,610000002050,
0.334233,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000002053,
0.290717,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000002058,
0.412034,µm,Spine,Spine Part Mean Diameter,2,3,1,100000001,610000002060,
0.465759,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000002062,
0.387536,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000002071,
0.569067,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000002074,
0.20362,µm,Spine,Spine Part Mean Diameter,2,3,1,100000000,610000002104,
0.320906,µm,Spine,Spine Part Mean Diameter,2,2,1,100000000,610000002105,
0.448898,µm,Spine,Spine Part Mean Diameter,2,2,1,100000000,610000002106,
0.313032,µm,Spine,Spine Part Mean Diameter,1,2,1,100000000,610000002107,
0.405227,µm,Spine,Spine Part Mean Diameter,1,1,1,100000000,610000002108,
0.302111,µm,Spine,Spine Part Mean Diameter,1,1,1,100000000,610000002109,
0.353022,µm,Spine,Spine Part Mean Diameter,1,1,1,100000000,610000002110,
0.40186,µm,Spine,Spine Part Mean Diameter,1,1,1,100000000,610000002111,
0.226153,µm,Spine,Spine Part Mean Diameter,1,1,1,100000000,610000002112,
0.222979,µm,Spine,Spine Part Mean Diameter,1,1,1,100000000,610000002113,
0.400549,µm,Spine,Spine Part Mean Diameter,5,2,1,100000000,610000002114,
0.365503,µm,Spine,Spine Part Mean Diameter,5,2,1,100000000,610000002115,
0.272219,µm,Spine,Spine Part Mean Diameter,7,3,1,100000000,610000002116,
0.493163,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000002117,
0.506343,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000002118,
0.616432,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000002119,
0.354317,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000002120,
0.283328,µm,Spine,Spine Part Mean Diameter,2,2,1,100000000,610000002136,
0.398043,µm,Spine,Spine Part Mean Diameter,2,2,1,100000000,610000002137,
0.290151,µm,Spine,Spine Part Mean Diameter,3,2,1,100000000,610000002138,
0.225694,µm,Spine,Spine Part Mean Diameter,4,2,1,100000000,610000002139,
0.394469,µm,Spine,Spine Part Mean Diameter,3,1,1,100000000,610000002140,
0.382974,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000002143,
0.325498,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000002144,
0.410023,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000002145,
0.36766,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000002146,
0.380172,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000002147,
0.423275,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000002148,
0.320822,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000002149,
0.218668,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000002150,
0.283498,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000002151,
0.337805,µm,Spine,Spine Part Mean Diameter,2,2,1,100000001,610000002152,
0.376635,µm,Spine,Spine Part Mean Diameter,2,1,1,100000001,610000002153,
0.350028,µm,Spine,Spine Part Mean Diameter,2,1,1,100000001,610000002154,
0.267871,µm,Spine,Spine Part Mean Diameter,5,4,1,100000001,610000002155,
0.258846,µm,Spine,Spine Part Mean Diameter,5,4,1,100000001,610000002156,
0.292698,µm,Spine,Spine Part Mean Diameter,4,2,1,100000001,610000002157,
0.400504,µm,Spine,Spine Part Mean Diameter,3,1,1,100000001,610000002158,
0.284045,µm,Spine,Spine Part Mean Diameter,4,3,1,100000001,610000002159,
