
Spine Part Mean Diameter Neck
 ==================== 
Spine Part Mean Diameter Neck,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.181494,µm,Spine,Spine Part Mean Diameter,3,2,1,100000004,610000017275,
0.1625,µm,Spine,Spine Part Mean Diameter,2,2,1,100000004,610000017278,
0.169166,µm,Spine,Spine Part Mean Diameter,5,3,1,100000003,610000017284,
0,µm,Spine,Spine Part Mean Diameter,5,3,1,100000003,610000017288,
0.227501,µm,Spine,Spine Part Mean Diameter,2,2,1,100000004,610000017291,
0,µm,Spine,Spine Part Mean Diameter,1,1,1,100000003,610000017293,
0.34049,µm,Spine,Spine Part Mean Diameter,7,2,1,100000004,610000017296,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000005,610000017298,
0.345218,µm,Spine,Spine Part Mean Diameter,4,2,1,100000003,610000017303,
0,µm,Spine,Spine Part Mean Diameter,5,3,1,100000005,610000017307,
0,µm,Spine,Spine Part Mean Diameter,8,4,1,100000004,610000017311,
0.304315,µm,Spine,Spine Part Mean Diameter,1,1,1,100000003,610000017316,
0,µm,Spine,Spine Part Mean Diameter,4,2,1,100000005,610000017319,
0.479518,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000017325,
0.206934,µm,Spine,Spine Part Mean Diameter,15,4,1,100000003,610000017328,
0.506045,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000017335,
0.307838,µm,Spine,Spine Part Mean Diameter,6,2,1,100000003,610000017341,
0,µm,Spine,Spine Part Mean Diameter,2,2,1,100000003,610000017343,
0,µm,Spine,Spine Part Mean Diameter,4,4,1,100000004,610000017345,
0,µm,Spine,Spine Part Mean Diameter,13,5,1,100000004,610000017347,
0,µm,Spine,Spine Part Mean Diameter,15,4,1,100000003,610000017351,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000017356,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000005,610000017358,
0.1625,µm,Spine,Spine Part Mean Diameter,13,4,1,100000003,610000017361,
0,µm,Spine,Spine Part Mean Diameter,9,2,1,100000004,610000017366,
0.409775,µm,Spine,Spine Part Mean Diameter,15,4,1,100000003,610000017369,
0.1625,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000017373,
0.1625,µm,Spine,Spine Part Mean Diameter,3,2,1,100000004,610000017376,
0.463241,µm,Spine,Spine Part Mean Diameter,1,1,1,100000004,610000017379,
0.313021,µm,Spine,Spine Part Mean Diameter,9,3,1,100000003,610000017382,
0,µm,Spine,Spine Part Mean Diameter,5,2,1,100000004,610000017386,
0.370792,µm,Spine,Spine Part Mean Diameter,8,4,1,100000004,610000017389,
0.335405,µm,Spine,Spine Part Mean Diameter,20,5,1,100000003,610000017392,
0.325,µm,Spine,Spine Part Mean Diameter,12,4,1,100000003,610000017395,
0,µm,Spine,Spine Part Mean Diameter,15,4,1,100000003,610000017399,
0,µm,Spine,Spine Part Mean Diameter,15,4,1,100000003,610000017401,
0.306944,µm,Spine,Spine Part Mean Diameter,4,3,1,100000005,610000017404,
0,µm,Spine,Spine Part Mean Diameter,8,4,1,100000004,610000017406,
0.443079,µm,Spine,Spine Part Mean Diameter,1,1,1,100000005,610000017410,
