
Spine Part Mean Diameter Neck
 ==================== 
Spine Part Mean Diameter Neck,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.48232,µm,Spine,Spine Part Mean Diameter,2,2,1,100000004,610000017415,
0.1625,µm,Spine,Spine Part Mean Diameter,1,1,1,100000003,610000017418,
0.415728,µm,Spine,Spine Part Mean Diameter,4,1,1,100000004,610000017421,
0.612526,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000017425,
0.248735,µm,Spine,Spine Part Mean Diameter,1,1,1,100000003,610000017429,
0.295318,µm,Spine,Spine Part Mean Diameter,19,5,1,100000003,610000017432,
0,µm,Spine,Spine Part Mean Diameter,1,1,1,100000003,610000017434,
0,µm,Spine,Spine Part Mean Diameter,1,1,1,100000005,610000017437,
0.442998,µm,Spine,Spine Part Mean Diameter,6,2,1,100000004,610000017441,
0.313021,µm,Spine,Spine Part Mean Diameter,9,3,1,100000003,610000017444,
0.313737,µm,Spine,Spine Part Mean Diameter,1,1,1,100000005,610000017447,
0,µm,Spine,Spine Part Mean Diameter,1,1,1,100000003,610000017449,
0,µm,Spine,Spine Part Mean Diameter,6,2,1,100000003,610000017453,
0,µm,Spine,Spine Part Mean Diameter,2,1,1,100000005,610000017456,
0,µm,Spine,Spine Part Mean Diameter,4,2,1,100000003,610000017460,
0,µm,Spine,Spine Part Mean Diameter,17,4,1,100000003,610000017462,
0,µm,Spine,Spine Part Mean Diameter,1,1,1,100000003,610000017464,
0,µm,Spine,Spine Part Mean Diameter,8,6,1,100000005,610000017467,
0,µm,Spine,Spine Part Mean Diameter,10,4,1,100000004,610000017469,
0.375781,µm,Spine,Spine Part Mean Diameter,0,1,1,100000004,610000017472,
0,µm,Spine,Spine Part Mean Diameter,20,5,1,100000003,610000017474,
0.477992,µm,Spine,Spine Part Mean Diameter,2,1,1,100000005,610000017480,
0,µm,Spine,Spine Part Mean Diameter,8,2,1,100000003,610000017482,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000004,610000017487,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000004,610000017493,
0,µm,Spine,Spine Part Mean Diameter,2,1,1,100000005,610000017495,
0.413867,µm,Spine,Spine Part Mean Diameter,0,1,1,100000004,610000017501,
0,µm,Spine,Spine Part Mean Diameter,10,7,1,100000003,610000017503,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000017508,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000017510,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000017514,
0,µm,Spine,Spine Part Mean Diameter,13,6,1,100000004,610000017516,
0,µm,Spine,Spine Part Mean Diameter,2,2,1,100000003,610000017520,
0,µm,Spine,Spine Part Mean Diameter,2,1,1,100000005,610000017522,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000004,610000017526,
0,µm,Spine,Spine Part Mean Diameter,1,1,1,100000003,610000017531,
0,µm,Spine,Spine Part Mean Diameter,4,1,1,100000003,610000017533,
0.310531,µm,Spine,Spine Part Mean Diameter,4,2,1,100000003,610000017536,
0,µm,Spine,Spine Part Mean Diameter,1,1,1,100000003,610000017540,
0,µm,Spine,Spine Part Mean Diameter,6,4,1,100000003,610000017542,
0,µm,Spine,Spine Part Mean Diameter,2,2,1,100000003,610000017544,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000017547,
0.328809,µm,Spine,Spine Part Mean Diameter,1,2,1,100000004,610000017550,
0.287347,µm,Spine,Spine Part Mean Diameter,6,2,1,100000003,610000017554,
0,µm,Spine,Spine Part Mean Diameter,1,1,1,100000003,610000017556,
0,µm,Spine,Spine Part Mean Diameter,1,1,1,100000004,610000017561,
0,µm,Spine,Spine Part Mean Diameter,4,1,1,100000004,610000017565,
0,µm,Spine,Spine Part Mean Diameter,4,2,1,100000003,610000017567,
0,µm,Spine,Spine Part Mean Diameter,3,2,1,100000003,610000017569,
0,µm,Spine,Spine Part Mean Diameter,2,2,1,100000004,610000017571,
0,µm,Spine,Spine Part Mean Diameter,8,6,1,100000003,610000017575,
0,µm,Spine,Spine Part Mean Diameter,2,2,1,100000004,610000017577,
0.339615,µm,Spine,Spine Part Mean Diameter,5,1,1,100000003,610000017580,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000017583,
0.295544,µm,Spine,Spine Part Mean Diameter,0,1,1,100000004,610000017587,
0,µm,Spine,Spine Part Mean Diameter,1,1,1,100000003,610000017591,
0.216044,µm,Spine,Spine Part Mean Diameter,2,2,1,100000003,610000017594,
0,µm,Spine,Spine Part Mean Diameter,3,2,1,100000004,610000017598,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000017602,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000017604,
0,µm,Spine,Spine Part Mean Diameter,2,1,1,100000005,610000017609,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000017614,
0,µm,Spine,Spine Part Mean Diameter,2,1,1,100000005,610000017616,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000004,610000017620,
0,µm,Spine,Spine Part Mean Diameter,8,4,1,100000004,610000017622,
0,µm,Spine,Spine Part Mean Diameter,1,1,1,100000005,610000017626,
0,µm,Spine,Spine Part Mean Diameter,15,4,1,100000003,610000017629,
0,µm,Spine,Spine Part Mean Diameter,3,2,1,100000003,610000017631,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000017633,
0,µm,Spine,Spine Part Mean Diameter,1,1,1,100000004,610000017637,
0,µm,Spine,Spine Part Mean Diameter,1,2,1,100000004,610000017644,
0,µm,Spine,Spine Part Mean Diameter,4,2,1,100000003,610000017648,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000017653,
0,µm,Spine,Spine Part Mean Diameter,9,3,1,100000003,610000017655,
0,µm,Spine,Spine Part Mean Diameter,5,1,1,100000003,610000017662,
0,µm,Spine,Spine Part Mean Diameter,15,4,1,100000003,610000017674,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000004,610000017680,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000017684,
0,µm,Spine,Spine Part Mean Diameter,1,1,1,100000003,610000017686,
0,µm,Spine,Spine Part Mean Diameter,1,1,1,100000003,610000017688,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000004,610000017696,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000004,610000017721,
0,µm,Spine,Spine Part Mean Diameter,13,5,1,100000003,610000017735,
0,µm,Spine,Spine Part Mean Diameter,13,4,1,100000003,610000017736,
0,µm,Spine,Spine Part Mean Diameter,13,3,1,100000003,610000017737,
0,µm,Spine,Spine Part Mean Diameter,11,4,1,100000003,610000017738,
0,µm,Spine,Spine Part Mean Diameter,10,3,1,100000003,610000017739,
0,µm,Spine,Spine Part Mean Diameter,19,5,1,100000003,610000017740,
0,µm,Spine,Spine Part Mean Diameter,21,5,1,100000003,610000017741,
0,µm,Spine,Spine Part Mean Diameter,21,5,1,100000003,610000017742,
0,µm,Spine,Spine Part Mean Diameter,20,4,1,100000003,610000017743,
0,µm,Spine,Spine Part Mean Diameter,15,4,1,100000003,610000017744,
0,µm,Spine,Spine Part Mean Diameter,15,4,1,100000003,610000017745,
0,µm,Spine,Spine Part Mean Diameter,12,4,1,100000003,610000017746,
0,µm,Spine,Spine Part Mean Diameter,9,3,1,100000003,610000017747,
0,µm,Spine,Spine Part Mean Diameter,5,1,1,100000003,610000017748,
0,µm,Spine,Spine Part Mean Diameter,4,3,1,100000003,610000017749,
0,µm,Spine,Spine Part Mean Diameter,3,2,1,100000003,610000017750,
0,µm,Spine,Spine Part Mean Diameter,3,2,1,100000003,610000017751,
0,µm,Spine,Spine Part Mean Diameter,3,2,1,100000003,610000017752,
0,µm,Spine,Spine Part Mean Diameter,2,1,1,100000003,610000017753,
0,µm,Spine,Spine Part Mean Diameter,2,2,1,100000003,610000017754,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000017755,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000017756,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000017757,
0,µm,Spine,Spine Part Mean Diameter,9,3,1,100000003,610000017758,
0,µm,Spine,Spine Part Mean Diameter,8,3,1,100000003,610000017759,
0,µm,Spine,Spine Part Mean Diameter,4,2,1,100000003,610000017760,
0,µm,Spine,Spine Part Mean Diameter,4,2,1,100000003,610000017761,
0,µm,Spine,Spine Part Mean Diameter,3,1,1,100000003,610000017762,
0,µm,Spine,Spine Part Mean Diameter,3,1,1,100000003,610000017763,
0,µm,Spine,Spine Part Mean Diameter,2,2,1,100000003,610000017764,
0,µm,Spine,Spine Part Mean Diameter,1,1,1,100000003,610000017765,
0,µm,Spine,Spine Part Mean Diameter,1,1,1,100000003,610000017766,
0,µm,Spine,Spine Part Mean Diameter,10,6,1,100000003,610000017769,
0,µm,Spine,Spine Part Mean Diameter,8,6,1,100000003,610000017770,
0,µm,Spine,Spine Part Mean Diameter,7,6,1,100000003,610000017771,
0,µm,Spine,Spine Part Mean Diameter,6,4,1,100000003,610000017772,
0,µm,Spine,Spine Part Mean Diameter,6,4,1,100000003,610000017773,
0,µm,Spine,Spine Part Mean Diameter,5,3,1,100000003,610000017774,
0,µm,Spine,Spine Part Mean Diameter,5,3,1,100000003,610000017775,
0,µm,Spine,Spine Part Mean Diameter,4,2,1,100000003,610000017776,
0,µm,Spine,Spine Part Mean Diameter,7,2,1,100000003,610000017777,
0,µm,Spine,Spine Part Mean Diameter,7,3,1,100000003,610000017778,
0,µm,Spine,Spine Part Mean Diameter,4,2,1,100000003,610000017779,
0,µm,Spine,Spine Part Mean Diameter,2,1,1,100000003,610000017780,
0,µm,Spine,Spine Part Mean Diameter,1,1,1,100000003,610000017781,
0,µm,Spine,Spine Part Mean Diameter,1,1,1,100000003,610000017782,
0,µm,Spine,Spine Part Mean Diameter,1,1,1,100000003,610000017783,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000017784,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000017785,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000017786,
0,µm,Spine,Spine Part Mean Diameter,5,2,1,100000004,610000017788,
0,µm,Spine,Spine Part Mean Diameter,2,1,1,100000004,610000017789,
0,µm,Spine,Spine Part Mean Diameter,2,2,1,100000004,610000017790,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000004,610000017791,
0,µm,Spine,Spine Part Mean Diameter,4,2,1,100000004,610000017792,
0,µm,Spine,Spine Part Mean Diameter,4,4,1,100000004,610000017793,
0,µm,Spine,Spine Part Mean Diameter,2,2,1,100000004,610000017794,
0,µm,Spine,Spine Part Mean Diameter,3,1,1,100000004,610000017795,
0,µm,Spine,Spine Part Mean Diameter,1,1,1,100000004,610000017796,
0,µm,Spine,Spine Part Mean Diameter,3,3,1,100000004,610000017798,
0,µm,Spine,Spine Part Mean Diameter,2,2,1,100000004,610000017799,
0,µm,Spine,Spine Part Mean Diameter,2,1,1,100000004,610000017800,
0,µm,Spine,Spine Part Mean Diameter,2,1,1,100000004,610000017801,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000004,610000017802,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000004,610000017803,
0,µm,Spine,Spine Part Mean Diameter,15,7,1,100000004,610000017806,
0,µm,Spine,Spine Part Mean Diameter,14,5,1,100000004,610000017807,
0,µm,Spine,Spine Part Mean Diameter,13,5,1,100000004,610000017808,
0,µm,Spine,Spine Part Mean Diameter,12,5,1,100000004,610000017809,
0,µm,Spine,Spine Part Mean Diameter,10,4,1,100000004,610000017810,
0,µm,Spine,Spine Part Mean Diameter,8,4,1,100000004,610000017811,
0,µm,Spine,Spine Part Mean Diameter,7,2,1,100000004,610000017812,
0,µm,Spine,Spine Part Mean Diameter,4,2,1,100000004,610000017813,
0,µm,Spine,Spine Part Mean Diameter,3,2,1,100000004,610000017814,
0,µm,Spine,Spine Part Mean Diameter,2,2,1,100000004,610000017815,
0,µm,Spine,Spine Part Mean Diameter,3,2,1,100000004,610000017816,
0,µm,Spine,Spine Part Mean Diameter,3,2,1,100000004,610000017817,
0,µm,Spine,Spine Part Mean Diameter,5,3,1,100000004,610000017818,
0,µm,Spine,Spine Part Mean Diameter,5,3,1,100000004,610000017819,
0,µm,Spine,Spine Part Mean Diameter,3,3,1,100000004,610000017820,
0,µm,Spine,Spine Part Mean Diameter,3,3,1,100000004,610000017821,
0,µm,Spine,Spine Part Mean Diameter,4,2,1,100000004,610000017822,
0,µm,Spine,Spine Part Mean Diameter,4,3,1,100000004,610000017823,
0,µm,Spine,Spine Part Mean Diameter,3,2,1,100000004,610000017824,
0,µm,Spine,Spine Part Mean Diameter,2,2,1,100000004,610000017825,
0,µm,Spine,Spine Part Mean Diameter,3,1,1,100000004,610000017826,
0,µm,Spine,Spine Part Mean Diameter,1,1,1,100000004,610000017827,
0,µm,Spine,Spine Part Mean Diameter,1,1,1,100000004,610000017828,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000004,610000017829,
0,µm,Spine,Spine Part Mean Diameter,1,1,1,100000004,610000017830,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000004,610000017831,
0,µm,Spine,Spine Part Mean Diameter,8,6,1,100000005,610000017832,
0,µm,Spine,Spine Part Mean Diameter,8,6,1,100000005,610000017833,
0,µm,Spine,Spine Part Mean Diameter,3,2,1,100000005,610000017834,
0,µm,Spine,Spine Part Mean Diameter,3,2,1,100000005,610000017835,
0,µm,Spine,Spine Part Mean Diameter,3,3,1,100000005,610000017836,
0,µm,Spine,Spine Part Mean Diameter,3,3,1,100000005,610000017837,
0,µm,Spine,Spine Part Mean Diameter,2,3,1,100000005,610000017838,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000005,610000017839,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000005,610000017840,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000005,610000017841,
0,µm,Spine,Spine Part Mean Diameter,2,1,1,100000005,610000017842,
0,µm,Spine,Spine Part Mean Diameter,1,1,1,100000005,610000017849,
0,µm,Spine,Spine Part Mean Diameter,2,2,1,100000005,610000017850,
0,µm,Spine,Spine Part Mean Diameter,1,1,1,100000005,610000017851,
0,µm,Spine,Spine Part Mean Diameter,1,1,1,100000005,610000017852,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000005,610000017854,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000005,610000017855,
0,µm,Spine,Spine Part Mean Diameter,2,1,1,100000005,610000017856,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000005,610000017857,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000005,610000017858,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000005,610000017859,
