
Segment Center Number of Voxel Ch=5 Img=1
 ==================== 
Segment Center Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
44,,Segment,5,13,Image 1,5,1,100000003,510000012526,
11,,Segment,5,12,Image 1,4,1,100000003,510000012536,
4,,Segment,5,11,Image 1,3,1,100000003,510000012539,
28,,Segment,5,10,Image 1,3,1,100000003,510000012566,
13,,Segment,5,8,Image 1,2,1,100000003,510000012579,
6,,Segment,5,7,Image 1,2,1,100000003,510000012584,
9,,Segment,5,6,Image 1,2,1,100000003,510000012592,
29,,Segment,5,5,Image 1,1,1,100000003,510000012620,
20,,Segment,5,4,Image 1,1,1,100000003,510000012639,
20,,Segment,5,2,Image 1,1,1,100000003,510000012659,
11,,Segment,5,1,Image 1,1,1,100000003,510000012669,
17,,Segment,5,0,Image 1,1,1,100000003,510000012689,
17,,Segment,5,13,Image 1,3,1,100000003,510000012717,
25,,Segment,5,12,Image 1,3,1,100000003,510000012741,
4,,Segment,5,13,Image 1,4,1,100000003,510000012744,
3,,Segment,5,13,Image 1,4,1,100000003,510000012746,
6,,Segment,5,11,Image 1,4,1,100000003,510000012751,
6,,Segment,5,6,Image 1,3,1,100000004,510000012756,
8,,Segment,5,5,Image 1,2,1,100000004,510000012763,
9,,Segment,5,4,Image 1,2,1,100000004,510000012771,
5,,Segment,5,3,Image 1,2,1,100000004,510000012775,
33,,Segment,5,2,Image 1,2,1,100000004,510000012823,
4,,Segment,5,1,Image 1,1,1,100000004,510000012826,
9,,Segment,5,0,Image 1,1,1,100000004,510000012837,
9,,Segment,5,6,Image 1,2,1,100000004,510000012871,
6,,Segment,5,5,Image 1,3,1,100000004,510000012876,
6,,Segment,5,4,Image 1,3,1,100000004,510000012881,
4,,Segment,5,3,Image 1,3,1,100000004,510000012884,
33,,Segment,5,5,Image 1,3,1,100000005,510000012916,
14,,Segment,5,4,Image 1,3,1,100000005,510000012929,
21,,Segment,5,3,Image 1,2,1,100000005,510000012949,
31,,Segment,5,2,Image 1,2,1,100000005,510000012979,
5,,Segment,5,1,Image 1,2,1,100000005,510000012983,
15,,Segment,5,0,Image 1,1,1,100000005,510000012997,
21,,Segment,5,5,Image 1,4,1,100000005,510000013063,
66,,Segment,5,8,Image 1,6,1,100000005,510000013128,
31,,Segment,5,7,Image 1,5,1,100000005,510000013158,
14,,Segment,5,6,Image 1,4,1,100000005,510000013171,
14,,Segment,5,5,Image 1,3,1,100000005,510000013184,
29,,Segment,5,4,Image 1,2,1,100000005,510000013212,
3,,Segment,5,8,Image 1,5,1,100000005,510000013214,
44,,Segment,5,6,Image 1,2,1,100000005,510000013257,
12,,Segment,5,7,Image 1,4,1,100000005,510000013269,
32,,Segment,5,6,Image 1,3,1,100000005,510000013300,
6,,Segment,5,6,Image 1,3,1,100000005,510000013305,
35,,Segment,5,9,Image 1,3,1,100000003,510000013339,
62,,Segment,5,8,Image 1,2,1,100000003,510000013423,
4,,Segment,5,7,Image 1,1,1,100000003,510000013426,
3,,Segment,5,6,Image 1,1,1,100000003,510000013428,
7,,Segment,5,5,Image 1,1,1,100000003,510000013434,
5,,Segment,5,4,Image 1,1,1,100000003,510000013438,
13,,Segment,5,3,Image 1,1,1,100000003,510000013450,
4,,Segment,5,2,Image 1,1,1,100000003,510000013453,
25,,Segment,5,1,Image 1,1,1,100000003,510000013477,
11,,Segment,5,0,Image 1,1,1,100000003,510000013498,
7,,Segment,5,9,Image 1,2,1,100000003,510000013506,
14,,Segment,5,6,Image 1,4,1,100000004,510000013540,
0,,Segment,5,5,Image 1,4,1,100000004,510000013553,
3,,Segment,5,4,Image 1,3,1,100000004,510000013565,
20,,Segment,5,3,Image 1,2,1,100000004,510000013584,
29,,Segment,5,2,Image 1,2,1,100000004,510000013612,
12,,Segment,5,1,Image 1,1,1,100000004,510000013623,
7,,Segment,5,0,Image 1,1,1,100000004,510000013650,
1,,Segment,5,5,Image 1,3,1,100000004,510000013654,
6,,Segment,5,12,Image 1,4,1,100000004,510000013659,
6,,Segment,5,11,Image 1,3,1,100000004,510000013664,
17,,Segment,5,10,Image 1,2,1,100000004,510000013680,
13,,Segment,5,9,Image 1,2,1,100000004,510000013692,
8,,Segment,5,8,Image 1,1,1,100000004,510000013699,
5,,Segment,5,6,Image 1,1,1,100000004,510000013704,
9,,Segment,5,5,Image 1,1,1,100000004,510000013712,
