
Segment Number of Voxel Ch=3 Img=1
 ==================== 
Segment Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
572,,Segment,3,13,Image 1,5,1,100000003,510000012526,
202,,Segment,3,12,Image 1,4,1,100000003,510000012536,
132,,Segment,3,11,Image 1,3,1,100000003,510000012539,
489,,Segment,3,10,Image 1,3,1,100000003,510000012566,
455,,Segment,3,8,Image 1,2,1,100000003,510000012579,
166,,Segment,3,7,Image 1,2,1,100000003,510000012584,
226,,Segment,3,6,Image 1,2,1,100000003,510000012592,
1154,,Segment,3,5,Image 1,1,1,100000003,510000012620,
625,,Segment,3,4,Image 1,1,1,100000003,510000012639,
857,,Segment,3,2,Image 1,1,1,100000003,510000012659,
443,,Segment,3,1,Image 1,1,1,100000003,510000012669,
533,,Segment,3,0,Image 1,1,1,100000003,510000012689,
312,,Segment,3,13,Image 1,3,1,100000003,510000012717,
466,,Segment,3,12,Image 1,3,1,100000003,510000012741,
84,,Segment,3,13,Image 1,4,1,100000003,510000012744,
125,,Segment,3,13,Image 1,4,1,100000003,510000012746,
216,,Segment,3,11,Image 1,4,1,100000003,510000012751,
51,,Segment,3,6,Image 1,3,1,100000004,510000012756,
195,,Segment,3,5,Image 1,2,1,100000004,510000012763,
252,,Segment,3,4,Image 1,2,1,100000004,510000012771,
155,,Segment,3,3,Image 1,2,1,100000004,510000012775,
609,,Segment,3,2,Image 1,2,1,100000004,510000012823,
320,,Segment,3,1,Image 1,1,1,100000004,510000012826,
436,,Segment,3,0,Image 1,1,1,100000004,510000012837,
194,,Segment,3,6,Image 1,2,1,100000004,510000012871,
125,,Segment,3,5,Image 1,3,1,100000004,510000012876,
151,,Segment,3,4,Image 1,3,1,100000004,510000012881,
103,,Segment,3,3,Image 1,3,1,100000004,510000012884,
544,,Segment,3,5,Image 1,3,1,100000005,510000012916,
166,,Segment,3,4,Image 1,3,1,100000005,510000012929,
621,,Segment,3,3,Image 1,2,1,100000005,510000012949,
751,,Segment,3,2,Image 1,2,1,100000005,510000012979,
112,,Segment,3,1,Image 1,2,1,100000005,510000012983,
575,,Segment,3,0,Image 1,1,1,100000005,510000012997,
245,,Segment,3,5,Image 1,4,1,100000005,510000013063,
805,,Segment,3,8,Image 1,6,1,100000005,510000013128,
433,,Segment,3,7,Image 1,5,1,100000005,510000013158,
264,,Segment,3,6,Image 1,4,1,100000005,510000013171,
256,,Segment,3,5,Image 1,3,1,100000005,510000013184,
473,,Segment,3,4,Image 1,2,1,100000005,510000013212,
84,,Segment,3,8,Image 1,5,1,100000005,510000013214,
661,,Segment,3,6,Image 1,2,1,100000005,510000013257,
188,,Segment,3,7,Image 1,4,1,100000005,510000013269,
529,,Segment,3,6,Image 1,3,1,100000005,510000013300,
112,,Segment,3,6,Image 1,3,1,100000005,510000013305,
526,,Segment,3,9,Image 1,3,1,100000003,510000013339,
934,,Segment,3,8,Image 1,2,1,100000003,510000013423,
114,,Segment,3,7,Image 1,1,1,100000003,510000013426,
102,,Segment,3,6,Image 1,1,1,100000003,510000013428,
211,,Segment,3,5,Image 1,1,1,100000003,510000013434,
224,,Segment,3,4,Image 1,1,1,100000003,510000013438,
756,,Segment,3,3,Image 1,1,1,100000003,510000013450,
326,,Segment,3,2,Image 1,1,1,100000003,510000013453,
947,,Segment,3,1,Image 1,1,1,100000003,510000013477,
301,,Segment,3,0,Image 1,1,1,100000003,510000013498,
224,,Segment,3,9,Image 1,2,1,100000003,510000013506,
298,,Segment,3,6,Image 1,4,1,100000004,510000013540,
92,,Segment,3,5,Image 1,4,1,100000004,510000013553,
82,,Segment,3,4,Image 1,3,1,100000004,510000013565,
474,,Segment,3,3,Image 1,2,1,100000004,510000013584,
858,,Segment,3,2,Image 1,2,1,100000004,510000013612,
