
Spine Part Volume Ground
 ==================== 
Spine Part Volume Ground,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.0187375,µm^3,Spine,Spine Part Volume,3,2,1,100000004,610000017275,
0.0105993,µm^3,Spine,Spine Part Volume,2,2,1,100000004,610000017278,
0.011103,µm^3,Spine,Spine Part Volume,5,3,1,100000003,610000017284,
0.0112701,µm^3,Spine,Spine Part Volume,5,3,1,100000003,610000017288,
0.024825,µm^3,Spine,Spine Part Volume,2,2,1,100000004,610000017291,
0.0144957,µm^3,Spine,Spine Part Volume,1,1,1,100000003,610000017293,
0.0332848,µm^3,Spine,Spine Part Volume,7,2,1,100000004,610000017296,
0.00760525,µm^3,Spine,Spine Part Volume,0,1,1,100000005,610000017298,
0.0205199,µm^3,Spine,Spine Part Volume,4,2,1,100000003,610000017303,
0.0950963,µm^3,Spine,Spine Part Volume,5,3,1,100000005,610000017307,
0.0564145,µm^3,Spine,Spine Part Volume,8,4,1,100000004,610000017311,
0.0203513,µm^3,Spine,Spine Part Volume,1,1,1,100000003,610000017316,
0.0257268,µm^3,Spine,Spine Part Volume,4,2,1,100000005,610000017319,
0.0383872,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000017325,
0.0129723,µm^3,Spine,Spine Part Volume,15,4,1,100000003,610000017328,
0.021828,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000017335,
0.0273645,µm^3,Spine,Spine Part Volume,6,2,1,100000003,610000017341,
0.027708,µm^3,Spine,Spine Part Volume,2,2,1,100000003,610000017343,
0.0129515,µm^3,Spine,Spine Part Volume,4,4,1,100000004,610000017345,
0.0117331,µm^3,Spine,Spine Part Volume,13,5,1,100000004,610000017347,
0.0255851,µm^3,Spine,Spine Part Volume,15,4,1,100000003,610000017351,
0.0943524,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000017356,
0.0523036,µm^3,Spine,Spine Part Volume,0,1,1,100000005,610000017358,
0.0226513,µm^3,Spine,Spine Part Volume,13,4,1,100000003,610000017361,
0.0202232,µm^3,Spine,Spine Part Volume,9,2,1,100000004,610000017366,
0.0424508,µm^3,Spine,Spine Part Volume,15,4,1,100000003,610000017369,
0.0139301,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000017373,
0.00883553,µm^3,Spine,Spine Part Volume,3,2,1,100000004,610000017376,
0.071287,µm^3,Spine,Spine Part Volume,1,1,1,100000004,610000017379,
0.0347529,µm^3,Spine,Spine Part Volume,9,3,1,100000003,610000017382,
0.0131906,µm^3,Spine,Spine Part Volume,5,2,1,100000004,610000017386,
0.0486359,µm^3,Spine,Spine Part Volume,8,4,1,100000004,610000017389,
0.0180485,µm^3,Spine,Spine Part Volume,20,5,1,100000003,610000017392,
0.0273674,µm^3,Spine,Spine Part Volume,12,4,1,100000003,610000017395,
0.0108145,µm^3,Spine,Spine Part Volume,15,4,1,100000003,610000017399,
0.0190886,µm^3,Spine,Spine Part Volume,15,4,1,100000003,610000017401,
0.016822,µm^3,Spine,Spine Part Volume,4,3,1,100000005,610000017404,
0.0329849,µm^3,Spine,Spine Part Volume,8,4,1,100000004,610000017406,
0.0602359,µm^3,Spine,Spine Part Volume,1,1,1,100000005,610000017410,
0.0610285,µm^3,Spine,Spine Part Volume,2,2,1,100000004,610000017415,
0.00205568,µm^3,Spine,Spine Part Volume,1,1,1,100000003,610000017418,
0.0282017,µm^3,Spine,Spine Part Volume,4,1,1,100000004,610000017421,
0.074616,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000017425,
0.0142102,µm^3,Spine,Spine Part Volume,1,1,1,100000003,610000017429,
0.0349693,µm^3,Spine,Spine Part Volume,19,5,1,100000003,610000017432,
0.028067,µm^3,Spine,Spine Part Volume,1,1,1,100000003,610000017434,
0.00817425,µm^3,Spine,Spine Part Volume,1,1,1,100000005,610000017437,
0.0466724,µm^3,Spine,Spine Part Volume,6,2,1,100000004,610000017441,
0.0347377,µm^3,Spine,Spine Part Volume,9,3,1,100000003,610000017444,
