
Spine Center Number of Voxel Ch=2 Img=1
 ==================== 
Spine Center Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
7,,Spine,2,3,Image 1,2,1,100000004,610000017275,
4,,Spine,2,2,Image 1,2,1,100000004,610000017278,
7,,Spine,2,5,Image 1,3,1,100000003,610000017284,
5,,Spine,2,5,Image 1,3,1,100000003,610000017288,
4,,Spine,2,2,Image 1,2,1,100000004,610000017291,
3,,Spine,2,1,Image 1,1,1,100000003,610000017293,
4,,Spine,2,7,Image 1,2,1,100000004,610000017296,
3,,Spine,2,0,Image 1,1,1,100000005,610000017298,
6,,Spine,2,4,Image 1,2,1,100000003,610000017303,
5,,Spine,2,5,Image 1,3,1,100000005,610000017307,
5,,Spine,2,8,Image 1,4,1,100000004,610000017311,
6,,Spine,2,1,Image 1,1,1,100000003,610000017316,
3,,Spine,2,4,Image 1,2,1,100000005,610000017319,
6,,Spine,2,0,Image 1,1,1,100000003,610000017325,
4,,Spine,2,15,Image 1,4,1,100000003,610000017328,
7,,Spine,2,0,Image 1,1,1,100000003,610000017335,
7,,Spine,2,6,Image 1,2,1,100000003,610000017341,
3,,Spine,2,2,Image 1,2,1,100000003,610000017343,
3,,Spine,2,4,Image 1,4,1,100000004,610000017345,
3,,Spine,2,13,Image 1,5,1,100000004,610000017347,
5,,Spine,2,15,Image 1,4,1,100000003,610000017351,
5,,Spine,2,0,Image 1,1,1,100000003,610000017356,
3,,Spine,2,0,Image 1,1,1,100000005,610000017358,
4,,Spine,2,13,Image 1,4,1,100000003,610000017361,
5,,Spine,2,9,Image 1,2,1,100000004,610000017366,
4,,Spine,2,15,Image 1,4,1,100000003,610000017369,
4,,Spine,2,0,Image 1,1,1,100000003,610000017373,
3,,Spine,2,3,Image 1,2,1,100000004,610000017376,
4,,Spine,2,1,Image 1,1,1,100000004,610000017379,
4,,Spine,2,9,Image 1,3,1,100000003,610000017382,
5,,Spine,2,5,Image 1,2,1,100000004,610000017386,
4,,Spine,2,8,Image 1,4,1,100000004,610000017389,
4,,Spine,2,20,Image 1,5,1,100000003,610000017392,
4,,Spine,2,12,Image 1,4,1,100000003,610000017395,
5,,Spine,2,15,Image 1,4,1,100000003,610000017399,
3,,Spine,2,15,Image 1,4,1,100000003,610000017401,
4,,Spine,2,4,Image 1,3,1,100000005,610000017404,
3,,Spine,2,8,Image 1,4,1,100000004,610000017406,
4,,Spine,2,1,Image 1,1,1,100000005,610000017410,
4,,Spine,2,2,Image 1,2,1,100000004,610000017415,
4,,Spine,2,1,Image 1,1,1,100000003,610000017418,
4,,Spine,2,4,Image 1,1,1,100000004,610000017421,
4,,Spine,2,0,Image 1,1,1,100000003,610000017425,
4,,Spine,2,1,Image 1,1,1,100000003,610000017429,
4,,Spine,2,19,Image 1,5,1,100000003,610000017432,
3,,Spine,2,1,Image 1,1,1,100000003,610000017434,
3,,Spine,2,1,Image 1,1,1,100000005,610000017437,
4,,Spine,2,6,Image 1,2,1,100000004,610000017441,
4,,Spine,2,9,Image 1,3,1,100000003,610000017444,
4,,Spine,2,1,Image 1,1,1,100000005,610000017447,
3,,Spine,2,1,Image 1,1,1,100000003,610000017449,
