
Segment Center Intensity Min Ch=2 Img=1
 ==================== 
Segment Center Intensity Min,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
4,,Segment,2,13,Image 1,5,1,100000003,510000012526,
20,,Segment,2,12,Image 1,4,1,100000003,510000012536,
20,,Segment,2,11,Image 1,3,1,100000003,510000012539,
0,,Segment,2,10,Image 1,3,1,100000003,510000012566,
59,,Segment,2,8,Image 1,2,1,100000003,510000012579,
46,,Segment,2,7,Image 1,2,1,100000003,510000012584,
40,,Segment,2,6,Image 1,2,1,100000003,510000012592,
5,,Segment,2,5,Image 1,1,1,100000003,510000012620,
73,,Segment,2,4,Image 1,1,1,100000003,510000012639,
77,,Segment,2,2,Image 1,1,1,100000003,510000012659,
73,,Segment,2,1,Image 1,1,1,100000003,510000012669,
19,,Segment,2,0,Image 1,1,1,100000003,510000012689,
36,,Segment,2,13,Image 1,3,1,100000003,510000012717,
13,,Segment,2,12,Image 1,3,1,100000003,510000012741,
10,,Segment,2,13,Image 1,4,1,100000003,510000012744,
84,,Segment,2,13,Image 1,4,1,100000003,510000012746,
45,,Segment,2,11,Image 1,4,1,100000003,510000012751,
8,,Segment,2,6,Image 1,3,1,100000004,510000012756,
30,,Segment,2,5,Image 1,2,1,100000004,510000012763,
50,,Segment,2,4,Image 1,2,1,100000004,510000012771,
32,,Segment,2,3,Image 1,2,1,100000004,510000012775,
3,,Segment,2,2,Image 1,2,1,100000004,510000012823,
83,,Segment,2,1,Image 1,1,1,100000004,510000012826,
79,,Segment,2,0,Image 1,1,1,100000004,510000012837,
26,,Segment,2,6,Image 1,2,1,100000004,510000012871,
18,,Segment,2,5,Image 1,3,1,100000004,510000012876,
35,,Segment,2,4,Image 1,3,1,100000004,510000012881,
20,,Segment,2,3,Image 1,3,1,100000004,510000012884,
25,,Segment,2,5,Image 1,3,1,100000005,510000012916,
0,,Segment,2,4,Image 1,3,1,100000005,510000012929,
22,,Segment,2,3,Image 1,2,1,100000005,510000012949,
35,,Segment,2,2,Image 1,2,1,100000005,510000012979,
54,,Segment,2,1,Image 1,2,1,100000005,510000012983,
