
Segment Length
 ==================== 
Segment Length,Unit,Category,Depth,Level,Time,FilamentID,ID,
3.47762,µm,Segment,13,5,1,100000003,510000012526,
0.833209,µm,Segment,12,4,1,100000003,510000012536,
0.277253,µm,Segment,11,3,1,100000003,510000012539,
3.31641,µm,Segment,10,3,1,100000003,510000012566,
1.37345,µm,Segment,8,2,1,100000003,510000012579,
0.521329,µm,Segment,7,2,1,100000003,510000012584,
0.916812,µm,Segment,6,2,1,100000003,510000012592,
2.78198,µm,Segment,5,1,1,100000003,510000012620,
1.72684,µm,Segment,4,1,1,100000003,510000012639,
1.87598,µm,Segment,2,1,1,100000003,510000012659,
1.08245,µm,Segment,1,1,1,100000003,510000012669,
1.5815,µm,Segment,0,1,1,100000003,510000012689,
1.52959,µm,Segment,13,3,1,100000003,510000012717,
2.1389,µm,Segment,12,3,1,100000003,510000012741,
0.418687,µm,Segment,13,4,1,100000003,510000012744,
0.394508,µm,Segment,13,4,1,100000003,510000012746,
0.703693,µm,Segment,11,4,1,100000003,510000012751,
0.598431,µm,Segment,6,3,1,100000004,510000012756,
0.88431,µm,Segment,5,2,1,100000004,510000012763,
1.06741,µm,Segment,4,2,1,100000004,510000012771,
0.477999,µm,Segment,3,2,1,100000004,510000012775,
4.00679,µm,Segment,2,2,1,100000004,510000012823,
0.440112,µm,Segment,1,1,1,100000004,510000012826,
1.01086,µm,Segment,0,1,1,100000004,510000012837,
1.09342,µm,Segment,6,2,1,100000004,510000012871,
0.671596,µm,Segment,5,3,1,100000004,510000012876,
0.7692,µm,Segment,4,3,1,100000004,510000012881,
0.428622,µm,Segment,3,3,1,100000004,510000012884,
3.15812,µm,Segment,5,3,1,100000005,510000012916,
1.37731,µm,Segment,4,3,1,100000005,510000012929,
2.02661,µm,Segment,3,2,1,100000005,510000012949,
2.50982,µm,Segment,2,2,1,100000005,510000012979,
0.397641,µm,Segment,1,2,1,100000005,510000012983,
1.35748,µm,Segment,0,1,1,100000005,510000012997,
1.47065,µm,Segment,5,4,1,100000005,510000013063,
5.4712,µm,Segment,8,6,1,100000005,510000013128,
2.71335,µm,Segment,7,5,1,100000005,510000013158,
1.20843,µm,Segment,6,4,1,100000005,510000013171,
1.27221,µm,Segment,5,3,1,100000005,510000013184,
2.3267,µm,Segment,4,2,1,100000005,510000013212,
0.356101,µm,Segment,8,5,1,100000005,510000013214,
3.92548,µm,Segment,6,2,1,100000005,510000013257,
1.04462,µm,Segment,7,4,1,100000005,510000013269,
2.74192,µm,Segment,6,3,1,100000005,510000013300,
0.678822,µm,Segment,6,3,1,100000005,510000013305,
2.83091,µm,Segment,9,3,1,100000003,510000013339,
6.53858,µm,Segment,8,2,1,100000003,510000013423,
0.412135,µm,Segment,7,1,1,100000003,510000013426,
0.289647,µm,Segment,6,1,1,100000003,510000013428,
0.582923,µm,Segment,5,1,1,100000003,510000013434,
0.464101,µm,Segment,4,1,1,100000003,510000013438,
1.59162,µm,Segment,3,1,1,100000003,510000013450,
0.404385,µm,Segment,2,1,1,100000003,510000013453,
2.27399,µm,Segment,1,1,1,100000003,510000013477,
0.961557,µm,Segment,0,1,1,100000003,510000013498,
0.778592,µm,Segment,9,2,1,100000003,510000013506,
3.00725,µm,Segment,6,4,1,100000004,510000013540,
1.09569,µm,Segment,5,4,1,100000004,510000013553,
1.07873,µm,Segment,4,3,1,100000004,510000013565,
1.83313,µm,Segment,3,2,1,100000004,510000013584,
2.55121,µm,Segment,2,2,1,100000004,510000013612,
