
Spine Straightness
 ==================== 
Spine Straightness,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.972766,,Spine,3,2,1,100000004,610000017275,
0.992638,,Spine,2,2,1,100000004,610000017278,
0.823987,,Spine,5,3,1,100000003,610000017284,
0.983786,,Spine,5,3,1,100000003,610000017288,
0.993303,,Spine,2,2,1,100000004,610000017291,
0.997656,,Spine,1,1,1,100000003,610000017293,
0.993938,,Spine,7,2,1,100000004,610000017296,
0.987544,,Spine,0,1,1,100000005,610000017298,
0.999092,,Spine,4,2,1,100000003,610000017303,
0.975888,,Spine,5,3,1,100000005,610000017307,
0.915975,,Spine,8,4,1,100000004,610000017311,
0.996829,,Spine,1,1,1,100000003,610000017316,
0.985555,,Spine,4,2,1,100000005,610000017319,
0.987053,,Spine,0,1,1,100000003,610000017325,
0.992837,,Spine,15,4,1,100000003,610000017328,
0.895408,,Spine,0,1,1,100000003,610000017335,
0.840861,,Spine,6,2,1,100000003,610000017341,
0.998175,,Spine,2,2,1,100000003,610000017343,
0.997535,,Spine,4,4,1,100000004,610000017345,
0.974102,,Spine,13,5,1,100000004,610000017347,
0.959386,,Spine,15,4,1,100000003,610000017351,
0.9479,,Spine,0,1,1,100000003,610000017356,
0.998436,,Spine,0,1,1,100000005,610000017358,
0.969168,,Spine,13,4,1,100000003,610000017361,
0.981812,,Spine,9,2,1,100000004,610000017366,
0.99352,,Spine,15,4,1,100000003,610000017369,
0.979926,,Spine,0,1,1,100000003,610000017373,
0.957233,,Spine,3,2,1,100000004,610000017376,
0.992191,,Spine,1,1,1,100000004,610000017379,
0.933231,,Spine,9,3,1,100000003,610000017382,
0.978537,,Spine,5,2,1,100000004,610000017386,
0.93748,,Spine,8,4,1,100000004,610000017389,
0.962016,,Spine,20,5,1,100000003,610000017392,
0.996722,,Spine,12,4,1,100000003,610000017395,
0.941575,,Spine,15,4,1,100000003,610000017399,
0.993784,,Spine,15,4,1,100000003,610000017401,
0.995282,,Spine,4,3,1,100000005,610000017404,
0.994379,,Spine,8,4,1,100000004,610000017406,
0.969419,,Spine,1,1,1,100000005,610000017410,
0.994939,,Spine,2,2,1,100000004,610000017415,
0.987837,,Spine,1,1,1,100000003,610000017418,
0.996031,,Spine,4,1,1,100000004,610000017421,
0.932185,,Spine,0,1,1,100000003,610000017425,
0.998823,,Spine,1,1,1,100000003,610000017429,
0.979348,,Spine,19,5,1,100000003,610000017432,
0.995909,,Spine,1,1,1,100000003,610000017434,
0.991619,,Spine,1,1,1,100000005,610000017437,
0.958719,,Spine,6,2,1,100000004,610000017441,
0.985086,,Spine,9,3,1,100000003,610000017444,
0.974571,,Spine,1,1,1,100000005,610000017447,
0.985083,,Spine,1,1,1,100000003,610000017449,
0.907501,,Spine,6,2,1,100000003,610000017453,
0.980739,,Spine,2,1,1,100000005,610000017456,
0.989562,,Spine,4,2,1,100000003,610000017460,
0.997442,,Spine,17,4,1,100000003,610000017462,
