
Filament Position X
 ==================== 
Filament Position X,Unit,Category,Collection,Time,ID,
-16837.9,µm,Filament,Filament Position,1,100000003,
-16808.4,µm,Filament,Filament Position,1,100000004,
-16809.7,µm,Filament,Filament Position,1,100000005,
