
Soma Ellipticity (oblate)
 ==================== 
Soma Ellipticity (oblate),Unit,Category,Time,FilamentID,ID,
0.573412,,Soma,1,100000003,800001193,
0.33812,,Soma,1,100000004,800001194,
0.271028,,Soma,1,100000005,800001195,
