
Intensity Sum Ch=3 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
4.39731e+06,,Surface,3,Image 1,1,0,
4.03987e+06,,Surface,3,Image 1,1,1,
1.69312e+06,,Surface,3,Image 1,1,2,
