
Soma Center of Image Mass Ch=2 Img=1
 ==================== 
Soma Center of Image Mass X,Soma Center of Image Mass Y,Soma Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,FilamentID,ID,
-16840.8,19642.7,1472.26,µm,Soma,2,Soma Center of Image Mass,Image 1,1,100000003,800001193,
-16805.3,19637.6,1475.11,µm,Soma,2,Soma Center of Image Mass,Image 1,1,100000004,800001194,
-16804.9,19657.8,1475.77,µm,Soma,2,Soma Center of Image Mass,Image 1,1,100000005,800001195,
