
Spine Terminal Pt Position
 ==================== 
Spine Terminal Pt Position X,Spine Terminal Pt Position Y,Spine Terminal Pt Position Z,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
-16833.7,19657.9,1472.28,µm,Spine,Spine Terminal Pt Position,15,4,1,100000003,610000017328,
-16834.9,19657.8,1471.68,µm,Spine,Spine Terminal Pt Position,15,4,1,100000003,610000017351,
-16833.1,19655.3,1472.68,µm,Spine,Spine Terminal Pt Position,15,4,1,100000003,610000017369,
-16834.5,19657.6,1471.77,µm,Spine,Spine Terminal Pt Position,15,4,1,100000003,610000017399,
-16833.3,19655.2,1472.18,µm,Spine,Spine Terminal Pt Position,15,4,1,100000003,610000017401,
-16833.5,19657.7,1472.08,µm,Spine,Spine Terminal Pt Position,15,4,1,100000003,610000017629,
-16833,19655.5,1472.48,µm,Spine,Spine Terminal Pt Position,15,4,1,100000003,610000017674,
-16834.7,19658.6,1472.78,µm,Spine,Spine Terminal Pt Position,15,4,1,,610000017871,
-16833.3,19657.2,1472.06,µm,Spine,Spine Terminal Pt Position,15,4,1,,610000017872,
-16816.2,19644.7,1473.78,µm,Spine,Spine Terminal Pt Position,15,7,1,,610000017874,
-16834.8,19658.6,1473.32,µm,Spine,Spine Terminal Pt Position,17,4,1,100000003,610000017462,
-16834.5,19659,1474.38,µm,Spine,Spine Terminal Pt Position,19,5,1,100000003,610000017432,
-16834.8,19659.4,1474.38,µm,Spine,Spine Terminal Pt Position,19,5,1,,610000017867,
-16810.9,19655.8,1473.99,µm,Spine,Spine Terminal Pt Position,2,1,1,,610000017860,
-16836.9,19646.5,1473.06,µm,Spine,Spine Terminal Pt Position,2,1,1,,610000017861,
-16807.5,19635.1,1476.08,µm,Spine,Spine Terminal Pt Position,2,1,1,,610000017862,
-16801.7,19657.5,1476.38,µm,Spine,Spine Terminal Pt Position,2,1,1,,610000017880,
-16806,19636.2,1471.68,µm,Spine,Spine Terminal Pt Position,2,1,1,,610000017883,
-16805.8,19635.4,1471.77,µm,Spine,Spine Terminal Pt Position,2,1,1,,610000017884,
-16839.4,19638.8,1472.18,µm,Spine,Spine Terminal Pt Position,2,1,1,,610000017897,
-16810,19634,1472.68,µm,Spine,Spine Terminal Pt Position,2,2,1,100000004,610000017278,
-16806.2,19634.1,1475.48,µm,Spine,Spine Terminal Pt Position,2,2,1,100000004,610000017291,
-16842.3,19639,1472.97,µm,Spine,Spine Terminal Pt Position,2,2,1,100000003,610000017343,
-16805.8,19634.7,1475.38,µm,Spine,Spine Terminal Pt Position,2,2,1,100000004,610000017415,
-16834.8,19641.3,1473.68,µm,Spine,Spine Terminal Pt Position,2,2,1,100000003,610000017520,
-16835.4,19641.3,1473.08,µm,Spine,Spine Terminal Pt Position,2,2,1,100000003,610000017544,
-16805.9,19633.1,1475.18,µm,Spine,Spine Terminal Pt Position,2,2,1,100000004,610000017571,
-16805.5,19633.9,1475.88,µm,Spine,Spine Terminal Pt Position,2,2,1,100000004,610000017577,
-16838.5,19645.8,1473.08,µm,Spine,Spine Terminal Pt Position,2,2,1,100000003,610000017594,
-16838.3,19645.7,1473.08,µm,Spine,Spine Terminal Pt Position,2,2,1,,610000017860,
-16807.9,19634.5,1474.98,µm,Spine,Spine Terminal Pt Position,2,2,1,,610000017861,
-16806,19633.2,1475.48,µm,Spine,Spine Terminal Pt Position,2,2,1,,610000017866,
-16806.7,19639.5,1474.58,µm,Spine,Spine Terminal Pt Position,2,2,1,,610000017871,
-16800.3,19660.8,1473.66,µm,Spine,Spine Terminal Pt Position,2,2,1,,610000017876,
-16833.8,19642.5,1472.18,µm,Spine,Spine Terminal Pt Position,2,2,1,,610000017884,
-16809.2,19633.3,1472.88,µm,Spine,Spine Terminal Pt Position,2,2,1,,610000017885,
-16802.4,19640.9,1476.01,µm,Spine,Spine Terminal Pt Position,2,2,1,,610000017891,
-16808.3,19655.6,1475.88,µm,Spine,Spine Terminal Pt Position,2,3,1,,610000017864,
-16834.1,19659.1,1473.51,µm,Spine,Spine Terminal Pt Position,20,4,1,,610000017870,
-16834.9,19659.8,1473.38,µm,Spine,Spine Terminal Pt Position,20,5,1,100000003,610000017392,
-16834.8,19659.6,1473.18,µm,Spine,Spine Terminal Pt Position,20,5,1,100000003,610000017474,
-16833,19660.6,1473.56,µm,Spine,Spine Terminal Pt Position,21,5,1,,610000017868,
-16833.4,19660.3,1473.02,µm,Spine,Spine Terminal Pt Position,21,5,1,,610000017869,
-16804.4,19633.7,1475.97,µm,Spine,Spine Terminal Pt Position,3,1,1,,610000017865,
-16835.6,19641.6,1474.38,µm,Spine,Spine Terminal Pt Position,3,1,1,,610000017885,
-16835.4,19641.4,1474.48,µm,Spine,Spine Terminal Pt Position,3,1,1,,610000017886,
-16800.8,19640.4,1475.68,µm,Spine,Spine Terminal Pt Position,3,1,1,,610000017888,
-16810.3,19634.2,1472.58,µm,Spine,Spine Terminal Pt Position,3,2,1,100000004,610000017275,
-16803.4,19641.3,1476.38,µm,Spine,Spine Terminal Pt Position,3,2,1,100000004,610000017376,
-16836.5,19648.9,1471.79,µm,Spine,Spine Terminal Pt Position,3,2,1,100000003,610000017569,
-16806.5,19631.4,1476.18,µm,Spine,Spine Terminal Pt Position,3,2,1,100000004,610000017598,
-16837,19648,1472.08,µm,Spine,Spine Terminal Pt Position,3,2,1,100000003,610000017631,
-16835.9,19648.5,1471.88,µm,Spine,Spine Terminal Pt Position,3,2,1,,610000017863,
-16836.7,19648.2,1472.06,µm,Spine,Spine Terminal Pt Position,3,2,1,,610000017864,
-16836.3,19646.6,1472.71,µm,Spine,Spine Terminal Pt Position,3,2,1,,610000017865,
-16812.9,19657.2,1474.11,µm,Spine,Spine Terminal Pt Position,3,2,1,,610000017867,
-16813.3,19657,1474.6,µm,Spine,Spine Terminal Pt Position,3,2,1,,610000017868,
-16809.2,19635.9,1475.18,µm,Spine,Spine Terminal Pt Position,3,2,1,,610000017869,
-16808.6,19637.1,1474.68,µm,Spine,Spine Terminal Pt Position,3,2,1,,610000017870,
-16807.3,19640,1474.28,µm,Spine,Spine Terminal Pt Position,3,2,1,,610000017873,
-16803.3,19641.6,1476.28,µm,Spine,Spine Terminal Pt Position,3,2,1,,610000017894,
-16812.6,19658.4,1476.18,µm,Spine,Spine Terminal Pt Position,3,3,1,,610000017865,
-16811.7,19656.8,1475.69,µm,Spine,Spine Terminal Pt Position,3,3,1,,610000017866,
-16810,19633.7,1471.79,µm,Spine,Spine Terminal Pt Position,3,3,1,,610000017886,
-16803.2,19642.9,1475.2,µm,Spine,Spine Terminal Pt Position,3,3,1,,610000017895,
-16802.8,19643.6,1475.38,µm,Spine,Spine Terminal Pt Position,3,3,1,,610000017896,
-16807.7,19640.8,1475.38,µm,Spine,Spine Terminal Pt Position,4,1,1,100000004,610000017421,
-16835,19641.6,1474.58,µm,Spine,Spine Terminal Pt Position,4,1,1,100000003,610000017533,
-16807.8,19640.6,1474.38,µm,Spine,Spine Terminal Pt Position,4,1,1,100000004,610000017565,
-16838,19637,1473.28,µm,Spine,Spine Terminal Pt Position,4,2,1,100000003,610000017303,
-16814.8,19656.8,1473.48,µm,Spine,Spine Terminal Pt Position,4,2,1,100000005,610000017319,
-16838.8,19637.2,1473.98,µm,Spine,Spine Terminal Pt Position,4,2,1,100000003,610000017460,
-16835.1,19639.8,1475.69,µm,Spine,Spine Terminal Pt Position,4,2,1,100000003,610000017536,
-16836.4,19645.9,1473.78,µm,Spine,Spine Terminal Pt Position,4,2,1,100000003,610000017567,
-16836,19642.5,1475.18,µm,Spine,Spine Terminal Pt Position,4,2,1,100000003,610000017648,
-16808.2,19630.4,1475.98,µm,Spine,Spine Terminal Pt Position,4,2,1,,610000017868,
-16808,19640.4,1473.28,µm,Spine,Spine Terminal Pt Position,4,2,1,,610000017872,
-16835.1,19640.6,1476.08,µm,Spine,Spine Terminal Pt Position,4,2,1,,610000017887,
-16835.2,19640.1,1475.58,µm,Spine,Spine Terminal Pt Position,4,2,1,,610000017888,
-16802.1,19644.3,1476.08,µm,Spine,Spine Terminal Pt Position,4,2,1,,610000017892,
-16838.5,19637.2,1473.28,µm,Spine,Spine Terminal Pt Position,4,2,1,,610000017896,
-16842.6,19637,1472.95,µm,Spine,Spine Terminal Pt Position,4,2,1,,610000017901,
-16809.3,19660.1,1473.92,µm,Spine,Spine Terminal Pt Position,4,3,1,100000005,610000017404,
-16835.9,19650.1,1471.68,µm,Spine,Spine Terminal Pt Position,4,3,1,,610000017862,
-16803.2,19644,1476.36,µm,Spine,Spine Terminal Pt Position,4,3,1,,610000017893,
-16806.4,19629.5,1473.68,µm,Spine,Spine Terminal Pt Position,4,4,1,100000004,610000017345,
-16806,19631.4,1474.18,µm,Spine,Spine Terminal Pt Position,4,4,1,,610000017867,
-16835.7,19648.4,1474.08,µm,Spine,Spine Terminal Pt Position,5,1,1,100000003,610000017580,
-16835.7,19649.8,1473.08,µm,Spine,Spine Terminal Pt Position,5,1,1,100000003,610000017662,
-16835.4,19649.5,1473.18,µm,Spine,Spine Terminal Pt Position,5,1,1,,610000017866,
-16809.1,19639.3,1472.88,µm,Spine,Spine Terminal Pt Position,5,2,1,100000004,610000017386,
-16813.1,19634.4,1474.57,µm,Spine,Spine Terminal Pt Position,5,2,1,,610000017863,
-16838.2,19645.1,1476.28,µm,Spine,Spine Terminal Pt Position,5,3,1,100000003,610000017284,
-16838.3,19644.8,1476.28,µm,Spine,Spine Terminal Pt Position,5,3,1,100000003,610000017288,
-16811.8,19658.7,1473.58,µm,Spine,Spine Terminal Pt Position,5,3,1,100000005,610000017307,
-16801.3,19643.5,1474.68,µm,Spine,Spine Terminal Pt Position,5,3,1,,610000017897,
-16801.2,19643.6,1474.58,µm,Spine,Spine Terminal Pt Position,5,3,1,,610000017898,
-16843.5,19634.4,1472.18,µm,Spine,Spine Terminal Pt Position,5,3,1,,610000017903,
-16843.7,19634.6,1472.28,µm,Spine,Spine Terminal Pt Position,5,3,1,,610000017904,
-16840.6,19635.8,1474.18,µm,Spine,Spine Terminal Pt Position,6,2,1,100000003,610000017341,
-16810.4,19641.6,1474.98,µm,Spine,Spine Terminal Pt Position,6,2,1,100000004,610000017441,
-16840.4,19635.9,1474.18,µm,Spine,Spine Terminal Pt Position,6,2,1,100000003,610000017453,
-16840.2,19636,1474.08,µm,Spine,Spine Terminal Pt Position,6,2,1,100000003,610000017554,
-16844.8,19634.6,1472.88,µm,Spine,Spine Terminal Pt Position,6,4,1,100000003,610000017542,
-16841.9,19634.1,1471.73,µm,Spine,Spine Terminal Pt Position,6,4,1,,610000017902,
-16845,19635.6,1473.68,µm,Spine,Spine Terminal Pt Position,6,4,1,,610000017905,
-16810.6,19641.4,1475.68,µm,Spine,Spine Terminal Pt Position,7,2,1,100000004,610000017296,
-16812,19641.5,1475.78,µm,Spine,Spine Terminal Pt Position,7,2,1,,610000017880,
-16842.7,19635.3,1473.65,µm,Spine,Spine Terminal Pt Position,7,2,1,,610000017894,
-16842.8,19635.1,1474.28,µm,Spine,Spine Terminal Pt Position,7,3,1,,610000017895,
-16845.5,19636.1,1473.96,µm,Spine,Spine Terminal Pt Position,7,6,1,,610000017906,
-16834.1,19652,1473.22,µm,Spine,Spine Terminal Pt Position,8,2,1,100000003,610000017482,
-16834.1,19643.6,1476.08,µm,Spine,Spine Terminal Pt Position,8,3,1,,610000017889,
-16811.3,19641.3,1474.58,µm,Spine,Spine Terminal Pt Position,8,4,1,100000004,610000017311,
-16811.3,19641.5,1474.68,µm,Spine,Spine Terminal Pt Position,8,4,1,100000004,610000017389,
-16811.4,19642.4,1474.38,µm,Spine,Spine Terminal Pt Position,8,4,1,100000004,610000017406,
-16811.2,19641.7,1474.68,µm,Spine,Spine Terminal Pt Position,8,4,1,100000004,610000017622,
-16812,19642.3,1474.45,µm,Spine,Spine Terminal Pt Position,8,4,1,,610000017879,
-16819.8,19653.6,1474.06,µm,Spine,Spine Terminal Pt Position,8,6,1,100000005,610000017467,
-16844.8,19636.4,1473.98,µm,Spine,Spine Terminal Pt Position,8,6,1,100000003,610000017575,
-16821.6,19655,1473.48,µm,Spine,Spine Terminal Pt Position,8,6,1,,610000017869,
-16818.9,19654.1,1474.08,µm,Spine,Spine Terminal Pt Position,8,6,1,,610000017870,
-16845,19636.6,1473.98,µm,Spine,Spine Terminal Pt Position,8,6,1,,610000017907,
-16809.7,19643,1475.18,µm,Spine,Spine Terminal Pt Position,9,2,1,100000004,610000017366,
-16830.7,19638,1475.48,µm,Spine,Spine Terminal Pt Position,9,3,1,100000003,610000017382,
-16830.6,19637.7,1475.28,µm,Spine,Spine Terminal Pt Position,9,3,1,100000003,610000017444,
-16833.5,19652.7,1473.48,µm,Spine,Spine Terminal Pt Position,9,3,1,100000003,610000017655,
-16833.7,19652.7,1473.38,µm,Spine,Spine Terminal Pt Position,9,3,1,,610000017874,
-16829.6,19638.4,1475.8,µm,Spine,Spine Terminal Pt Position,9,3,1,,610000017890,
