
Spine Center Intensity Median Ch=2 Img=1
 ==================== 
Spine Center Intensity Median,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
35.0625,,Spine,2,3,Image 1,2,1,100000004,610000017275,
29.0625,,Spine,2,2,Image 1,2,1,100000004,610000017278,
27.0625,,Spine,2,5,Image 1,3,1,100000003,610000017284,
20.0625,,Spine,2,5,Image 1,3,1,100000003,610000017288,
39.5625,,Spine,2,2,Image 1,2,1,100000004,610000017291,
22.0625,,Spine,2,1,Image 1,1,1,100000003,610000017293,
32.5078,,Spine,2,7,Image 1,2,1,100000004,610000017296,
35.0156,,Spine,2,0,Image 1,1,1,100000005,610000017298,
67.0312,,Spine,2,4,Image 1,2,1,100000003,610000017303,
29.0156,,Spine,2,5,Image 1,3,1,100000005,610000017307,
14.0312,,Spine,2,8,Image 1,4,1,100000004,610000017311,
46.125,,Spine,2,1,Image 1,1,1,100000003,610000017316,
17.0078,,Spine,2,4,Image 1,2,1,100000005,610000017319,
88.5625,,Spine,2,0,Image 1,1,1,100000003,610000017325,
20.125,,Spine,2,15,Image 1,4,1,100000003,610000017328,
52.0156,,Spine,2,0,Image 1,1,1,100000003,610000017335,
74.0625,,Spine,2,6,Image 1,2,1,100000003,610000017341,
26.0312,,Spine,2,2,Image 1,2,1,100000003,610000017343,
15.0078,,Spine,2,4,Image 1,4,1,100000004,610000017345,
22.0078,,Spine,2,13,Image 1,5,1,100000004,610000017347,
20.125,,Spine,2,15,Image 1,4,1,100000003,610000017351,
58.0312,,Spine,2,0,Image 1,1,1,100000003,610000017356,
47.0156,,Spine,2,0,Image 1,1,1,100000005,610000017358,
38.5625,,Spine,2,13,Image 1,4,1,100000003,610000017361,
43.0156,,Spine,2,9,Image 1,2,1,100000004,610000017366,
30.5625,,Spine,2,15,Image 1,4,1,100000003,610000017369,
58.0625,,Spine,2,0,Image 1,1,1,100000003,610000017373,
48.0078,,Spine,2,3,Image 1,2,1,100000004,610000017376,
29.5625,,Spine,2,1,Image 1,1,1,100000004,610000017379,
44.5625,,Spine,2,9,Image 1,3,1,100000003,610000017382,
33.0625,,Spine,2,5,Image 1,2,1,100000004,610000017386,
41.5312,,Spine,2,8,Image 1,4,1,100000004,610000017389,
58.0312,,Spine,2,20,Image 1,5,1,100000003,610000017392,
43.0625,,Spine,2,12,Image 1,4,1,100000003,610000017395,
44.125,,Spine,2,15,Image 1,4,1,100000003,610000017399,
27.0625,,Spine,2,15,Image 1,4,1,100000003,610000017401,
46.5625,,Spine,2,4,Image 1,3,1,100000005,610000017404,
39.0156,,Spine,2,8,Image 1,4,1,100000004,610000017406,
63.5625,,Spine,2,1,Image 1,1,1,100000005,610000017410,
44.5625,,Spine,2,2,Image 1,2,1,100000004,610000017415,
50.125,,Spine,2,1,Image 1,1,1,100000003,610000017418,
37.5625,,Spine,2,4,Image 1,1,1,100000004,610000017421,
53.0078,,Spine,2,0,Image 1,1,1,100000003,610000017425,
46.0625,,Spine,2,1,Image 1,1,1,100000003,610000017429,
53.5625,,Spine,2,19,Image 1,5,1,100000003,610000017432,
36.0625,,Spine,2,1,Image 1,1,1,100000003,610000017434,
