
Soma Ellipticity (prolate)
 ==================== 
Soma Ellipticity (prolate),Unit,Category,Time,FilamentID,ID,
0.261036,,Soma,1,100000003,800001193,
0.424874,,Soma,1,100000004,800001194,
0.568611,,Soma,1,100000005,800001195,
