
Spine Part Min Diameter Ground
 ==================== 
Spine Part Min Diameter Ground,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.197096,µm,Spine,Spine Part Min Diameter,3,2,1,100000004,610000017275,
0.1625,µm,Spine,Spine Part Min Diameter,2,2,1,100000004,610000017278,
0.1625,µm,Spine,Spine Part Min Diameter,5,3,1,100000003,610000017284,
0.1625,µm,Spine,Spine Part Min Diameter,5,3,1,100000003,610000017288,
0.38368,µm,Spine,Spine Part Min Diameter,2,2,1,100000004,610000017291,
0.24375,µm,Spine,Spine Part Min Diameter,1,1,1,100000003,610000017293,
0.273746,µm,Spine,Spine Part Min Diameter,7,2,1,100000004,610000017296,
0.200422,µm,Spine,Spine Part Min Diameter,0,1,1,100000005,610000017298,
0.244814,µm,Spine,Spine Part Min Diameter,4,2,1,100000003,610000017303,
0.308864,µm,Spine,Spine Part Min Diameter,5,3,1,100000005,610000017307,
0.29982,µm,Spine,Spine Part Min Diameter,8,4,1,100000004,610000017311,
0.1625,µm,Spine,Spine Part Min Diameter,1,1,1,100000003,610000017316,
0.31072,µm,Spine,Spine Part Min Diameter,4,2,1,100000005,610000017319,
0.175379,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000017325,
0.269786,µm,Spine,Spine Part Min Diameter,15,4,1,100000003,610000017328,
0.191537,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000017335,
0.287347,µm,Spine,Spine Part Min Diameter,6,2,1,100000003,610000017341,
0.299439,µm,Spine,Spine Part Min Diameter,2,2,1,100000003,610000017343,
0.233782,µm,Spine,Spine Part Min Diameter,4,4,1,100000004,610000017345,
0.183483,µm,Spine,Spine Part Min Diameter,13,5,1,100000004,610000017347,
0.24375,µm,Spine,Spine Part Min Diameter,15,4,1,100000003,610000017351,
0.206034,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000017356,
0.31675,µm,Spine,Spine Part Min Diameter,0,1,1,100000005,610000017358,
0.319225,µm,Spine,Spine Part Min Diameter,13,4,1,100000003,610000017361,
0.311184,µm,Spine,Spine Part Min Diameter,9,2,1,100000004,610000017366,
0.3605,µm,Spine,Spine Part Min Diameter,15,4,1,100000003,610000017369,
0.232761,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000017373,
0.2304,µm,Spine,Spine Part Min Diameter,3,2,1,100000004,610000017376,
0.505634,µm,Spine,Spine Part Min Diameter,1,1,1,100000004,610000017379,
0.330212,µm,Spine,Spine Part Min Diameter,9,3,1,100000003,610000017382,
0.162582,µm,Spine,Spine Part Min Diameter,5,2,1,100000004,610000017386,
0.29982,µm,Spine,Spine Part Min Diameter,8,4,1,100000004,610000017389,
0.26366,µm,Spine,Spine Part Min Diameter,20,5,1,100000003,610000017392,
0.307227,µm,Spine,Spine Part Min Diameter,12,4,1,100000003,610000017395,
0.24375,µm,Spine,Spine Part Min Diameter,15,4,1,100000003,610000017399,
0.30074,µm,Spine,Spine Part Min Diameter,15,4,1,100000003,610000017401,
0.252057,µm,Spine,Spine Part Min Diameter,4,3,1,100000005,610000017404,
0.354321,µm,Spine,Spine Part Min Diameter,8,4,1,100000004,610000017406,
0.451101,µm,Spine,Spine Part Min Diameter,1,1,1,100000005,610000017410,
0.43499,µm,Spine,Spine Part Min Diameter,2,2,1,100000004,610000017415,
0.191528,µm,Spine,Spine Part Min Diameter,1,1,1,100000003,610000017418,
0.347523,µm,Spine,Spine Part Min Diameter,4,1,1,100000004,610000017421,
0.38065,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000017425,
0.1625,µm,Spine,Spine Part Min Diameter,1,1,1,100000003,610000017429,
0.403095,µm,Spine,Spine Part Min Diameter,19,5,1,100000003,610000017432,
0.322957,µm,Spine,Spine Part Min Diameter,1,1,1,100000003,610000017434,
