
Spine Attachment Pt Distance from Origin
 ==================== 
Spine Attachment Pt Distance from Origin,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
25905.9,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,,610000017863,
25891.2,µm,Spine,Spine Attachment Pt Distance from Origin,5,2,1,,610000017863,
25916.8,µm,Spine,Spine Attachment Pt Distance from Origin,3,2,1,,610000017864,
25904.4,µm,Spine,Spine Attachment Pt Distance from Origin,2,3,1,,610000017864,
25915.8,µm,Spine,Spine Attachment Pt Distance from Origin,3,2,1,,610000017865,
25909.1,µm,Spine,Spine Attachment Pt Distance from Origin,3,3,1,,610000017865,
25885.2,µm,Spine,Spine Attachment Pt Distance from Origin,3,1,1,,610000017865,
25907.5,µm,Spine,Spine Attachment Pt Distance from Origin,3,3,1,,610000017866,
25885.8,µm,Spine,Spine Attachment Pt Distance from Origin,2,2,1,,610000017866,
25917.5,µm,Spine,Spine Attachment Pt Distance from Origin,5,1,1,,610000017866,
25908.5,µm,Spine,Spine Attachment Pt Distance from Origin,3,2,1,,610000017867,
25884.5,µm,Spine,Spine Attachment Pt Distance from Origin,4,4,1,,610000017867,
25924.4,µm,Spine,Spine Attachment Pt Distance from Origin,19,5,1,,610000017867,
25908.5,µm,Spine,Spine Attachment Pt Distance from Origin,3,2,1,,610000017868,
25885.2,µm,Spine,Spine Attachment Pt Distance from Origin,4,2,1,,610000017868,
25924,µm,Spine,Spine Attachment Pt Distance from Origin,21,5,1,,610000017868,
25889.9,µm,Spine,Spine Attachment Pt Distance from Origin,3,2,1,,610000017869,
25912.3,µm,Spine,Spine Attachment Pt Distance from Origin,8,6,1,,610000017869,
25924,µm,Spine,Spine Attachment Pt Distance from Origin,21,5,1,,610000017869,
25890.7,µm,Spine,Spine Attachment Pt Distance from Origin,3,2,1,,610000017870,
25910.2,µm,Spine,Spine Attachment Pt Distance from Origin,8,6,1,,610000017870,
25924,µm,Spine,Spine Attachment Pt Distance from Origin,20,4,1,,610000017870,
25890.9,µm,Spine,Spine Attachment Pt Distance from Origin,2,2,1,,610000017871,
25904.7,µm,Spine,Spine Attachment Pt Distance from Origin,1,1,1,,610000017871,
25923.5,µm,Spine,Spine Attachment Pt Distance from Origin,15,4,1,,610000017871,
25905.9,µm,Spine,Spine Attachment Pt Distance from Origin,1,1,1,,610000017872,
25892.4,µm,Spine,Spine Attachment Pt Distance from Origin,4,2,1,,610000017872,
25921.7,µm,Spine,Spine Attachment Pt Distance from Origin,15,4,1,,610000017872,
25891.5,µm,Spine,Spine Attachment Pt Distance from Origin,3,2,1,,610000017873,
25905.1,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,,610000017873,
25919.5,µm,Spine,Spine Attachment Pt Distance from Origin,12,4,1,,610000017873,
25905.4,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,,610000017874,
25918.8,µm,Spine,Spine Attachment Pt Distance from Origin,9,3,1,,610000017874,
25901.2,µm,Spine,Spine Attachment Pt Distance from Origin,15,7,1,,610000017874,
25902.6,µm,Spine,Spine Attachment Pt Distance from Origin,1,1,1,,610000017875,
25900.7,µm,Spine,Spine Attachment Pt Distance from Origin,14,5,1,,610000017875,
25920.5,µm,Spine,Spine Attachment Pt Distance from Origin,10,3,1,,610000017875,
25903.2,µm,Spine,Spine Attachment Pt Distance from Origin,2,2,1,,610000017876,
25921.3,µm,Spine,Spine Attachment Pt Distance from Origin,11,4,1,,610000017876,
25922,µm,Spine,Spine Attachment Pt Distance from Origin,13,3,1,,610000017877,
25900.5,µm,Spine,Spine Attachment Pt Distance from Origin,12,5,1,,610000017877,
25898.4,µm,Spine,Spine Attachment Pt Distance from Origin,10,4,1,,610000017878,
25921.1,µm,Spine,Spine Attachment Pt Distance from Origin,13,4,1,,610000017878,
25902.2,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,,610000017879,
25896.4,µm,Spine,Spine Attachment Pt Distance from Origin,8,4,1,,610000017879,
25919,µm,Spine,Spine Attachment Pt Distance from Origin,13,5,1,,610000017879,
25901.8,µm,Spine,Spine Attachment Pt Distance from Origin,2,1,1,,610000017880,
25916.6,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,,610000017880,
25895.9,µm,Spine,Spine Attachment Pt Distance from Origin,7,2,1,,610000017880,
25916.2,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,,610000017881,
25887.8,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,,610000017882,
25914.1,µm,Spine,Spine Attachment Pt Distance from Origin,1,1,1,,610000017882,
25887.9,µm,Spine,Spine Attachment Pt Distance from Origin,2,1,1,,610000017883,
25912.6,µm,Spine,Spine Attachment Pt Distance from Origin,1,1,1,,610000017883,
25910.6,µm,Spine,Spine Attachment Pt Distance from Origin,2,2,1,,610000017884,
25887.3,µm,Spine,Spine Attachment Pt Distance from Origin,2,1,1,,610000017884,
25888.1,µm,Spine,Spine Attachment Pt Distance from Origin,2,2,1,,610000017885,
25911.6,µm,Spine,Spine Attachment Pt Distance from Origin,3,1,1,,610000017885,
25888.7,µm,Spine,Spine Attachment Pt Distance from Origin,3,3,1,,610000017886,
25911.3,µm,Spine,Spine Attachment Pt Distance from Origin,3,1,1,,610000017886,
25889,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,,610000017887,
25910.3,µm,Spine,Spine Attachment Pt Distance from Origin,4,2,1,,610000017887,
25888,µm,Spine,Spine Attachment Pt Distance from Origin,3,1,1,,610000017888,
25910.3,µm,Spine,Spine Attachment Pt Distance from Origin,4,2,1,,610000017888,
25912.3,µm,Spine,Spine Attachment Pt Distance from Origin,8,3,1,,610000017889,
25888.2,µm,Spine,Spine Attachment Pt Distance from Origin,1,1,1,,610000017890,
25905.4,µm,Spine,Spine Attachment Pt Distance from Origin,9,3,1,,610000017890,
25889.4,µm,Spine,Spine Attachment Pt Distance from Origin,2,2,1,,610000017891,
25891.8,µm,Spine,Spine Attachment Pt Distance from Origin,4,2,1,,610000017892,
25892.5,µm,Spine,Spine Attachment Pt Distance from Origin,4,3,1,,610000017893,
25890.6,µm,Spine,Spine Attachment Pt Distance from Origin,3,2,1,,610000017894,
25911.2,µm,Spine,Spine Attachment Pt Distance from Origin,7,2,1,,610000017894,
25891.4,µm,Spine,Spine Attachment Pt Distance from Origin,3,3,1,,610000017895,
25911.2,µm,Spine,Spine Attachment Pt Distance from Origin,7,3,1,,610000017895,
25891.7,µm,Spine,Spine Attachment Pt Distance from Origin,3,3,1,,610000017896,
25910.1,µm,Spine,Spine Attachment Pt Distance from Origin,4,2,1,,610000017896,
25911.8,µm,Spine,Spine Attachment Pt Distance from Origin,2,1,1,,610000017897,
25890.6,µm,Spine,Spine Attachment Pt Distance from Origin,5,3,1,,610000017898,
25912.3,µm,Spine,Spine Attachment Pt Distance from Origin,1,1,1,,610000017898,
25912.5,µm,Spine,Spine Attachment Pt Distance from Origin,1,1,1,,610000017899,
25912.9,µm,Spine,Spine Attachment Pt Distance from Origin,1,1,1,,610000017900,
25912.3,µm,Spine,Spine Attachment Pt Distance from Origin,4,2,1,,610000017901,
25909.8,µm,Spine,Spine Attachment Pt Distance from Origin,6,4,1,,610000017902,
25911.1,µm,Spine,Spine Attachment Pt Distance from Origin,5,3,1,,610000017903,
25911.3,µm,Spine,Spine Attachment Pt Distance from Origin,5,3,1,,610000017904,
25912.7,µm,Spine,Spine Attachment Pt Distance from Origin,6,4,1,,610000017905,
25913.5,µm,Spine,Spine Attachment Pt Distance from Origin,7,6,1,,610000017906,
25913.8,µm,Spine,Spine Attachment Pt Distance from Origin,8,6,1,,610000017907,
25914.8,µm,Spine,Spine Attachment Pt Distance from Origin,10,6,1,,610000017908,
