
Intensity Mean Ch=3 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
1.75004,,Surface,3,Image 1,1,0,
2.34506,,Surface,3,Image 1,1,1,
3.16901,,Surface,3,Image 1,1,2,
