
Soma Intensity Mean Ch=4 Img=1
 ==================== 
Soma Intensity Mean,Unit,Category,Channel,Image,Time,FilamentID,ID,
0.00167629,,Soma,4,Image 1,1,100000003,800001193,
0.000931464,,Soma,4,Image 1,1,100000004,800001194,
0,,Soma,4,Image 1,1,100000005,800001195,
