
Segment Intensity StdDev Ch=5 Img=1
 ==================== 
Segment Intensity StdDev,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0,,Segment,5,3,Image 1,2,1,100000002,510000000087,
0,,Segment,5,2,Image 1,1,1,100000002,510000000093,
0,,Segment,5,1,Image 1,1,1,100000002,510000000112,
0,,Segment,5,0,Image 1,1,1,100000002,510000000131,
0,,Segment,5,2,Image 1,2,1,100000002,510000000139,
19.0244,,Segment,5,4,Image 1,4,1,100000000,510000000167,
0,,Segment,5,3,Image 1,3,1,100000000,510000000191,
0,,Segment,5,2,Image 1,2,1,100000000,510000000204,
0,,Segment,5,1,Image 1,1,1,100000000,510000000217,
0,,Segment,5,0,Image 1,1,1,100000000,510000000247,
0.914135,,Segment,5,2,Image 1,2,1,100000002,510000000252,
0,,Segment,5,1,Image 1,1,1,100000002,510000000277,
0,,Segment,5,0,Image 1,1,1,100000002,510000000292,
4.80508,,Segment,5,5,Image 1,3,1,100000001,510000000334,
0,,Segment,5,4,Image 1,3,1,100000001,510000000352,
0,,Segment,5,3,Image 1,3,1,100000001,510000000356,
2.43175,,Segment,5,2,Image 1,2,1,100000001,510000000362,
4.24946,,Segment,5,1,Image 1,1,1,100000001,510000000366,
9.03817,,Segment,5,0,Image 1,1,1,100000001,510000000386,
1.60426,,Segment,5,2,Image 1,1,1,100000002,510000000429,
0,,Segment,5,5,Image 1,4,1,100000001,510000000437,
8.10458,,Segment,5,6,Image 1,4,1,100000001,510000000444,
7.99606,,Segment,5,5,Image 1,3,1,100000001,510000000455,
11.1058,,Segment,5,4,Image 1,3,1,100000001,510000000461,
7.04521,,Segment,5,3,Image 1,2,1,100000001,510000000472,
10.5999,,Segment,5,6,Image 1,3,1,100000001,510000000477,
20.196,,Segment,5,1,Image 1,2,1,100000002,510000000499,
0,,Segment,5,3,Image 1,1,1,100000001,510000000535,
1.61471,,Segment,5,2,Image 1,1,1,100000001,510000000545,
0,,Segment,5,1,Image 1,1,1,100000001,510000000594,
17.0529,,Segment,5,0,Image 1,1,1,100000001,510000000633,
11.6555,,Segment,5,4,Image 1,2,1,100000001,510000000649,
0,,Segment,5,3,Image 1,2,1,100000001,510000000668,
0,,Segment,5,4,Image 1,3,1,100000001,510000000673,
7.55014,,Segment,5,4,Image 1,3,1,100000000,510000000683,
2.10129,,Segment,5,4,Image 1,4,1,100000001,510000000692,
1.68522,,Segment,5,5,Image 1,4,1,100000001,510000000704,
4.59496,,Segment,5,5,Image 1,4,1,100000001,510000000708,
6.99879,,Segment,5,3,Image 1,4,1,100000001,510000000744,
13.8792,,Segment,5,2,Image 1,3,1,100000001,510000000748,
9.83273,,Segment,5,0,Image 1,1,1,100000001,510000000768,
8.97707,,Segment,5,1,Image 1,2,1,100000001,510000000808,
5.54995,,Segment,5,0,Image 1,1,1,100000001,510000000816,
0,,Segment,5,2,Image 1,2,1,100000001,510000000820,
0,,Segment,5,1,Image 1,1,1,100000001,510000000828,
12.1295,,Segment,5,0,Image 1,1,1,100000001,510000000853,
6.2467,,Segment,5,1,Image 1,2,1,100000002,510000000881,
0,,Segment,5,1,Image 1,2,1,100000001,510000000887,
0,,Segment,5,2,Image 1,1,1,100000001,510000000890,
0,,Segment,5,2,Image 1,3,1,100000001,510000000900,
3.11516,,Segment,5,1,Image 1,2,1,100000001,510000000905,
4.49391,,Segment,5,0,Image 1,1,1,100000002,510000000918,
3.35912,,Segment,5,3,Image 1,2,1,100000000,510000000962,
7.47948,,Segment,5,4,Image 1,4,1,100000001,510000000968,
6.03747,,Segment,5,3,Image 1,3,1,100000001,510000000976,
1.66408,,Segment,5,1,Image 1,2,1,100000002,510000000985,
1.6144,,Segment,5,0,Image 1,1,1,100000002,510000001011,
0,,Segment,5,1,Image 1,2,1,100000001,510000001020,
5.38316,,Segment,5,1,Image 1,1,1,100000002,510000001031,
0,,Segment,5,1,Image 1,1,1,100000000,510000001045,
0,,Segment,5,0,Image 1,1,1,100000000,510000001058,
6.47783,,Segment,5,4,Image 1,3,1,100000001,510000001060,
0,,Segment,5,1,Image 1,2,1,100000000,510000001066,
23.3171,,Segment,5,2,Image 1,2,1,100000001,510000001075,
0,,Segment,5,0,Image 1,1,1,100000001,510000001089,
6.77019,,Segment,5,1,Image 1,1,1,100000001,510000001128,
12.4052,,Segment,5,1,Image 1,1,1,100000001,510000001132,
0,,Segment,5,1,Image 1,2,1,100000000,510000001156,
0,,Segment,5,2,Image 1,1,1,100000000,510000001157,
9.98449,,Segment,5,4,Image 1,2,1,100000001,510000001158,
0,,Segment,5,2,Image 1,2,1,100000001,510000001159,
12.7773,,Segment,5,1,Image 1,2,1,100000001,510000001163,
0,,Segment,5,3,Image 1,1,1,100000002,510000001165,
