
Segment Number of Voxel Ch=2 Img=1
 ==================== 
Segment Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
2975,,Segment,2,3,Image 1,2,1,100000002,510000000087,
1554,,Segment,2,2,Image 1,1,1,100000002,510000000093,
566,,Segment,2,1,Image 1,1,1,100000002,510000000112,
225,,Segment,2,0,Image 1,1,1,100000002,510000000131,
609,,Segment,2,2,Image 1,2,1,100000002,510000000139,
532,,Segment,2,4,Image 1,4,1,100000000,510000000167,
1082,,Segment,2,3,Image 1,3,1,100000000,510000000191,
1117,,Segment,2,2,Image 1,2,1,100000000,510000000204,
808,,Segment,2,1,Image 1,1,1,100000000,510000000217,
600,,Segment,2,0,Image 1,1,1,100000000,510000000247,
431,,Segment,2,2,Image 1,2,1,100000002,510000000252,
1002,,Segment,2,1,Image 1,1,1,100000002,510000000277,
201,,Segment,2,0,Image 1,1,1,100000002,510000000292,
373,,Segment,2,5,Image 1,3,1,100000001,510000000334,
410,,Segment,2,4,Image 1,3,1,100000001,510000000352,
132,,Segment,2,3,Image 1,3,1,100000001,510000000356,
334,,Segment,2,2,Image 1,2,1,100000001,510000000362,
313,,Segment,2,1,Image 1,1,1,100000001,510000000366,
714,,Segment,2,0,Image 1,1,1,100000001,510000000386,
377,,Segment,2,2,Image 1,1,1,100000002,510000000429,
185,,Segment,2,5,Image 1,4,1,100000001,510000000437,
203,,Segment,2,6,Image 1,4,1,100000001,510000000444,
568,,Segment,2,5,Image 1,3,1,100000001,510000000455,
317,,Segment,2,4,Image 1,3,1,100000001,510000000461,
496,,Segment,2,3,Image 1,2,1,100000001,510000000472,
272,,Segment,2,6,Image 1,3,1,100000001,510000000477,
594,,Segment,2,1,Image 1,2,1,100000002,510000000499,
1105,,Segment,2,3,Image 1,1,1,100000001,510000000535,
442,,Segment,2,2,Image 1,1,1,100000001,510000000545,
1575,,Segment,2,1,Image 1,1,1,100000001,510000000594,
1118,,Segment,2,0,Image 1,1,1,100000001,510000000633,
163,,Segment,2,4,Image 1,2,1,100000001,510000000649,
592,,Segment,2,3,Image 1,2,1,100000001,510000000668,
102,,Segment,2,4,Image 1,3,1,100000001,510000000673,
324,,Segment,2,4,Image 1,3,1,100000000,510000000683,
312,,Segment,2,4,Image 1,4,1,100000001,510000000692,
348,,Segment,2,5,Image 1,4,1,100000001,510000000704,
137,,Segment,2,5,Image 1,4,1,100000001,510000000708,
521,,Segment,2,3,Image 1,4,1,100000001,510000000744,
393,,Segment,2,2,Image 1,3,1,100000001,510000000748,
535,,Segment,2,0,Image 1,1,1,100000001,510000000768,
602,,Segment,2,1,Image 1,2,1,100000001,510000000808,
261,,Segment,2,0,Image 1,1,1,100000001,510000000816,
289,,Segment,2,2,Image 1,2,1,100000001,510000000820,
166,,Segment,2,1,Image 1,1,1,100000001,510000000828,
904,,Segment,2,0,Image 1,1,1,100000001,510000000853,
438,,Segment,2,1,Image 1,2,1,100000002,510000000881,
136,,Segment,2,1,Image 1,2,1,100000001,510000000887,
376,,Segment,2,2,Image 1,1,1,100000001,510000000890,
326,,Segment,2,2,Image 1,3,1,100000001,510000000900,
223,,Segment,2,1,Image 1,2,1,100000001,510000000905,
293,,Segment,2,0,Image 1,1,1,100000002,510000000918,
1226,,Segment,2,3,Image 1,2,1,100000000,510000000962,
99,,Segment,2,4,Image 1,4,1,100000001,510000000968,
251,,Segment,2,3,Image 1,3,1,100000001,510000000976,
207,,Segment,2,1,Image 1,2,1,100000002,510000000985,
220,,Segment,2,0,Image 1,1,1,100000002,510000001011,
369,,Segment,2,1,Image 1,2,1,100000001,510000001020,
337,,Segment,2,1,Image 1,1,1,100000002,510000001031,
361,,Segment,2,1,Image 1,1,1,100000000,510000001045,
142,,Segment,2,0,Image 1,1,1,100000000,510000001058,
110,,Segment,2,4,Image 1,3,1,100000001,510000001060,
193,,Segment,2,1,Image 1,2,1,100000000,510000001066,
520,,Segment,2,2,Image 1,2,1,100000001,510000001075,
316,,Segment,2,0,Image 1,1,1,100000001,510000001089,
186,,Segment,2,1,Image 1,1,1,100000001,510000001128,
560,,Segment,2,1,Image 1,1,1,100000001,510000001132,
135,,Segment,2,1,Image 1,2,1,100000000,510000001156,
340,,Segment,2,2,Image 1,1,1,100000000,510000001157,
172,,Segment,2,4,Image 1,2,1,100000001,510000001158,
126,,Segment,2,2,Image 1,2,1,100000001,510000001159,
385,,Segment,2,1,Image 1,2,1,100000001,510000001163,
1197,,Segment,2,3,Image 1,1,1,100000002,510000001165,
