
Spine Terminal Pt Time
 ==================== 
Spine Terminal Pt Time,Unit,Category,Depth,Level,Time,FilamentID,ID,
0,s,Spine,,,1,,610000001281,
0,s,Spine,6,4,1,100000001,610000001289,
0,s,Spine,,,1,,610000001291,
0,s,Spine,3,4,1,100000001,610000001298,
0,s,Spine,1,1,1,100000002,610000001300,
0,s,Spine,3,2,1,100000002,610000001311,
0,s,Spine,5,3,1,100000001,610000001314,
0,s,Spine,,,1,,610000001316,
0,s,Spine,,,1,,610000001320,
0,s,Spine,0,1,1,100000001,610000001328,
0,s,Spine,,,1,,610000001330,
0,s,Spine,4,4,1,100000001,610000001338,
0,s,Spine,1,1,1,100000002,610000001349,
0,s,Spine,4,3,1,100000001,610000001352,
0,s,Spine,1,2,1,100000001,610000001354,
0,s,Spine,4,3,1,100000001,610000001357,
0,s,Spine,,,1,,610000001359,
0,s,Spine,3,1,1,100000001,610000001363,
0,s,Spine,3,1,1,100000001,610000001366,
0,s,Spine,,,1,,610000001371,
0,s,Spine,3,2,1,100000002,610000001375,
0,s,Spine,1,2,1,100000001,610000001377,
0,s,Spine,3,2,1,100000001,610000001380,
0,s,Spine,0,1,1,100000001,610000001382,
0,s,Spine,2,1,1,100000001,610000001384,
0,s,Spine,3,1,1,100000001,610000001390,
0,s,Spine,3,2,1,100000002,610000001392,
0,s,Spine,2,1,1,100000001,610000001394,
0,s,Spine,0,1,1,100000001,610000001398,
0,s,Spine,3,4,1,100000001,610000001400,
0,s,Spine,3,1,1,100000001,610000001407,
0,s,Spine,0,1,1,100000000,610000001413,
0,s,Spine,6,3,1,100000001,610000001415,
0,s,Spine,3,1,1,100000001,610000001419,
0,s,Spine,0,1,1,100000001,610000001422,
0,s,Spine,3,1,1,100000001,610000001426,
0,s,Spine,2,1,1,100000002,610000001430,
0,s,Spine,4,4,1,100000001,610000001435,
0,s,Spine,3,1,1,100000001,610000001446,
0,s,Spine,3,1,1,100000001,610000001461,
0,s,Spine,0,1,1,,610000001528,
0,s,Spine,1,2,1,,610000001528,
0,s,Spine,1,1,1,,610000001528,
0,s,Spine,0,1,1,,610000001529,
0,s,Spine,3,2,1,,610000001529,
0,s,Spine,2,2,1,,610000001529,
0,s,Spine,2,1,1,,610000001530,
0,s,Spine,1,2,1,,610000001530,
0,s,Spine,2,2,1,,610000001530,
0,s,Spine,3,2,1,,610000001531,
0,s,Spine,1,2,1,,610000001531,
0,s,Spine,3,3,1,,610000001531,
0,s,Spine,1,2,1,,610000001532,
0,s,Spine,1,1,1,,610000001532,
0,s,Spine,4,4,1,,610000001532,
0,s,Spine,1,2,1,,610000001533,
0,s,Spine,4,3,1,,610000001533,
0,s,Spine,0,1,1,,610000001534,
0,s,Spine,0,1,1,,610000001535,
0,s,Spine,1,1,1,,610000001535,
0,s,Spine,,,1,,610000001536,
0,s,Spine,1,1,1,,610000001536,
0,s,Spine,,,1,,610000001537,
0,s,Spine,1,1,1,,610000001537,
0,s,Spine,2,2,1,,610000001538,
0,s,Spine,2,1,1,,610000001539,
0,s,Spine,4,2,1,,610000001540,
0,s,Spine,4,2,1,,610000001541,
0,s,Spine,3,2,1,,610000001542,
0,s,Spine,3,2,1,,610000001543,
0,s,Spine,3,1,1,,610000001544,
0,s,Spine,0,1,1,,610000001545,
0,s,Spine,2,2,1,,610000001546,
0,s,Spine,3,3,1,,610000001547,
0,s,Spine,3,3,1,,610000001548,
0,s,Spine,3,4,1,,610000001549,
0,s,Spine,1,2,1,,610000001550,
0,s,Spine,1,2,1,,610000001551,
0,s,Spine,0,1,1,,610000001552,
0,s,Spine,,,1,,610000001554,
