
Spine Part Mean Diameter Ground
 ==================== 
Spine Part Mean Diameter Ground,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.294671,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000001286,
0.276711,µm,Spine,Spine Part Mean Diameter,6,4,1,100000001,610000001289,
0.195982,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000001295,
0.216494,µm,Spine,Spine Part Mean Diameter,3,4,1,100000001,610000001298,
0.311885,µm,Spine,Spine Part Mean Diameter,1,1,1,100000002,610000001300,
0.692641,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000001307,
0.443131,µm,Spine,Spine Part Mean Diameter,3,2,1,100000002,610000001311,
0.350264,µm,Spine,Spine Part Mean Diameter,5,3,1,100000001,610000001314,
0.284375,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000001318,
0.330631,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000001323,
0.354105,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000001328,
0.45931,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000001333,
0.281157,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000001335,
0.424735,µm,Spine,Spine Part Mean Diameter,4,4,1,100000001,610000001338,
0.483989,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000001343,
0.412157,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000001347,
0.317607,µm,Spine,Spine Part Mean Diameter,1,1,1,100000002,610000001349,
0.341204,µm,Spine,Spine Part Mean Diameter,4,3,1,100000001,610000001352,
0.297227,µm,Spine,Spine Part Mean Diameter,1,2,1,100000001,610000001354,
0.247293,µm,Spine,Spine Part Mean Diameter,4,3,1,100000001,610000001357,
0.637823,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000001361,
0.374214,µm,Spine,Spine Part Mean Diameter,3,1,1,100000001,610000001363,
0.312674,µm,Spine,Spine Part Mean Diameter,3,1,1,100000001,610000001366,
0.269867,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000001369,
0.422798,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000001372,
0.401592,µm,Spine,Spine Part Mean Diameter,3,2,1,100000002,610000001375,
0.314606,µm,Spine,Spine Part Mean Diameter,1,2,1,100000001,610000001377,
0.39573,µm,Spine,Spine Part Mean Diameter,3,2,1,100000001,610000001380,
0.395683,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000001382,
0.418278,µm,Spine,Spine Part Mean Diameter,2,1,1,100000001,610000001384,
0.373359,µm,Spine,Spine Part Mean Diameter,3,1,1,100000001,610000001390,
0.445586,µm,Spine,Spine Part Mean Diameter,3,2,1,100000002,610000001392,
0.446521,µm,Spine,Spine Part Mean Diameter,2,1,1,100000001,610000001394,
0.378744,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000001398,
0.343041,µm,Spine,Spine Part Mean Diameter,3,4,1,100000001,610000001400,
0.320467,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000001404,
0.360907,µm,Spine,Spine Part Mean Diameter,3,1,1,100000001,610000001407,
0.747178,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000001411,
0.388153,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000001413,
0.48432,µm,Spine,Spine Part Mean Diameter,6,3,1,100000001,610000001415,
0.520714,µm,Spine,Spine Part Mean Diameter,3,1,1,100000001,610000001419,
0.37867,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000001422,
0.365625,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000001424,
0.318466,µm,Spine,Spine Part Mean Diameter,3,1,1,100000001,610000001426,
0.561716,µm,Spine,Spine Part Mean Diameter,2,1,1,100000002,610000001430,
0.279779,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000001433,
0.397449,µm,Spine,Spine Part Mean Diameter,4,4,1,100000001,610000001435,
0.410505,µm,Spine,Spine Part Mean Diameter,3,1,1,100000001,610000001446,
0.354665,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000001452,
0.803801,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000001457,
0.412586,µm,Spine,Spine Part Mean Diameter,3,1,1,100000001,610000001461,
0.42774,µm,Spine,Spine Part Mean Diameter,3,3,1,100000000,610000001480,
0.399776,µm,Spine,Spine Part Mean Diameter,2,2,1,100000000,610000001481,
0.464553,µm,Spine,Spine Part Mean Diameter,2,2,1,100000000,610000001482,
0.508975,µm,Spine,Spine Part Mean Diameter,1,1,1,100000000,610000001483,
0.300999,µm,Spine,Spine Part Mean Diameter,1,1,1,100000000,610000001484,
0.313776,µm,Spine,Spine Part Mean Diameter,4,3,1,100000001,610000001485,
0.307336,µm,Spine,Spine Part Mean Diameter,4,4,1,100000001,610000001486,
0.388676,µm,Spine,Spine Part Mean Diameter,3,2,1,100000001,610000001487,
0.446521,µm,Spine,Spine Part Mean Diameter,2,1,1,100000001,610000001488,
0.374517,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000001489,
0.346074,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000001490,
0.378727,µm,Spine,Spine Part Mean Diameter,3,1,1,100000001,610000001495,
0.267932,µm,Spine,Spine Part Mean Diameter,4,2,1,100000001,610000001496,
0.330245,µm,Spine,Spine Part Mean Diameter,4,2,1,100000001,610000001497,
0.293925,µm,Spine,Spine Part Mean Diameter,3,2,1,100000001,610000001498,
0.340917,µm,Spine,Spine Part Mean Diameter,3,2,1,100000001,610000001499,
0.458597,µm,Spine,Spine Part Mean Diameter,2,1,1,100000001,610000001500,
0.268442,µm,Spine,Spine Part Mean Diameter,2,2,1,100000001,610000001501,
0.370202,µm,Spine,Spine Part Mean Diameter,1,1,1,100000001,610000001502,
0.464353,µm,Spine,Spine Part Mean Diameter,1,1,1,100000001,610000001503,
0.30147,µm,Spine,Spine Part Mean Diameter,1,1,1,100000001,610000001504,
0.311673,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000001505,
0.258322,µm,Spine,Spine Part Mean Diameter,1,2,1,100000001,610000001506,
0.276232,µm,Spine,Spine Part Mean Diameter,1,2,1,100000001,610000001507,
0.342808,µm,Spine,Spine Part Mean Diameter,3,4,1,100000001,610000001508,
0.308743,µm,Spine,Spine Part Mean Diameter,3,3,1,100000001,610000001509,
0.292633,µm,Spine,Spine Part Mean Diameter,3,3,1,100000001,610000001510,
0.350004,µm,Spine,Spine Part Mean Diameter,2,2,1,100000001,610000001511,
0.366082,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000001512,
0.238694,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000001513,
0.356853,µm,Spine,Spine Part Mean Diameter,3,2,1,100000002,610000001514,
0.356994,µm,Spine,Spine Part Mean Diameter,1,2,1,100000002,610000001515,
0.361828,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000001517,
0.409409,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000001518,
0.269675,µm,Spine,Spine Part Mean Diameter,1,2,1,100000002,610000001519,
0.272598,µm,Spine,Spine Part Mean Diameter,1,2,1,100000002,610000001520,
0.27141,µm,Spine,Spine Part Mean Diameter,1,2,1,100000002,610000001521,
0.253005,µm,Spine,Spine Part Mean Diameter,1,2,1,100000002,610000001522,
