
Spine Attachment Pt Distance
 ==================== 
Spine Attachment Pt Distance,Unit,Category,Depth,Level,Time,FilamentID,ID,
8.02216,µm,Spine,6,4,1,100000001,610000001289,
4.04096,µm,Spine,3,4,1,100000001,610000001298,
1.29863,µm,Spine,1,1,1,100000002,610000001300,
5.19879,µm,Spine,3,2,1,100000002,610000001311,
7.65979,µm,Spine,5,3,1,100000001,610000001314,
1.85528,µm,Spine,0,1,1,100000001,610000001328,
5.45125,µm,Spine,4,4,1,100000001,610000001338,
0.656454,µm,Spine,1,1,1,100000002,610000001349,
5.03582,µm,Spine,4,3,1,100000001,610000001352,
0.924617,µm,Spine,1,2,1,100000001,610000001354,
10.4369,µm,Spine,4,3,1,100000001,610000001357,
11.4396,µm,Spine,3,1,1,100000001,610000001363,
9.4752,µm,Spine,3,1,1,100000001,610000001366,
3.72005,µm,Spine,3,2,1,100000002,610000001375,
0.701918,µm,Spine,1,2,1,100000001,610000001377,
8.46573,µm,Spine,3,2,1,100000001,610000001380,
0.136492,µm,Spine,0,1,1,100000001,610000001382,
7.88643,µm,Spine,2,1,1,100000001,610000001384,
9.36904,µm,Spine,3,1,1,100000001,610000001390,
5.06521,µm,Spine,3,2,1,100000002,610000001392,
2.93621,µm,Spine,2,1,1,100000001,610000001394,
0.478941,µm,Spine,0,1,1,100000001,610000001398,
2.72568,µm,Spine,3,4,1,100000001,610000001400,
11.5301,µm,Spine,3,1,1,100000001,610000001407,
0.772808,µm,Spine,0,1,1,100000000,610000001413,
7.92423,µm,Spine,6,3,1,100000001,610000001415,
8.49035,µm,Spine,3,1,1,100000001,610000001419,
1.85528,µm,Spine,0,1,1,100000001,610000001422,
9.4752,µm,Spine,3,1,1,100000001,610000001426,
2.52948,µm,Spine,2,1,1,100000002,610000001430,
5.29454,µm,Spine,4,4,1,100000001,610000001435,
8.68406,µm,Spine,3,1,1,100000001,610000001446,
9.28637,µm,Spine,3,1,1,100000001,610000001461,
5.43387,µm,Spine,3,3,1,100000000,610000001480,
4.32189,µm,Spine,2,2,1,100000000,610000001481,
4.20609,µm,Spine,2,2,1,100000000,610000001482,
2.98301,µm,Spine,1,1,1,100000000,610000001483,
0.961386,µm,Spine,1,1,1,100000000,610000001484,
5.2261,µm,Spine,4,3,1,100000001,610000001485,
5.29454,µm,Spine,4,4,1,100000001,610000001486,
4.07528,µm,Spine,3,2,1,100000001,610000001487,
2.93621,µm,Spine,2,1,1,100000001,610000001488,
0.475762,µm,Spine,0,1,1,100000001,610000001489,
1.70945,µm,Spine,0,1,1,100000001,610000001490,
11.7149,µm,Spine,3,1,1,100000001,610000001495,
10.67,µm,Spine,4,2,1,100000001,610000001496,
10.5646,µm,Spine,4,2,1,100000001,610000001497,
8.79603,µm,Spine,3,2,1,100000001,610000001498,
8.46573,µm,Spine,3,2,1,100000001,610000001499,
8.00722,µm,Spine,2,1,1,100000001,610000001500,
7.33194,µm,Spine,2,2,1,100000001,610000001501,
6.55363,µm,Spine,1,1,1,100000001,610000001502,
5.59885,µm,Spine,1,1,1,100000001,610000001503,
2.80537,µm,Spine,1,1,1,100000001,610000001504,
1.56302,µm,Spine,0,1,1,100000001,610000001505,
3.80893,µm,Spine,1,2,1,100000001,610000001506,
2.32905,µm,Spine,1,2,1,100000001,610000001507,
2.49809,µm,Spine,3,4,1,100000001,610000001508,
2.68277,µm,Spine,3,3,1,100000001,610000001509,
2.42451,µm,Spine,3,3,1,100000001,610000001510,
1.48506,µm,Spine,2,2,1,100000001,610000001511,
0.574846,µm,Spine,0,1,1,100000001,610000001512,
0.437659,µm,Spine,0,1,1,100000001,610000001513,
4.07986,µm,Spine,3,2,1,100000002,610000001514,
1.01658,µm,Spine,1,2,1,100000002,610000001515,
0.109639,µm,Spine,0,1,1,100000002,610000001517,
0,µm,Spine,0,1,1,100000002,610000001518,
3.01101,µm,Spine,1,2,1,100000002,610000001519,
2.917,µm,Spine,1,2,1,100000002,610000001520,
2.76422,µm,Spine,1,2,1,100000002,610000001521,
2.47428,µm,Spine,1,2,1,100000002,610000001522,
