
Segment Position Z
 ==================== 
Segment Position Z,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
1418.93,µm,Segment,Segment Position,3,2,1,100000002,510000000087,
1418.46,µm,Segment,Segment Position,2,1,1,100000002,510000000093,
1418.23,µm,Segment,Segment Position,1,1,1,100000002,510000000112,
1418.3,µm,Segment,Segment Position,0,1,1,100000002,510000000131,
1418.24,µm,Segment,Segment Position,2,2,1,100000002,510000000139,
1418.7,µm,Segment,Segment Position,4,4,1,100000000,510000000167,
1418.57,µm,Segment,Segment Position,3,3,1,100000000,510000000191,
1417.82,µm,Segment,Segment Position,2,2,1,100000000,510000000204,
1416.93,µm,Segment,Segment Position,1,1,1,100000000,510000000217,
1416.44,µm,Segment,Segment Position,0,1,1,100000000,510000000247,
1419.11,µm,Segment,Segment Position,2,2,1,100000002,510000000252,
1418.64,µm,Segment,Segment Position,1,1,1,100000002,510000000277,
1418.31,µm,Segment,Segment Position,0,1,1,100000002,510000000292,
1419.15,µm,Segment,Segment Position,5,3,1,100000001,510000000334,
1419.68,µm,Segment,Segment Position,4,3,1,100000001,510000000352,
1419.76,µm,Segment,Segment Position,3,3,1,100000001,510000000356,
1419.49,µm,Segment,Segment Position,2,2,1,100000001,510000000362,
1419.43,µm,Segment,Segment Position,1,1,1,100000001,510000000366,
1419.22,µm,Segment,Segment Position,0,1,1,100000001,510000000386,
1419.04,µm,Segment,Segment Position,2,1,1,100000002,510000000429,
1419.59,µm,Segment,Segment Position,5,4,1,100000001,510000000437,
1419.38,µm,Segment,Segment Position,6,4,1,100000001,510000000444,
1419.54,µm,Segment,Segment Position,5,3,1,100000001,510000000455,
1419.57,µm,Segment,Segment Position,4,3,1,100000001,510000000461,
1419.54,µm,Segment,Segment Position,3,2,1,100000001,510000000472,
1419.83,µm,Segment,Segment Position,6,3,1,100000001,510000000477,
1417.39,µm,Segment,Segment Position,1,2,1,100000002,510000000499,
1416.89,µm,Segment,Segment Position,3,1,1,100000001,510000000535,
1416.71,µm,Segment,Segment Position,2,1,1,100000001,510000000545,
1416.88,µm,Segment,Segment Position,1,1,1,100000001,510000000594,
1417.42,µm,Segment,Segment Position,0,1,1,100000001,510000000633,
1416.21,µm,Segment,Segment Position,4,2,1,100000001,510000000649,
1416.65,µm,Segment,Segment Position,3,2,1,100000001,510000000668,
1416.45,µm,Segment,Segment Position,4,3,1,100000001,510000000673,
1419.19,µm,Segment,Segment Position,4,3,1,100000000,510000000683,
1419.51,µm,Segment,Segment Position,4,4,1,100000001,510000000692,
1420.08,µm,Segment,Segment Position,5,4,1,100000001,510000000704,
1419.42,µm,Segment,Segment Position,5,4,1,100000001,510000000708,
1416.78,µm,Segment,Segment Position,3,4,1,100000001,510000000744,
1417.63,µm,Segment,Segment Position,2,3,1,100000001,510000000748,
1417.96,µm,Segment,Segment Position,0,1,1,100000001,510000000768,
1418.36,µm,Segment,Segment Position,1,2,1,100000001,510000000808,
1418.37,µm,Segment,Segment Position,0,1,1,100000001,510000000816,
1416.58,µm,Segment,Segment Position,2,2,1,100000001,510000000820,
1416.39,µm,Segment,Segment Position,1,1,1,100000001,510000000828,
1417.85,µm,Segment,Segment Position,0,1,1,100000001,510000000853,
1417.96,µm,Segment,Segment Position,1,2,1,100000002,510000000881,
1416.59,µm,Segment,Segment Position,1,2,1,100000001,510000000887,
1419.24,µm,Segment,Segment Position,2,1,1,100000001,510000000890,
1419.86,µm,Segment,Segment Position,2,3,1,100000001,510000000900,
1419.74,µm,Segment,Segment Position,1,2,1,100000001,510000000905,
1418.17,µm,Segment,Segment Position,0,1,1,100000002,510000000918,
1418.89,µm,Segment,Segment Position,3,2,1,100000000,510000000962,
1416.22,µm,Segment,Segment Position,4,4,1,100000001,510000000968,
1417.01,µm,Segment,Segment Position,3,3,1,100000001,510000000976,
1419.89,µm,Segment,Segment Position,1,2,1,100000002,510000000985,
1419.8,µm,Segment,Segment Position,0,1,1,100000002,510000001011,
1416.47,µm,Segment,Segment Position,1,2,1,100000001,510000001020,
1419.57,µm,Segment,Segment Position,1,1,1,100000002,510000001031,
1416.67,µm,Segment,Segment Position,1,1,1,100000000,510000001045,
1416.14,µm,Segment,Segment Position,0,1,1,100000000,510000001058,
1416.44,µm,Segment,Segment Position,4,3,1,100000001,510000001060,
1417,µm,Segment,Segment Position,1,2,1,100000000,510000001066,
1417.7,µm,Segment,Segment Position,2,2,1,100000001,510000001075,
1420.13,µm,Segment,Segment Position,0,1,1,100000001,510000001089,
1418.5,µm,Segment,Segment Position,1,1,1,100000001,510000001128,
1417.8,µm,Segment,Segment Position,1,1,1,100000001,510000001132,
1416.23,µm,Segment,Segment Position,1,2,1,100000000,510000001156,
1417.35,µm,Segment,Segment Position,2,1,1,100000000,510000001157,
1419.55,µm,Segment,Segment Position,4,2,1,100000001,510000001158,
1420.08,µm,Segment,Segment Position,2,2,1,100000001,510000001159,
1417.81,µm,Segment,Segment Position,1,2,1,100000001,510000001163,
1418.52,µm,Segment,Segment Position,3,1,1,100000002,510000001165,
