
Segment Branch Depth
 ==================== 
Segment Branch Depth,Unit,Category,Depth,Level,Time,FilamentID,ID,
3,,Segment,3,2,1,100000002,510000000087,
2,,Segment,2,1,1,100000002,510000000093,
1,,Segment,1,1,1,100000002,510000000112,
0,,Segment,0,1,1,100000002,510000000131,
2,,Segment,2,2,1,100000002,510000000139,
4,,Segment,4,4,1,100000000,510000000167,
3,,Segment,3,3,1,100000000,510000000191,
2,,Segment,2,2,1,100000000,510000000204,
1,,Segment,1,1,1,100000000,510000000217,
0,,Segment,0,1,1,100000000,510000000247,
2,,Segment,2,2,1,100000002,510000000252,
1,,Segment,1,1,1,100000002,510000000277,
0,,Segment,0,1,1,100000002,510000000292,
5,,Segment,5,3,1,100000001,510000000334,
4,,Segment,4,3,1,100000001,510000000352,
3,,Segment,3,3,1,100000001,510000000356,
2,,Segment,2,2,1,100000001,510000000362,
1,,Segment,1,1,1,100000001,510000000366,
0,,Segment,0,1,1,100000001,510000000386,
2,,Segment,2,1,1,100000002,510000000429,
5,,Segment,5,4,1,100000001,510000000437,
6,,Segment,6,4,1,100000001,510000000444,
5,,Segment,5,3,1,100000001,510000000455,
4,,Segment,4,3,1,100000001,510000000461,
3,,Segment,3,2,1,100000001,510000000472,
6,,Segment,6,3,1,100000001,510000000477,
1,,Segment,1,2,1,100000002,510000000499,
3,,Segment,3,1,1,100000001,510000000535,
2,,Segment,2,1,1,100000001,510000000545,
1,,Segment,1,1,1,100000001,510000000594,
0,,Segment,0,1,1,100000001,510000000633,
4,,Segment,4,2,1,100000001,510000000649,
3,,Segment,3,2,1,100000001,510000000668,
4,,Segment,4,3,1,100000001,510000000673,
4,,Segment,4,3,1,100000000,510000000683,
4,,Segment,4,4,1,100000001,510000000692,
5,,Segment,5,4,1,100000001,510000000704,
5,,Segment,5,4,1,100000001,510000000708,
3,,Segment,3,4,1,100000001,510000000744,
2,,Segment,2,3,1,100000001,510000000748,
0,,Segment,0,1,1,100000001,510000000768,
1,,Segment,1,2,1,100000001,510000000808,
0,,Segment,0,1,1,100000001,510000000816,
2,,Segment,2,2,1,100000001,510000000820,
1,,Segment,1,1,1,100000001,510000000828,
0,,Segment,0,1,1,100000001,510000000853,
1,,Segment,1,2,1,100000002,510000000881,
1,,Segment,1,2,1,100000001,510000000887,
2,,Segment,2,1,1,100000001,510000000890,
2,,Segment,2,3,1,100000001,510000000900,
1,,Segment,1,2,1,100000001,510000000905,
0,,Segment,0,1,1,100000002,510000000918,
3,,Segment,3,2,1,100000000,510000000962,
4,,Segment,4,4,1,100000001,510000000968,
3,,Segment,3,3,1,100000001,510000000976,
1,,Segment,1,2,1,100000002,510000000985,
0,,Segment,0,1,1,100000002,510000001011,
1,,Segment,1,2,1,100000001,510000001020,
1,,Segment,1,1,1,100000002,510000001031,
1,,Segment,1,1,1,100000000,510000001045,
0,,Segment,0,1,1,100000000,510000001058,
4,,Segment,4,3,1,100000001,510000001060,
1,,Segment,1,2,1,100000000,510000001066,
2,,Segment,2,2,1,100000001,510000001075,
0,,Segment,0,1,1,100000001,510000001089,
1,,Segment,1,1,1,100000001,510000001128,
1,,Segment,1,1,1,100000001,510000001132,
1,,Segment,1,2,1,100000000,510000001156,
2,,Segment,2,1,1,100000000,510000001157,
4,,Segment,4,2,1,100000001,510000001158,
2,,Segment,2,2,1,100000001,510000001159,
1,,Segment,1,2,1,100000001,510000001163,
3,,Segment,3,1,1,100000002,510000001165,
